Date,RSI_10,RSI_12,RSI_14,RSI_16,RSI_18,RSI_20,RSI_22,RSI_24,RSI_26,RSI_28,RSI_30,RSI_32,RSI_34,RSI_36,RSI_38,RSI_40,RSI_42,RSI_44,RSI_46,RSI_48,RSI_50,RSI_52,RSI_54,RSI_56,RSI_58,RSI_60,RSI_62,RSI_64,RSI_66,RSI_68,RSI_70,RSI_72,RSI_74,RSI_76,RSI_78,RSI_80,RSI_82,RSI_84,RSI_86,RSI_88,RSI_90,RSI_92,RSI_94,RSI_96,RSI_98,RSI_100
2026-05-15,54.87045626867982,55.98426869651597,56.571517693599695,56.847847914104804,56.93668459393742,56.91174835395203,56.81837214740568,56.685054342300205,56.530001330162506,56.36495421359237,56.19749399335404,56.032470950890314,55.87291589334307,55.72063586010849,55.576611918802335,55.441269269694246,55.31466284869769,55.19660580600414,55.086758712003494,54.98469142451183,54.88992576193305,54.80196463196458,54.720311582782976,54.64448358633557,54.57401905509494,54.508482522609114,54.44746701138917,54.390594820211135,54.33751725329367,54.2879136627391,54.241490066656006,54.19797752681215,54.15713041309983,54.11872464147068,54.082555942942214,54.048438200602426,54.0162018769409,53.98569254362525,53.95676951880472,53.92930461225652,53.90318097556047,53.87829205250949,53.85454062380374,53.83183793948683,53.81010293237733,53.78926150581328
2026-05-18,50.076085359782354,51.65342592088754,52.621734793058955,53.21854146258337,53.58115031416962,53.7929007881477,53.9061620929985,53.954744449560366,53.960949351151875,53.93972913969481,53.90122264905144,53.85234804629197,53.797831359492385,53.74088704988407,53.683677809989625,53.62763051932514,53.57365625199549,53.52230499271787,53.47387519178117,53.42849167749954,53.38616117793292,53.346811882060464,53.31032156465838,53.27653748862641,53.245290384293554,53.21640416010095,53.1897025396734,53.1650134908647,53.14217207484334,53.12102217131201,53.10141741104471,53.08322155598228,53.06630850080887,53.05056202151364,53.03587536108458,53.022150716660185,53.00929867362936,52.997237618446945,52.985893151966806,52.97519751787476,52.965089055609155,52.95551168343858,52.94641441473155,52.93775090861308,52.92947905493456,52.92156059263967
2026-05-19,48.01934621160592,49.79933537715899,50.93220829186667,51.66630402251497,52.145584679407236,52.45786876921622,52.65872105777057,52.7843180227238,52.85875896000558,52.89839036767562,52.91445196367265,52.91474583027577,52.90471865715763,52.88818062768194,52.86779289213752,52.845403793376526,52.82228395364045,52.79929239905098,52.77699489726696,52.75574874782714,52.73576377751714,52.71714632179758,52.69993096554404,52.68410343622477,52.66961708046975,52.65640467644835,52.64438685150085,52.63347802812518,52.62359057155322,52.614637631001294,52.60653503482646,52.59920250353265,52.59256437407087,52.58654997714307,52.581093771196784,52.576135308811516,52.57161909056959,52.56749434631519,52.563714772523284,52.560238246261584,52.557026530181346,52.55404497853326,52.5512622509622,52.548650038477604,52.54618280428941,52.543837540980945
2026-05-20,51.41881292788331,52.642768454809925,53.4026903814465,53.86705753089663,54.14039343385817,54.288921766863055,54.355441706341864,54.36812600111693,54.34581491377347,54.30126248577466,54.24317093752211,54.177495956859865,54.10830407758796,54.038348215005136,53.96946133764001,53.902829898343875,53.839186001090326,53.77894360733083,53.7222956168618,53.66928326878797,53.61984578680429,53.57385583593611,53.53114474675505,53.49152034259411,53.454779415132364,53.42071633048187,53.389128843094966,53.35982190205357,53.33261002160871,53.30731863278874,53.283784719596106,53.26185696039031,53.24139553430748,53.222271708047856,53.204367285748965,53.18757398078706,53.171792750904004,53.15693312533419,53.14291254336724,53.129655717093996,53.117094026283816,53.105164949915235,53.09381153647161,53.082981913441856,53.072628835330214,53.06270926873788
2026-05-21,52.543311794145545,53.57813057674295,54.212259880064195,54.58629467215088,54.79106548797841,54.885340661143445,54.907535374230214,54.88308670835425,54.8290449916949,54.7569462558757,54.67463548593699,54.58744677177592,54.4989835979661,54.41164536218076,54.32698903896811,54.2459812200169,54.169175682495215,54.09683943440807,54.02904258758815,53.965722549746594,53.90672983600134,53.85186065299049,53.80087993290578,53.753537462844264,53.709579023395314,53.668753926478715,53.63081996430869,53.59554650689801,53.5627162855175,53.5321262533894,53.50358780793086,53.47692658050094,53.45198194218245,53.42860633206699,53.406664483736016,53.386032603149175,53.36659753477596,53.34825594091564,53.33091351056543,53.31448420802887,53.298889567072955,53.284058033356615,53.269924355716824,53.256429025456654,53.243517761830844,53.23114104134123
2026-05-22,55.51775768629133,56.04078231981719,56.33633175406237,56.4684888639108,56.490522913086856,56.44079504201458,56.34575315911067,56.223387749418286,56.085890210911444,55.94149887036086,55.795743748555935,55.65228463048265,55.5134810282208,55.38078517388091,55.255016601372446,55.13655604895543,55.02548338575897,54.92167608931383,54.824879581984,54.73475732108403,54.650926246169306,54.57298161042514,54.500514115382465,54.43312147704523,54.370415979608346,54.31202915606893,54.257614429511655,54.20684832422427,54.15943069040002,54.11508426434836,54.07355379645041,54.03460491316604,53.998022831039926,53.963611005278736,53.93118976969648,53.900595006129414,53.87167686794672,53.844298572643766,53.818335271684475,53.79367300099111,53.770207712218344,53.74784438276762,53.72649620110204,53.70608382308518,53.68653469462266,53.66778243571871
2026-05-26,61.617671527801384,61.169076202447336,60.80484745519326,60.45776145736151,60.11347086020997,59.772491115753866,59.43863200638839,59.115600593007386,58.806174163729224,58.51215416355325,58.2345267451032,57.9736513503918,57.72942721717211,57.50142813729335,57.28900754215663,57.091378695270706,56.90767481430739,56.73699331897358,56.57842768893717,56.43108976791619,56.294124793407335,56.16672096352475,56.04811496418536,55.9375945619114,55.8344991105107,55.73821861488091,55.64819183370095,55.56390377709626,55.484882858652284,55.41069788751643,55.34095503084529,55.275294835479464,55.2133893672089,55.154939503741794,55.09967240149119,55.047339144974856,54.99771257978383,54.95058532479485,54.90576795589283,54.86308735140142,54.82238518831937,54.78351657802421,54.7463488301319,54.71076033353513,54.6766395441656,54.643884069668594
2026-05-27,59.38113473999399,59.3034505358491,59.19225120990575,59.03138327441855,58.8313075392053,58.60611716936514,58.367739928926575,58.125069695915855,57.884371724125316,57.649890834404964,57.42438370732859,57.20953023258951,57.006239255486136,56.81487340395674,56.635414154213066,56.46758300577377,56.3109302708379,56.164899819448856,56.028875898674094,55.902216570996806,55.78427718154208,55.67442642636377,55.57205696603781,55.47659205275158,55.387489276213074,55.30424225673336,55.226380902695794,55.153470689159676,55.08511129289003,55.02093482760536,54.96060385466552,54.90380929332101,54.85026831680218,54.79972229268861,54.751934805687846,54.70668978626764,54.663789758092456,54.62305420982415,54.58431809174454,54.547430434221376,54.512253082826085,54.47865954356398,54.446533930955596,54.41577001142082,54.38627033442555,54.35794544406284
2026-05-28,61.565325355086095,61.12600051042183,60.77101888787938,60.4344166288089,60.10099340448567,59.77050199176407,59.44631331906187,59.13193748857802,58.830101657267804,58.54263871233334,58.27060810076625,58.01446120197783,57.77419453974319,57.54947709952951,57.33975143952384,57.1443119755978,56.962364428113325,56.79307011862943,56.635578285648684,56.48904905843277,56.35266924550197,56.2256626740789,56.10729645941701,55.99688428504363,55.8937875308042,55.79741488865637,55.707220949555634,55.622704121862185,55.5434041463733,55.4688993999639,55.39880412431246,55.33276567448093,55.27046185110357,55.211598357124615,55.155906403453635,55.10314047603865,55.05307626851058,55.00550877881756,54.96025056445549,54.9171301484833,54.875990567107536,54.8366880489256,54.79909081572248,54.763077994861845,54.728538633676294,54.695370806769304
2026-05-29,54.15473561370762,54.974669014695024,55.477179773568736,55.76856446152931,55.918776566903496,55.97452745307226,55.96731919709441,55.91861541568043,55.84318267445598,55.75125648143408,55.64995946581671,55.54424467594002,55.43753480368898,55.33216355196334,55.22968558420955,55.131097248884636,55.0369954488856,54.947692843540146,54.86330176394299,54.78379545712813,54.70905276739731,54.63889065068498,54.5730877215913,54.511401181319776,54.4535788598392,54.399367656544285,54.34851933312287,54.300794367612504,54.25596439676084,54.213813638302305,54.17413958365974,54.13675317608152,54.101478632841236,54.0681530280281,54.036625721054996,54.00675769261258,53.97842083239943,53.951497210049176,53.92587835113171,53.90146453307245,53.878164110687976,53.855892877288085,53.83457346459527,53.81413478281201,53.79451150081751,53.77564356555816
2026-06-01,61.29908682368804,60.89956584492573,60.581381232368756,60.28314790209427,59.98795495496756,59.69375400796626,59.40285988425105,59.11833302056195,58.842829948598734,58.57832564756188,58.32613030015958,58.086992934469315,57.86121895063762,57.648777348257056,57.44939107665621,57.26261017079909,57.08786942605741,56.92453292812922,56.771927749004185,56.629368905262744,56.496177392464226,56.371692818651766,56.25528188784068,56.14634374250153,56.044312966486714,55.9486608763116,55.858895586569574,55.77456122081628,55.69523654841785,55.620533256635156,55.550094011984356,55.483590422504456,55.42072098030898,55.36120903948898,55.304800866292794,55.25126378510465,55.200384433959016,55.15196713628407,55.10583239058609,55.061815476341366,55.019765172063,54.97954258004136,54.94102005139925,54.90408020468167,54.86861503108059,54.83452507949317
