Date,Open,High,Low,Close
2017-11-20,17.756683306736218,17.756683306736218,16.39439912718456,17.27753448486328
2017-11-21,17.070840253948422,17.70970522552522,16.488345193990995,16.6386661529541
2017-11-22,15.971618156577785,16.732618284640353,15.783716049713481,16.610483169555664
2017-11-24,16.74201426713818,16.929916381835938,16.60108857709855,16.929916381835938
2017-11-27,16.87354440269127,17.32450911236825,16.835965055532473,17.04265594482422
2017-11-28,17.38087698542579,17.38087698542579,16.958098179804256,17.33390235900879
2017-11-29,17.38087712855894,17.578172711495647,17.155395694359637,17.221160888671875
2017-11-30,17.380877273578538,17.380877273578538,16.9017285499195,17.10841941833496
2017-12-01,17.00507505839796,17.00507505839796,16.215889127858055,16.6386661529541
2017-12-04,16.676245845160906,16.676245845160906,15.1824298768004,15.436097145080566
2017-12-05,15.520653702636636,16.159518651902456,15.464282001018745,15.877665519714355
2017-12-06,15.858877149772535,15.929340890574167,15.53944642284928,15.708556175231934
2017-12-07,15.764927771911644,15.990409232109938,15.567630374258542,15.943432807922363
2017-12-08,15.877667442321142,16.131334754416553,15.783716386882027,16.084360122680664
2017-12-11,16.01859422924334,16.08436122694305,15.840089182817929,15.999805450439453
2017-12-12,16.06556837833485,16.253468683504718,15.821296368843536,15.840086936950684
2017-12-13,15.661580443656973,16.13133390412423,15.661580443656973,15.821296691894531
2017-12-14,15.905851255845317,15.962221165089675,15.577023499980207,15.605209350585938
2017-12-15,15.633393911624678,15.96222167805711,15.436098326945515,15.680370330810547
2017-12-18,15.642791587067945,16.09375452839645,15.605212237940954,15.755533218383789
2017-12-19,15.971618225287791,15.971618225287791,15.454890117138932,15.511260032653809
2017-12-20,15.520654089512917,15.755530809540774,15.520654089512917,15.680370330810547
2017-12-21,15.755531987955504,15.990408725550664,15.700101063547306,15.89645767211914
2017-12-22,15.887061610807132,16.103147768757346,15.661580168776403,15.990407943725586
2017-12-26,16.05617426845873,16.215890525115025,15.924643866024368,16.084360122680664
2017-12-27,16.05617363957754,16.21588988997814,15.962222587818257,16.065568923950195
2017-12-28,16.140729770131955,16.253469601205936,15.934037093217478,16.197099685668945
2017-12-29,16.103150005746937,16.20649635302188,15.924644959321528,15.999805450439453
2018-01-02,15.962223062513303,16.15952045627188,15.783716238058842,15.934037208557129
2018-01-03,15.990409042049633,16.018593104259832,15.858876847855157,15.905853271484375
2018-01-04,16.01859263493935,16.19240270932408,15.938735405060376,16.009199142456055
2018-01-05,16.03738399076548,16.065569845500235,15.755532611287396,15.91524887084961
2018-01-08,15.868268904896235,16.159517296254013,15.783713151530037,16.103145599365234
2018-01-09,16.168914268120655,16.183008091360605,15.802507119294349,15.943432807922363
2018-01-10,15.811901903227499,16.20649489406606,15.811901903227499,15.89645767211914
2018-01-11,15.896456902675585,16.06086989424712,15.849482274217205,15.9622220993042
2018-01-12,15.887062104804285,16.19709932123283,15.887062104804285,16.065568923950195
2018-01-16,16.065570796835438,16.206496494919506,15.708557116923833,15.736742973327637
2018-01-17,16.112543711413355,16.68564351997887,15.793111207488373,16.666852951049805
2018-01-18,16.6292763040616,16.798386075967564,16.44137416820932,16.75141143798828
2018-01-19,16.6668537097329,17.549990777959685,16.6668537097329,17.286928176879883
2018-01-22,17.164790475405336,17.380876619521885,17.061444149103036,17.145999908447266
2018-01-23,17.03326093214907,17.127211989497948,16.76080483700143,16.929916381835938
2018-01-24,16.929915752269963,17.061446152486802,16.91112518310547,16.91112518310547
2018-01-25,16.948703526116063,17.02386399841065,16.619875787839614,16.648059844970703
2018-01-26,16.657457800288093,16.676248369367983,16.50149930246614,16.610483169555664
2018-01-29,16.488346549274034,16.704434513516443,16.375606716768484,16.44137191772461
2018-01-30,16.441370956010317,16.544717289734752,16.319235845945535,16.46955680847168
2018-01-31,16.48834381085353,16.57289956717315,16.24407361700466,16.356813430786133
2018-02-01,16.394397464849735,16.95810021745567,16.29105112395389,16.507137298583984
2018-02-02,16.366212834376405,16.394398690901514,16.08436143699524,16.187705993652344
2018-02-05,16.02798752563449,16.159519712743954,15.661580400899863,15.670975685119629
2018-02-06,15.285779117512346,16.05617456058865,15.266988547689175,15.91524887084961
2018-02-07,15.887060094403205,16.206492554782365,15.764924996948602,16.121936798095703
2018-02-08,16.074963946733313,16.159519712743954,15.586419919108986,15.670975685119629
2018-02-09,15.830692472307263,16.112543840634537,15.426704196928819,15.89645767211914
2018-02-12,15.821294904084032,16.168911422047387,15.605208766759024,16.121936798095703
2018-02-13,15.943431969288516,16.450766572024094,15.943431969288516,16.42258071899414
2018-02-14,16.347421717734754,16.882940430065545,16.347421717734754,16.826570510864258
2018-02-15,16.788989035631587,16.934611457788293,16.497740607383786,16.58229637145996
2018-02-16,16.61048512549561,17.14600386356051,16.563508697264258,17.08963394165039
2018-02-20,16.95809992180414,17.09902739946601,16.67624855041504,16.67624855041504
2018-02-21,16.77019900470811,17.108420279877567,16.760803720402397,16.83596420288086
2018-02-22,16.84536054498486,17.0238673740682,16.60108851359907,16.629274368286133
2018-02-23,16.713827637460568,16.845358022368607,16.507134984642683,16.78898811340332
2018-02-26,16.83596272150745,17.145999908447266,16.760802245642257,17.145999908447266
2018-02-27,17.174189720499324,17.37148534316849,17.042657513419034,17.08963394165039
2018-02-28,17.080236663051068,17.380878600782264,17.080236663051068,17.268136978149414
2018-03-01,17.559382885680257,18.123087333445397,17.31511089858313,17.484222412109375
2018-03-02,17.333906375742234,17.596967211783138,17.211769451608205,17.521806716918945
2018-03-05,17.418460325666416,17.92579316468384,17.418460325666416,17.822446823120117
2018-03-06,17.822448351677355,18.02914105253197,17.380880676886385,17.568782806396484
2018-03-07,17.446641766452586,17.982160379592745,17.446641766452586,17.91639518737793
2018-03-08,17.97276604535874,18.019742465112557,17.803656310146543,17.944581985473633
2018-03-09,18.11369236456487,18.11369236456487,17.794259898354014,17.850629806518555
2018-03-12,17.85063406632388,17.860029351921202,17.549992095079542,17.625152587890625
2018-03-13,17.643938897305475,17.822443904635378,17.615753047321615,17.672122955322266
2018-03-14,17.822444948259868,17.822444948259868,17.44664255297132,17.46543312072754
2018-03-15,17.850629232151622,17.850629232151622,17.27752950968994,17.65333366394043
2018-03-16,17.709705445384433,17.850631122165986,17.202370858610195,17.474828720092773
2018-03-19,17.521803863852295,18.334477142234057,17.456038665550587,18.264015197753906
2018-03-20,18.357967610571396,18.395546958687817,17.888214111328125,17.888214111328125
2018-03-21,17.869424646333115,17.935189853579317,17.733195693055983,17.803659439086914
2018-03-22,17.719103967168753,17.93519016384946,17.42785548437211,17.63454818725586
2018-03-23,17.719097187273636,18.02913433100157,17.418455325715257,17.42784881591797
2018-03-26,17.700310122690077,17.944582131496126,17.545290624191793,17.83184051513672
2018-03-27,17.897603865086314,18.066715376196687,17.52650004011301,17.596961975097656
2018-03-28,17.653335937262423,17.85063153088051,17.493619688728486,17.784866333007812
2018-03-29,17.850633268042547,17.97276839141086,17.427854394907204,17.71910285949707
2018-04-02,17.747279092836123,17.850625392220405,17.28692107407275,17.418453216552734
2018-04-03,17.409063209426048,17.512407748150917,17.28222956502232,17.46543312072754
2018-04-04,17.324509070446197,17.634546299617256,17.324509070446197,17.578174591064453
2018-04-05,17.6251486456793,17.77546959767923,17.58756751169577,17.6815185546875
2018-04-06,17.615757615726878,17.728499252933243,17.57817647266891,17.63454818725586
2018-04-09,17.728498127729654,17.728498127729654,17.531200723132596,17.54059600830078
2018-04-10,17.700311346077957,17.78486711619993,17.62515086063257,17.690916061401367
2018-04-11,17.60636154136204,17.806475922476615,17.587570970674697,17.728498458862305
2018-04-12,17.75668016544998,18.104298509144233,17.70031025283939,17.775470733642578
2018-04-13,17.860026458375415,18.357965762556198,17.729435056074802,18.132482528686523
2018-04-16,18.27340915960054,18.27340915960054,18.00095130982054,18.104297637939453
2018-04-17,18.226434804110532,18.790139342787626,18.123090256262984,18.705583572387695
2018-04-18,18.771350546825577,18.921671532412304,18.66800598921439,18.76195526123047
2018-04-19,18.761951662056063,19.056018848065197,18.442519180970308,18.470705032348633
2018-04-20,18.404941654655012,19.053201964613898,18.062021826218725,18.884090423583984
2018-04-23,19.118966145804333,19.344447591160332,18.996829242923642,19.269287109375
2018-04-24,19.400814373059124,19.541740029664176,19.11426452251424,19.41020965576172
2018-04-25,19.25989242516282,19.569929646181873,19.034410972782357,19.10957145690918
2018-04-26,19.259891859786478,19.682670690568685,18.987433992845222,19.44779396057129
2018-04-27,19.400815963745117,19.50416228998017,18.88408791650405,19.400815963745117
2018-04-30,19.41020965576172,19.70051726099425,19.259888716454068,19.41020965576172
2018-05-01,19.410210931019623,19.569927163523285,18.87469232555648,19.391420364379883
2018-05-02,19.42900162473185,19.494766816434005,19.21291548286275,19.335050582885742
2018-05-03,19.353845606095597,19.720252782501138,19.19412933577081,19.532352447509766
2018-05-04,19.457188176110044,19.81889856878774,19.457188176110044,19.71085548400879
2018-05-07,19.767225766431746,20.011495980167684,19.710854062984524,19.84238624572754
2018-05-08,19.879967050606638,19.973918104623746,19.70146022717086,19.889362335205078
