Date,Open,High,Low,Close
2016-01-04,42.12279932057635,42.12279932057635,40.60540744757801,41.212364196777344
2016-01-05,41.212373198647896,42.30489280741433,41.212373198647896,41.94071960449219
2016-01-06,41.57654173477836,42.18349854842476,41.57654173477836,41.88002014160156
2016-01-07,41.33377221965923,41.51586117831423,40.848209381103516,40.848209381103516
2016-01-08,41.21236751257383,41.21236751257383,40.180538177490234,40.180538177490234
2016-01-11,40.18053507596461,41.21236433140155,40.18053507596461,40.90888595581055
2016-01-12,41.21236751257383,41.333757019895245,39.998453916508105,40.180538177490234
2016-01-13,40.18053562104854,40.848191760976114,39.270100481924665,39.69497299194336
2016-01-14,39.75566585102851,40.05914421630354,39.39149273884095,39.512882232666016
2016-01-15,38.845247286731514,40.180550809927176,38.72385542588904,39.99846649169922
2016-01-19,40.42331707799403,40.90888431171003,39.57357673434719,40.11983871459961
2016-01-20,39.45220390592015,39.87707194185204,37.50994109671111,39.330814361572266
2016-01-21,39.51288842220801,39.75567207860163,38.72384501196356,38.784542083740234
2016-01-22,39.20941125807049,40.059151767152734,39.02732698301137,39.816368103027344
2016-01-25,39.755670163752484,40.18053806894255,38.54175657096615,38.60245132446289
2016-01-26,38.845227099090366,39.45218377251365,38.66314056013457,39.20940017700195
2016-01-27,39.027322340522296,39.1487118427885,37.752711728520026,37.87410354614258
2016-01-28,38.11688524245515,38.84523384002693,37.9347986719013,38.056190490722656
2016-01-29,38.11689778069336,39.63429254206023,38.11689778069336,39.57359313964844
2016-02-01,39.270108425634234,39.45219734257769,38.90593522246083,39.0880241394043
2016-02-02,38.84523316283522,38.96662266418402,37.93479801058127,38.48106002807617
2016-02-03,38.72384501196356,39.33080415294761,38.48106367092648,38.784542083740234
2016-02-04,38.723835181059584,38.8452269784384,37.93479197113125,38.116878509521484
2016-02-05,37.267150355169186,38.78454243289828,37.267150355169186,38.17758560180664
2016-02-08,37.93478775024414,38.17757131798798,37.08504757849639,37.93478775024414
2016-02-09,37.38853799313563,37.692016393454445,37.02436483889563,37.206451416015625
2016-02-10,37.570626672688284,37.75271324877635,36.72088623046875,36.72088623046875
2016-02-11,36.417416172823906,36.53880802313804,35.628372618817444,36.296024322509766
2016-02-12,36.35671596485997,38.056194668873935,36.1746270589584,37.44923782348633
2016-02-16,37.692027168733354,38.056202742439176,37.388548681657056,37.63133239746094
2016-02-17,37.75271210134744,38.48106069891922,37.75271210134744,38.056190490722656
2016-02-18,38.17758525811273,39.027325740133854,37.75271501710217,38.784542083740234
2016-02-19,38.723842990318886,39.08801845589691,38.48106166195662,38.90592956542969
2016-02-22,39.14871579146314,39.452194208451225,38.481064200231984,38.663150787353516
2016-02-23,38.42036694502936,39.088020848444096,38.11688852948354,38.17758560180664
2016-02-24,37.63133239746094,38.177594600341116,36.47811322042816,37.63133239746094
2016-02-25,37.813410293644246,38.78454261722007,37.813410293644246,38.663150787353516
2016-02-26,38.66315243141502,38.96662854595116,37.50993347167969,37.50993347167969
2016-02-29,37.509928385992346,38.05619041187853,37.085058178676015,37.267147064208984
2016-03-01,37.32784152451927,38.056190114898236,37.20644970689672,37.87410354614258
2016-03-02,37.81340294641099,38.54175146873388,37.81340294641099,38.35966491699219
2016-03-03,38.420373705233516,39.452200962714365,38.35967893758751,39.39150619506836
2016-03-04,39.391490044985325,39.45218478774714,38.72383629782522,38.966617584228516
2016-03-07,38.905935697932904,39.81637103234965,38.7845461722961,39.75567626953125
2016-03-08,39.877059509591575,39.877059509591575,38.420364593348744,38.90592956542969
2016-03-09,38.90592472996182,39.512881448465784,38.90592472996182,39.14870834350586
2016-03-10,39.08801861386257,39.4521917655559,38.29897292626631,38.60245132446289
2016-03-11,39.755671660678246,43.09393416653672,39.14871484143125,42.85115051269531
2016-03-14,42.729768170998916,43.70089831860288,42.48698447641947,43.45811462402344
2016-03-15,43.27602549659196,43.27602549659196,41.819328122394104,42.122806549072266
2016-03-16,42.062109037980676,42.2441933036468,41.39445283839924,41.88002014160156
2016-03-17,41.7563055391542,44.4163387428356,41.4469995721975,44.107032775878906
