Date,PCT_10,PCT_12,PCT_14,PCT_16,PCT_18,PCT_20,PCT_22,PCT_24,PCT_26,PCT_28,PCT_30,PCT_32,PCT_34,PCT_36,PCT_38,PCT_40,PCT_42,PCT_44,PCT_46,PCT_48,PCT_50,PCT_52,PCT_54,PCT_56,PCT_58,PCT_60,PCT_62,PCT_64,PCT_66,PCT_68,PCT_70,PCT_72,PCT_74,PCT_76,PCT_78,PCT_80,PCT_82,PCT_84,PCT_86,PCT_88,PCT_90,PCT_92,PCT_94,PCT_96,PCT_98,PCT_100
2026-05-01,13.469277760512904,15.509535289815595,17.360118674301035,19.678131604814332,22.312680971247968,24.914107326560174,27.018638433024517,29.490144297070042,30.670931591653872,30.865048891488055,31.356390941088392,31.55091484964182,28.02430982738029,25.87843528876424,23.771605945585573,22.194425152309062,20.878197548024552,19.59462177309008,18.595566981933302,18.329219327884793,18.59885641462893,18.60692548435144,18.95298578995218,19.475240041170245,19.817162543352893,20.099843162160568,19.958375470274838,19.735612984081612,19.27887000478047,18.97673295458947,18.39385122920424,17.695494349568765,17.27144615377191,17.01991954965655,16.645647120260197,16.358468344170635,16.130824028891993,16.356497901060578,16.49527671343517,16.558183240386835,16.923961110635346,17.367440645560766,17.94880121356421,18.443443588419616,18.596329783101943,18.561038952048904
2026-05-04,6.345314351647817,8.49733580902238,10.288479746084448,12.001433084350142,14.525457409394487,17.13535730581163,19.13742822847744,21.218391687253373,23.298317462899025,23.63882995381951,24.09957555002011,24.424971918811387,23.346339173186472,20.380201236917962,18.546034726853154,16.723956757967766,15.605835575294805,14.519944623516826,13.359837928327604,12.623925427240954,12.835182125850558,12.977438395496318,13.063992313764917,13.585248061872731,13.983039530623584,14.189633073068379,14.475518868107287,14.165638214490132,13.89367568087817,13.48833172664875,13.031611839949775,12.581083713524203,11.94529933070515,11.69950448176095,11.377639055017843,11.077529686913095,10.80505849734762,10.793237405907256,11.058566162031802,10.971533125727996,11.315226245001238,11.677209149949455,12.204067880319228,12.733997312461543,13.02293240368712,13.042596657350602
2026-05-05,6.794819988944843,9.21501635388699,11.12213464879264,12.884733761743561,15.043540714411396,17.482928212626273,19.907344542980752,21.912502558280263,24.238442538304053,25.441003742406664,25.766388982839246,26.338647020602334,26.635318521417105,23.57863134673302,21.72172195411988,19.872635196494333,18.485083606177078,17.32160127763306,16.176285150283174,15.284157712187618,15.064868097017742,15.34089361798275,15.372289561547733,15.717422444326646,16.2266421517121,16.56709914689955,16.85160336475046,16.73772793159217,16.54600060831892,16.13261347626791,15.86286826668131,15.326859699647583,14.679787945891182,14.290011103454145,14.062186088776926,13.717128893006109,13.453589799499758,13.24570298483203,13.46769163341201,13.607023185912146,13.674039886302495,14.028972237192349,14.457923224206679,15.01827133202805,15.496236313294503,15.648717261202485
2026-05-06,15.5462204998567,17.021278192217352,19.402986757648076,21.442127309976613,23.39331852150408,26.1196729302351,28.937731650484448,31.163833438488535,33.46555748014657,35.76505903979159,36.314352051451586,36.96498357691421,37.46209992407234,36.50465685173422,33.567665389675966,31.761185664883868,29.939533095384714,28.834766900073394,27.74955310379698,26.57317812069474,25.836529865809588,26.10229579379009,26.292293014585155,26.420566777740706,27.012569811968106,27.47157528869344,27.724328098216795,28.0611230056449,27.755051107273893,27.48732669476478,27.07319380156313,26.600997982338644,26.133108982071963,25.461949739617374,25.212064430177072,24.878051698398046,24.566282324178513,24.28333931279183,24.283582316818965,24.5857360384603,24.502856053166365,24.890091590999177,25.297265795045266,25.88475753162655,26.47572411792909,26.802982834479284
2026-05-07,4.9104301751450095,6.347308880878355,8.698973296473572,10.626012415741066,12.422316575951998,14.559148664584848,16.946389905062514,19.325682825013534,21.332344525663398,23.627690088943552,24.904102099022975,25.36940386602134,26.046368564285068,26.45752053488944,23.732954413961437,22.08932230794183,20.42693065337358,19.180092692878347,18.131058294918358,17.087209080856546,16.275752785940483,16.103908222592153,16.405820539465694,16.469931945463962,16.835363481293165,17.358713182055073,17.717862831916555,18.021798815781978,17.937352748277497,17.775229559785416,17.394982122241505,17.152742579049544,16.648274668685698,16.032715661877916,15.667133141891654,15.458950781485811,15.13437557611878,14.888688536538494,14.696731402919156,14.927485410619425,15.076502714251832,15.15384992582921,15.51503388900597,15.949259400998475,16.51331089577218,16.996052525768842
2026-05-08,8.042446664428986,9.326142522775173,10.736681042899951,12.883022370574038,14.766464784376133,16.583882163986093,19.059815162721648,21.62648142064529,23.697987092922087,25.83767401522468,27.97859166780797,28.602679350392947,29.3037460916452,29.861256407062932,29.126952696056797,26.615468068310804,25.079295016210246,23.509281914936462,22.568029226477563,21.633776404464385,20.607459423759,19.972693693887102,20.2466573183613,20.450030477111444,20.59546983204064,21.164322020919112,21.610953696000514,21.86767353865741,22.20079491966127,21.941382306184966,21.7153296467503,21.35234605793828,20.93373816026688,20.517196730298597,19.910487551837008,19.692621132399097,19.395524229969073,19.117940689056358,18.866131996155154,18.877091759129417,19.168870971594806,19.101603025830123,19.472351697852066,19.861695466926246,20.41937850292306,20.980440115986983
2026-05-11,41.63142153424241,43.862522697504644,46.47384607164573,50.00400167872922,52.980422916381464,55.747510867277185,58.88587921102479,62.30813925283767,65.70776354007101,68.63309703675355,71.90632555135697,73.8872440718936,74.81793811764105,75.99066037234459,76.80032154763192,73.52680267933557,71.5959042690179,69.5981090011507,68.11251095622175,66.86243466942697,65.59753964477117,64.62453111817787,64.49550730260853,64.99573015088728,65.17070002678365,65.74742290876068,66.53450752477296,67.09661995431884,67.580921563273,67.5341640692674,67.37733741314098,66.91854652167547,66.6436131848813,66.0056695223607,65.21063772831376,64.7542606435747,64.51094234023988,64.10461960349643,63.80420338124028,63.575522146217864,63.928825103261445,64.1681550285617,64.30723726833499,64.83825986215085,65.46995147052537,66.28123485416826
2026-05-12,32.36980796441987,36.47383317931794,39.26385525655624,41.93250658736471,45.2282721272801,48.1481467878065,50.92141126983331,54.38126990027644,57.91578855535662,60.86025705627184,63.858386270258535,66.83834757600152,68.01986893365408,69.25646695557643,70.29241511422725,69.74956744953317,67.01009528884313,65.394136004193,63.69299007898306,62.73098434450273,61.75151313655759,60.63388347741336,59.98562253517402,60.464827203913096,60.84783186858389,61.15067680423546,61.98324608192126,62.6569170707983,63.08509218307691,63.606037366450565,63.36683674893708,63.16399230216669,62.77996945082723,62.31862555452088,61.85424228347506,61.139425677873916,60.921025389542535,60.59642109254381,60.293309703413286,60.020169170406014,60.08508242510418,60.51282789280828,60.472202897832496,60.999854273962974,61.55076811233036,62.320307883425585
2026-05-13,32.7558214936286,38.07602174230631,41.19776401659501,44.42644826743263,48.29648685124033,51.63883902143095,54.744694930859374,58.12553960973861,61.72501499889943,65.2848021214191,68.40659610935202,71.82148935137714,74.06046722849426,75.32374949114671,76.77772175836807,77.87450440564758,75.1666923088027,73.64321428821346,72.01244697690007,70.82644191360879,69.83432441322066,68.80345586704495,68.03045998975105,68.0520910759019,68.67024370317179,68.96750060733896,69.64692547599576,70.52572413302465,71.18196175257569,71.75821322827541,71.81181501936506,71.75211923476668,71.39079183379098,71.20388390909784,70.6545823443741,69.94438322846135,69.56265394840545,69.38715418294468,69.04651527559736,68.80711308357131,68.63566528097948,69.04009319792804,69.32955554209471,69.51750287449944,70.09457259958,70.77111984234952
2026-05-14,13.408516882233732,18.150494189834372,22.032261357556642,24.890385803483408,27.589578065876797,30.7252433115754,33.54199954005511,36.21824548074744,39.42326211504017,42.68017542694036,45.452917246153454,48.25938091820849,51.04311063953531,52.337900217179765,53.65825918381185,54.79456440506772,54.59074259370683,52.50374502376262,51.326785307994285,50.04748943150166,49.37690365931218,48.673120766733255,47.83331621187944,47.386273733865224,47.911231873578764,48.34714045628232,48.707977187835674,49.528845248412196,50.20746418511808,50.667151600606985,51.205341781830086,51.069374557198365,50.96082942761736,50.68737783164383,50.340759238193975,49.98704760455307,49.406075534687574,49.263690702989685,49.0234828148944,48.79954704731503,48.59974612303475,48.70069499785905,49.12569846839528,49.128875396129004,49.64145656503985,50.17423068379871
