Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,16,10,1.8,20%,210.4,4.8,3,30.9,31.0
2,2016-07,2021-07,2021-07,2022-07,16,10,1.8,20%,277.1,8.3,3,23.1,23.5
3,2017-01,2022-01,2022-01,2023-01,16,8,1.8,20%,329.1,12.1,4,28.0,28.1
4,2017-07,2022-07,2022-07,2023-07,22,5,1.8,20%,393.4,19.9,3,39.4,39.7
5,2018-01,2023-01,2023-01,2024-01,22,5,1.8,20%,457.4,26.9,4,35.3,35.4
6,2018-07,2023-07,2023-07,2024-07,22,5,1.8,20%,639.0,52.6,4,11.0,11.1
7,2019-01,2024-01,2024-01,2025-01,22,5,1.8,20%,654.0,30.0,2,8.8,8.9
8,2019-07,2024-07,2024-07,2025-07,22,5,1.8,20%,720.7,36.3,1,-9.0,-9.1
9,2020-01,2025-01,2025-01,2026-01,22,5,1.8,20%,720.7,36.3,2,-15.7,-15.8
