Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,33,5,2.0,20%,209.4,5.9,1,-0.2,-0.2
2,2016-07,2021-07,2021-07,2022-07,18,5,1.5,50%,261.7,6.8,5,57.3,58.3
3,2017-01,2022-01,2022-01,2023-01,18,5,1.5,50%,345.5,11.9,4,33.2,33.3
4,2017-07,2022-07,2022-07,2023-07,18,5,1.5,50%,445.0,19.8,5,23.8,23.9
5,2018-01,2023-01,2023-01,2024-01,33,5,1.5,50%,492.3,26.3,3,5.7,5.7
6,2018-07,2023-07,2023-07,2024-07,18,5,1.5,50%,618.7,38.2,3,5.6,5.6
7,2019-01,2024-01,2024-01,2025-01,16,5,1.5,50%,678.3,44.2,3,11.5,11.5
8,2019-07,2024-07,2024-07,2025-07,16,5,1.5,50%,718.4,49.6,5,38.6,38.9
9,2020-01,2025-01,2025-01,2026-01,16,5,1.5,50%,767.5,56.6,2,36.9,37.4
