Trades,Stop Hits,Win %,Avg Hold Days,Final Balance $,Total Return $,Total Return %,Max Drawdown $,Max Drawdown %,RDR,Score,N_base,Gap,N1,N2,N3,K,Stop %,CAGR %
43,2,67.4,53.3,7523.93,2523.93,50.48,9833.05,70.55,0.26,0.1,20,5,20,25,30,2.4,0.4,4.0
43,2,65.1,52.8,4971.26,-28.74,-0.57,11018.14,79.05,-0.0,0.0,20,5,20,25,30,2.4,0.5,-0.1
42,1,64.3,54.2,6822.54,1822.54,36.45,9931.22,71.25,0.18,0.1,20,5,20,25,30,2.4,0.6,3.0
45,11,64.4,51.2,15363.48,10363.48,207.27,18669.26,63.38,0.56,1.2,20,5,20,25,30,2.5,0.2,11.4
42,6,64.3,55.1,11691.71,6691.71,133.83,12281.96,62.82,0.54,0.7,20,5,20,25,30,2.5,0.3,8.5
40,4,65.0,56.6,4894.88,-105.12,-2.1,10913.82,77.81,-0.01,0.0,20,5,20,25,30,2.5,0.4,-0.2
39,1,64.1,57.6,9991.49,4991.49,99.83,7674.05,54.72,0.65,0.6,20,5,20,25,30,2.5,0.5,6.9
39,1,64.1,57.6,9991.49,4991.49,99.83,7674.05,54.72,0.65,0.6,20,5,20,25,30,2.5,0.6,6.9
41,11,58.5,52.5,5947.45,947.45,18.95,7786.62,67.0,0.12,0.0,20,5,20,25,30,2.6,0.2,1.7
32,5,59.4,70.5,13480.91,8480.91,169.62,16133.03,73.54,0.53,0.9,20,5,20,25,30,2.6,0.3,10.0
30,2,63.3,74.9,6714.74,1714.74,34.29,7480.76,73.79,0.23,0.1,20,5,20,25,30,2.6,0.4,2.9
29,1,62.1,77.4,7646.08,2646.08,52.92,7480.76,73.79,0.35,0.2,20,5,20,25,30,2.6,0.5,4.2
29,1,62.1,77.4,7646.08,2646.08,52.92,7480.76,73.79,0.35,0.2,20,5,20,25,30,2.6,0.6,4.2
37,18,48.6,60.5,1491.27,-3508.73,-70.17,7036.2,89.13,-0.5,0.4,20,5,20,25,30,2.7,0.2,-11.0
37,8,64.9,60.3,3871.97,-1128.03,-22.56,6697.86,80.66,-0.17,0.0,20,5,20,25,30,2.7,0.3,-2.4
30,4,56.7,74.0,2466.44,-2533.56,-50.67,6735.99,81.12,-0.38,0.2,20,5,20,25,30,2.7,0.4,-6.6
30,3,50.0,73.7,719.27,-4280.73,-85.61,8790.54,95.71,-0.49,0.4,20,5,20,25,30,2.7,0.5,-17.0
26,1,53.8,86.1,3838.18,-1161.82,-23.24,7082.26,77.11,-0.16,0.0,20,5,20,25,30,2.7,0.6,-2.5
35,14,57.1,63.2,3802.58,-1197.42,-23.95,10873.37,81.25,-0.11,0.0,20,5,20,25,30,2.8,0.2,-2.6
30,9,56.7,76.6,2284.55,-2715.45,-54.31,6032.1,72.65,-0.45,0.2,20,5,20,25,30,2.8,0.3,-7.2
20,1,50.0,112.6,3161.58,-1838.42,-36.77,5518.45,73.3,-0.33,0.1,20,5,20,25,30,2.8,0.4,-4.3
19,0,52.6,116.4,4675.24,-324.76,-6.5,4967.48,65.99,-0.07,0.0,20,5,20,25,30,2.8,0.5,-0.6
19,0,52.6,116.4,4675.24,-324.76,-6.5,4967.48,65.99,-0.07,0.0,20,5,20,25,30,2.8,0.6,-0.6
36,14,52.8,56.7,6185.82,1185.82,23.72,8379.45,67.25,0.14,0.0,20,5,20,25,30,2.9,0.2,2.1
32,7,62.5,66.1,10187.03,5187.03,103.74,5117.49,49.93,1.01,1.0,20,5,20,25,30,2.9,0.3,7.1
25,2,64.0,88.4,21235.5,16235.5,324.71,13799.0,46.53,1.18,3.8,20,5,20,25,30,2.9,0.4,14.9
24,1,58.3,92.5,10432.56,5432.56,108.65,12132.06,72.09,0.45,0.5,20,5,20,25,30,2.9,0.5,7.3
24,1,58.3,91.6,6331.71,1331.71,26.63,12939.54,76.89,0.1,0.0,20,5,20,25,30,2.9,0.6,2.3
29,16,34.5,69.0,930.79,-4069.21,-81.38,5327.94,85.87,-0.76,0.6,20,5,20,25,30,3.0,0.2,-14.9
23,5,47.8,91.4,5852.0,852.0,17.04,5028.44,60.95,0.17,0.0,20,5,20,25,30,3.0,0.3,1.5
20,3,40.0,106.3,2852.51,-2147.49,-42.95,4589.9,66.2,-0.47,0.2,20,5,20,25,30,3.0,0.4,-5.2
17,2,35.3,114.1,1075.51,-3924.49,-78.49,5407.71,87.16,-0.73,0.6,20,5,20,25,30,3.0,0.5,-13.7
15,1,33.3,131.1,2746.2,-2253.8,-45.08,4640.02,69.52,-0.49,0.2,20,5,20,25,30,3.0,0.6,-5.6
25,15,32.0,73.2,719.04,-4280.96,-85.62,5730.2,92.35,-0.75,0.6,20,5,20,25,30,3.1,0.2,-17.0
24,7,50.0,82.9,2554.37,-2445.63,-48.91,8594.68,83.61,-0.28,0.1,20,5,20,25,30,3.1,0.3,-6.2
23,5,56.5,88.7,2572.74,-2427.26,-48.55,7752.86,79.24,-0.31,0.2,20,5,20,25,30,3.1,0.4,-6.2
17,4,52.9,103.9,1109.67,-3890.33,-77.81,6013.87,88.15,-0.65,0.5,20,5,20,25,30,3.1,0.5,-13.5
17,2,64.7,111.2,7280.81,2280.81,45.62,19889.27,80.58,0.11,0.1,20,5,20,25,30,3.1,0.6,3.7
18,10,44.4,86.3,6497.99,1497.99,29.96,7825.07,73.67,0.19,0.1,20,5,20,25,30,3.2,0.2,2.5
21,5,66.7,93.6,4382.73,-617.27,-12.35,9221.16,79.34,-0.07,0.0,20,5,20,25,30,3.2,0.3,-1.3
19,3,68.4,111.2,19547.79,14547.79,290.96,9058.76,46.34,1.61,4.7,20,5,20,25,30,3.2,0.4,14.0
17,2,58.8,118.4,7055.83,2055.83,41.12,5339.88,65.39,0.38,0.2,20,5,20,25,30,3.2,0.5,3.4
18,1,72.2,116.0,39246.66,34246.66,684.93,22005.18,56.07,1.56,10.7,20,5,20,25,30,3.2,0.6,21.9
109,27,64.2,22.6,854.32,-4145.68,-82.91,14416.12,95.32,-0.29,0.2,20,8,20,28,36,1.5,0.2,-15.6
101,11,66.3,24.1,1639.7,-3360.3,-67.21,21148.25,94.75,-0.16,0.1,20,8,20,28,36,1.5,0.3,-10.2
86,5,60.5,28.7,375.08,-4624.92,-92.5,22010.54,98.61,-0.21,0.2,20,8,20,28,36,1.5,0.4,-22.0
87,4,66.7,28.4,1300.84,-3699.16,-73.98,21244.34,95.18,-0.17,0.1,20,8,20,28,36,1.5,0.5,-12.1
83,2,62.7,29.7,371.37,-4628.63,-92.57,22013.61,98.62,-0.21,0.2,20,8,20,28,36,1.5,0.6,-22.1
98,17,69.4,24.7,6878.02,1878.02,37.56,14743.39,74.98,0.13,0.0,20,8,20,28,36,1.6,0.2,3.1
89,13,66.3,27.4,604.07,-4395.93,-87.92,10944.63,96.2,-0.4,0.4,20,8,20,28,36,1.6,0.3,-18.4
80,5,65.0,30.3,2147.64,-2852.36,-57.05,10084.8,88.64,-0.28,0.2,20,8,20,28,36,1.6,0.4,-7.8
76,3,60.5,32.0,853.36,-4146.64,-82.93,10863.34,95.49,-0.38,0.3,20,8,20,28,36,1.6,0.5,-15.6
72,3,63.9,33.7,518.51,-4481.49,-89.63,11064.76,97.26,-0.41,0.4,20,8,20,28,36,1.6,0.6,-19.6
85,15,70.6,28.1,8118.84,3118.84,62.38,14755.61,69.78,0.21,0.1,20,8,20,28,36,1.7,0.2,4.8
77,7,68.8,31.1,5560.02,560.02,11.2,23156.61,84.11,0.02,0.0,20,8,20,28,36,1.7,0.3,1.0
74,4,70.3,32.4,8590.74,3590.74,71.81,29824.19,81.52,0.12,0.1,20,8,20,28,36,1.7,0.4,5.3
72,2,63.9,33.3,3574.07,-1425.93,-28.52,19566.85,89.04,-0.07,0.0,20,8,20,28,36,1.7,0.5,-3.2
69,1,65.2,34.7,3321.24,-1678.76,-33.58,20681.44,90.23,-0.08,0.0,20,8,20,28,36,1.7,0.6,-3.9
83,20,61.4,28.3,1287.19,-3712.81,-74.26,7516.57,88.01,-0.49,0.4,20,8,20,28,36,1.8,0.2,-12.2
75,8,61.3,32.1,1437.71,-3562.29,-71.25,11365.18,92.68,-0.31,0.2,20,8,20,28,36,1.8,0.3,-11.3
73,7,61.6,32.6,1444.16,-3555.84,-71.12,13842.45,94.05,-0.26,0.2,20,8,20,28,36,1.8,0.4,-11.2
69,3,59.4,35.4,1131.74,-3868.26,-77.37,11560.78,94.27,-0.33,0.3,20,8,20,28,36,1.8,0.5,-13.3
66,2,63.6,36.6,827.37,-4172.63,-83.45,11738.85,95.72,-0.36,0.3,20,8,20,28,36,1.8,0.6,-15.9
77,22,58.4,30.6,762.65,-4237.35,-84.75,14890.93,95.58,-0.28,0.2,20,8,20,28,36,1.9,0.2,-16.5
65,5,63.1,36.6,6005.22,1005.22,20.1,14708.26,76.93,0.07,0.0,20,8,20,28,36,1.9,0.3,1.8
64,4,64.1,36.9,10472.0,5472.0,109.44,19779.49,75.66,0.28,0.3,20,8,20,28,36,1.9,0.4,7.4
62,3,64.5,38.2,5045.62,45.62,0.91,10635.84,76.93,0.0,0.0,20,8,20,28,36,1.9,0.5,0.1
61,1,65.6,38.7,9578.88,4578.88,91.58,12638.58,69.76,0.36,0.3,20,8,20,28,36,1.9,0.6,6.4
73,18,60.3,31.8,1318.14,-3681.86,-73.64,18644.86,95.27,-0.2,0.1,20,8,20,28,36,2.0,0.2,-12.0
67,7,64.2,35.3,9177.05,4177.05,83.54,28073.06,80.78,0.15,0.1,20,8,20,28,36,2.0,0.3,6.0
64,6,67.2,36.4,11997.34,6997.34,139.95,32938.46,84.2,0.21,0.3,20,8,20,28,36,2.0,0.4,8.8
61,2,63.9,39.2,6504.18,1504.18,30.08,15597.87,79.7,0.1,0.0,20,8,20,28,36,2.0,0.5,2.6
58,2,65.5,40.9,6189.02,1189.02,23.78,15790.34,80.69,0.08,0.0,20,8,20,28,36,2.0,0.6,2.1
66,14,65.2,35.8,11425.91,6425.91,128.52,12875.17,72.25,0.5,0.6,20,8,20,28,36,2.1,0.2,8.3
64,10,62.5,35.9,4763.75,-236.25,-4.72,27483.07,89.81,-0.01,0.0,20,8,20,28,36,2.1,0.3,-0.5
58,5,63.8,39.8,2558.86,-2441.14,-48.82,21793.73,92.86,-0.11,0.1,20,8,20,28,36,2.1,0.4,-6.2
55,2,65.5,42.5,7899.1,2899.1,57.98,19896.03,84.78,0.15,0.1,20,8,20,28,36,2.1,0.5,4.5
54,2,61.1,42.8,3374.22,-1625.78,-32.52,21642.88,92.22,-0.08,0.0,20,8,20,28,36,2.1,0.6,-3.7
60,13,65.0,38.7,20991.8,15991.8,319.84,28229.69,65.25,0.57,1.8,20,8,20,28,36,2.2,0.2,14.8
56,7,64.3,41.2,14079.14,9079.14,181.58,76157.18,88.31,0.12,0.2,20,8,20,28,36,2.2,0.3,10.5
53,4,69.8,43.2,19134.88,14134.88,282.7,79007.64,85.22,0.18,0.5,20,8,20,28,36,2.2,0.4,13.8
52,3,71.2,44.2,11453.13,6453.13,129.06,54185.7,90.33,0.12,0.2,20,8,20,28,36,2.2,0.5,8.3
49,1,63.3,46.9,10472.33,5472.33,109.45,64052.78,92.22,0.09,0.1,20,8,20,28,36,2.2,0.6,7.4
60,15,68.3,38.2,10142.48,5142.48,102.85,18870.09,76.82,0.27,0.3,20,8,20,28,36,2.3,0.2,7.0
53,11,58.5,44.2,2863.05,-2136.95,-42.74,19375.39,90.87,-0.11,0.0,20,8,20,28,36,2.3,0.3,-5.2
45,4,68.9,50.4,3392.54,-1607.46,-32.15,19390.21,91.02,-0.08,0.0,20,8,20,28,36,2.3,0.4,-3.7
45,3,68.9,50.8,4014.71,-985.29,-19.71,19269.91,90.45,-0.05,0.0,20,8,20,28,36,2.3,0.5,-2.1
42,2,66.7,54.1,2777.5,-2222.5,-44.45,19672.66,92.34,-0.11,0.0,20,8,20,28,36,2.3,0.6,-5.5
52,15,65.4,42.5,4261.79,-738.21,-14.76,6034.79,71.89,-0.12,0.0,20,8,20,28,36,2.4,0.2,-1.5
50,11,60.0,44.8,2091.99,-2908.01,-58.16,5398.86,86.99,-0.54,0.3,20,8,20,28,36,2.4,0.3,-8.0
44,2,65.9,50.8,7172.65,2172.65,43.45,8738.25,74.68,0.25,0.1,20,8,20,28,36,2.4,0.4,3.5
43,2,65.1,52.4,5724.58,724.58,14.49,8801.37,75.22,0.08,0.0,20,8,20,28,36,2.4,0.5,1.3
42,1,64.3,53.4,6460.58,1460.58,29.21,8738.25,74.68,0.17,0.0,20,8,20,28,36,2.4,0.6,2.5
41,11,63.4,53.3,13867.89,8867.89,177.36,8988.23,64.81,0.99,1.8,20,8,20,28,36,2.5,0.2,10.3
40,5,62.5,55.6,10451.67,5451.67,109.03,10421.48,77.33,0.52,0.6,20,8,20,28,36,2.5,0.3,7.3
34,3,58.8,63.5,2049.64,-2950.36,-59.01,11978.19,92.23,-0.25,0.1,20,8,20,28,36,2.5,0.4,-8.2
39,3,66.7,55.4,10074.96,5074.96,101.5,11533.73,88.81,0.44,0.4,20,8,20,28,36,2.5,0.5,7.0
32,2,53.1,68.9,2770.99,-2229.01,-44.58,11623.29,89.5,-0.19,0.1,20,8,20,28,36,2.5,0.6,-5.5
39,9,61.5,55.8,14367.24,9367.24,187.34,12699.62,64.87,0.74,1.4,20,8,20,28,36,2.6,0.2,10.7
40,7,62.5,54.0,15419.52,10419.52,208.39,17600.7,77.03,0.59,1.2,20,8,20,28,36,2.6,0.3,11.4
33,1,60.6,65.9,11026.44,6026.44,120.53,13184.37,73.35,0.46,0.6,20,8,20,28,36,2.6,0.4,7.9
33,1,60.6,65.9,11026.44,6026.44,120.53,13184.37,73.35,0.46,0.6,20,8,20,28,36,2.6,0.5,7.9
33,1,60.6,66.5,11890.52,6890.52,137.81,13574.24,75.52,0.51,0.7,20,8,20,28,36,2.6,0.6,8.7
36,13,52.8,60.4,6229.04,1229.04,24.58,12258.0,82.93,0.1,0.0,20,8,20,28,36,2.7,0.2,2.1
38,8,63.2,59.0,9107.26,4107.26,82.15,11540.37,65.25,0.36,0.3,20,8,20,28,36,2.7,0.3,5.9
30,3,60.0,74.2,6046.13,1046.13,20.92,11059.31,74.82,0.09,0.0,20,8,20,28,36,2.7,0.4,1.8
30,2,53.3,73.8,2223.59,-2776.41,-55.53,13278.44,89.84,-0.21,0.1,20,8,20,28,36,2.7,0.5,-7.5
25,1,52.0,91.1,2922.6,-2077.4,-41.55,12806.23,86.64,-0.16,0.1,20,8,20,28,36,2.7,0.6,-5.0
36,16,50.0,59.9,788.09,-4211.91,-84.24,6875.57,92.97,-0.61,0.5,20,8,20,28,36,2.8,0.2,-16.3
29,6,58.6,75.6,8744.06,3744.06,74.88,7675.81,62.82,0.49,0.4,20,8,20,28,36,2.8,0.3,5.5
24,0,66.7,92.2,23857.06,18857.06,377.14,9059.82,37.98,2.08,7.8,20,8,20,28,36,2.8,0.4,16.2
24,0,66.7,92.2,23857.06,18857.06,377.14,9059.82,37.98,2.08,7.8,20,8,20,28,36,2.8,0.5,16.2
24,0,66.7,92.2,23857.06,18857.06,377.14,9059.82,37.98,2.08,7.8,20,8,20,28,36,2.8,0.6,16.2
32,14,53.1,65.1,5537.09,537.09,10.74,13152.21,88.74,0.04,0.0,20,8,20,28,36,2.9,0.2,1.0
24,6,58.3,96.1,7449.52,2449.52,48.99,8911.19,64.21,0.27,0.1,20,8,20,28,36,2.9,0.3,3.9
19,1,57.9,116.6,10163.92,5163.92,103.28,6165.65,44.5,0.84,0.9,20,8,20,28,36,2.9,0.4,7.0
21,1,57.1,102.7,4445.88,-554.12,-11.08,9202.08,79.58,-0.06,0.0,20,8,20,28,36,2.9,0.5,-1.1
21,1,61.9,103.1,4355.34,-644.66,-12.89,9250.16,80.0,-0.07,0.0,20,8,20,28,36,2.9,0.6,-1.3
22,12,45.5,80.6,6569.53,1569.53,31.39,5104.08,72.12,0.31,0.1,20,8,20,28,36,3.0,0.2,2.7
19,5,57.9,112.1,7453.19,2453.19,49.06,11836.68,67.07,0.21,0.1,20,8,20,28,36,3.0,0.3,3.9
18,2,61.1,120.2,15823.27,10823.27,216.47,8567.77,39.72,1.26,2.7,20,8,20,28,36,3.0,0.4,11.7
18,1,55.6,116.7,3761.44,-1238.56,-24.77,5218.07,76.49,-0.24,0.1,20,8,20,28,36,3.0,0.5,-2.7
16,0,56.2,133.8,15233.93,10233.93,204.68,8248.66,39.72,1.24,2.5,20,8,20,28,36,3.0,0.6,11.3
17,6,64.7,107.5,22642.57,17642.57,352.85,7616.85,31.23,2.32,8.2,20,8,20,28,36,3.1,0.2,15.6
17,4,70.6,122.4,14519.23,9519.23,190.38,23058.54,67.07,0.41,0.8,20,8,20,28,36,3.1,0.3,10.8
14,0,64.3,152.1,20422.51,15422.51,308.45,11058.11,39.72,1.39,4.3,20,8,20,28,36,3.1,0.4,14.5
14,0,64.3,152.1,20422.51,15422.51,308.45,11058.11,39.72,1.39,4.3,20,8,20,28,36,3.1,0.5,14.5
14,0,64.3,152.1,20422.51,15422.51,308.45,11058.11,39.72,1.39,4.3,20,8,20,28,36,3.1,0.6,14.5
27,12,51.9,59.3,5509.74,509.74,10.19,8710.25,70.27,0.06,0.0,20,8,20,28,36,3.2,0.2,0.9
20,4,65.0,94.2,10835.14,5835.14,116.7,8216.48,58.06,0.71,0.8,20,8,20,28,36,3.2,0.3,7.7
19,2,63.2,105.7,12433.97,7433.97,148.68,7893.74,43.59,0.94,1.4,20,8,20,28,36,3.2,0.4,9.1
17,1,52.9,115.1,6350.69,1350.69,27.01,6961.27,65.39,0.19,0.1,20,8,20,28,36,3.2,0.5,2.3
18,1,61.1,106.7,8762.92,3762.92,75.26,7116.31,55.76,0.53,0.4,20,8,20,28,36,3.2,0.6,5.5
102,30,52.9,23.8,328.81,-4671.19,-93.42,8426.92,96.93,-0.55,0.5,20,10,20,30,40,1.5,0.2,-23.0
96,12,62.5,24.9,953.84,-4046.16,-80.92,14375.16,95.47,-0.28,0.2,20,10,20,30,40,1.5,0.3,-14.7
87,8,62.1,27.9,705.85,-4294.15,-85.88,14473.15,96.12,-0.3,0.3,20,10,20,30,40,1.5,0.4,-17.1
85,4,61.2,28.9,1507.04,-3492.96,-69.86,13810.05,91.72,-0.25,0.2,20,10,20,30,40,1.5,0.5,-10.9
79,1,58.2,30.8,537.59,-4462.41,-89.25,14612.42,97.05,-0.31,0.3,20,10,20,30,40,1.5,0.6,-19.3
90,23,57.8,26.6,1228.11,-3771.89,-75.44,7744.51,89.81,-0.49,0.4,20,10,20,30,40,1.6,0.2,-12.6
81,12,58.0,29.5,286.51,-4713.49,-94.27,8899.15,97.75,-0.53,0.5,20,10,20,30,40,1.6,0.3,-24.0
71,7,57.7,33.6,529.36,-4470.64,-89.41,8673.88,95.27,-0.52,0.5,20,10,20,30,40,1.6,0.4,-19.4
65,3,50.8,36.9,246.69,-4753.31,-95.07,8903.59,97.8,-0.53,0.5,20,10,20,30,40,1.6,0.5,-25.1
61,3,54.1,39.2,149.89,-4850.11,-97.0,8982.26,98.66,-0.54,0.5,20,10,20,30,40,1.6,0.6,-28.6
87,18,65.5,27.9,6693.03,1693.03,33.86,15328.19,75.45,0.11,0.0,20,10,20,30,40,1.7,0.2,2.8
75,8,66.7,32.2,4307.67,-692.33,-13.85,12755.84,79.89,-0.05,0.0,20,10,20,30,40,1.7,0.3,-1.4
71,4,64.8,33.9,7115.15,2115.15,42.3,16290.92,77.55,0.13,0.1,20,10,20,30,40,1.7,0.4,3.4
66,1,63.6,36.5,4068.09,-931.91,-18.64,12934.41,81.01,-0.07,0.0,20,10,20,30,40,1.7,0.5,-2.0
66,1,63.6,36.4,3818.88,-1181.12,-23.62,13264.38,83.08,-0.09,0.0,20,10,20,30,40,1.7,0.6,-2.6
86,21,67.4,27.6,4915.2,-84.8,-1.7,34413.44,88.58,-0.0,0.0,20,10,20,30,40,1.8,0.2,-0.2
79,8,65.8,29.8,9833.77,4833.77,96.68,51424.74,89.33,0.09,0.1,20,10,20,30,40,1.8,0.3,6.7
74,3,71.6,32.6,33428.33,28428.33,568.57,42196.57,67.56,0.67,3.8,20,10,20,30,40,1.8,0.4,20.0
72,1,70.8,33.8,39567.91,34567.91,691.36,22741.8,48.07,1.52,10.5,20,10,20,30,40,1.8,0.5,22.0
71,0,70.4,34.1,46415.65,41415.65,828.31,26677.56,48.07,1.55,12.8,20,10,20,30,40,1.8,0.6,23.9
79,20,62.0,29.5,3069.33,-1930.67,-38.61,23942.98,89.63,-0.08,0.0,20,10,20,30,40,1.9,0.2,-4.6
69,9,65.2,34.1,7574.91,2574.91,51.5,30080.06,84.75,0.09,0.0,20,10,20,30,40,1.9,0.3,4.1
66,3,69.7,35.7,52141.84,47141.84,942.84,87438.71,65.01,0.54,5.1,20,10,20,30,40,1.9,0.4,25.2
64,2,68.8,37.0,23605.72,18605.72,372.11,49830.6,70.05,0.37,1.4,20,10,20,30,40,1.9,0.5,16.1
62,0,67.7,38.2,40040.18,35040.18,700.8,57069.98,61.22,0.61,4.3,20,10,20,30,40,1.9,0.6,22.1
73,18,63.0,31.5,5512.85,512.85,10.26,34252.73,90.39,0.01,0.0,20,10,20,30,40,2.0,0.2,0.9
64,7,68.8,35.9,22867.19,17867.19,357.34,47468.59,69.69,0.38,1.4,20,10,20,30,40,2.0,0.3,15.7
64,5,70.3,35.9,14703.38,9703.38,194.07,38259.13,79.75,0.25,0.5,20,10,20,30,40,2.0,0.4,10.9
58,3,69.0,40.5,7359.21,2359.21,47.18,30415.93,86.85,0.08,0.0,20,10,20,30,40,2.0,0.5,3.8
59,2,71.2,39.5,15222.08,10222.08,204.44,27839.35,79.49,0.37,0.8,20,10,20,30,40,2.0,0.6,11.3
65,19,61.5,35.1,3551.36,-1448.64,-28.97,15387.37,82.76,-0.09,0.0,20,10,20,30,40,2.1,0.2,-3.2
53,5,66.0,40.8,7719.19,2719.19,54.38,17607.87,71.65,0.15,0.1,20,10,20,30,40,2.1,0.3,4.3
53,4,64.2,42.3,3461.88,-1538.12,-30.76,11671.78,82.48,-0.13,0.0,20,10,20,30,40,2.1,0.4,-3.5
48,2,60.4,45.4,2151.61,-2848.39,-56.97,12208.56,86.27,-0.23,0.1,20,10,20,30,40,2.1,0.5,-7.8
50,1,60.0,45.0,5547.36,547.36,10.95,11289.33,79.78,0.05,0.0,20,10,20,30,40,2.1,0.6,1.0
60,17,61.7,37.7,5049.39,49.39,0.99,11571.16,77.18,0.0,0.0,20,10,20,30,40,2.2,0.2,0.1
55,10,63.6,40.7,4762.93,-237.07,-4.74,20744.61,86.12,-0.01,0.0,20,10,20,30,40,2.2,0.3,-0.5
49,5,63.3,46.0,2656.24,-2343.76,-46.88,13127.02,87.56,-0.18,0.1,20,10,20,30,40,2.2,0.4,-5.9
48,4,64.6,47.9,3080.05,-1919.95,-38.4,13431.77,89.59,-0.14,0.1,20,10,20,30,40,2.2,0.5,-4.5
44,2,63.6,52.5,2227.31,-2772.69,-55.45,13865.62,92.49,-0.2,0.1,20,10,20,30,40,2.2,0.6,-7.5
53,11,71.7,41.0,42581.68,37581.68,751.63,27512.81,53.39,1.37,10.3,20,10,20,30,40,2.3,0.2,22.8
52,9,63.5,42.9,7127.89,2127.89,42.56,19259.85,79.89,0.11,0.0,20,10,20,30,40,2.3,0.3,3.5
45,2,75.6,48.2,26920.55,21920.55,438.41,15227.41,50.07,1.44,6.3,20,10,20,30,40,2.3,0.4,17.5
44,2,75.0,49.8,21485.63,16485.63,329.71,19527.63,64.21,0.84,2.8,20,10,20,30,40,2.3,0.5,15.0
43,1,74.4,50.7,24247.98,19247.98,384.96,16171.98,53.17,1.19,4.6,20,10,20,30,40,2.3,0.6,16.4
50,12,68.0,42.6,10869.46,5869.46,117.39,13235.93,74.76,0.44,0.5,20,10,20,30,40,2.4,0.2,7.7
47,7,61.7,46.2,14223.01,9223.01,184.46,14825.34,61.92,0.62,1.1,20,10,20,30,40,2.4,0.3,10.6
43,2,69.8,49.5,12175.93,7175.93,143.52,13597.26,66.44,0.53,0.8,20,10,20,30,40,2.4,0.4,8.9
42,2,69.0,51.2,9717.76,4717.76,94.36,15542.21,75.94,0.3,0.3,20,10,20,30,40,2.4,0.5,6.6
41,1,68.3,53.0,15749.62,10749.62,214.99,20140.17,68.53,0.53,1.1,20,10,20,30,40,2.4,0.6,11.6
45,14,62.2,47.6,3658.92,-1341.08,-26.82,6907.29,68.13,-0.19,0.1,20,10,20,30,40,2.5,0.2,-3.0
39,7,61.5,54.9,1881.08,-3118.92,-62.38,7017.51,80.86,-0.44,0.3,20,10,20,30,40,2.5,0.3,-9.0
40,7,65.0,54.2,948.51,-4051.49,-81.03,8075.62,93.05,-0.5,0.4,20,10,20,30,40,2.5,0.4,-14.8
40,4,57.5,52.9,735.65,-4264.35,-85.29,8210.93,94.61,-0.52,0.4,20,10,20,30,40,2.5,0.5,-16.8
34,2,55.9,64.1,1787.5,-3212.5,-64.25,7799.12,89.87,-0.41,0.3,20,10,20,30,40,2.5,0.6,-9.4
38,13,57.9,56.6,6405.8,1405.8,28.12,13104.9,74.45,0.11,0.0,20,10,20,30,40,2.6,0.2,2.4
37,7,64.9,58.4,17242.54,12242.54,244.85,15792.1,72.9,0.78,1.9,20,10,20,30,40,2.6,0.3,12.6
31,4,61.3,70.4,4834.58,-165.42,-3.31,16033.9,83.92,-0.01,0.0,20,10,20,30,40,2.6,0.4,-0.3
28,1,60.7,75.5,6801.61,1801.61,36.03,13877.69,78.84,0.13,0.0,20,10,20,30,40,2.6,0.5,3.0
27,0,59.3,78.4,8649.44,3649.44,72.99,14044.86,74.78,0.26,0.2,20,10,20,30,40,2.6,0.6,5.4
34,14,52.9,63.1,2183.32,-2816.68,-56.33,7854.97,85.04,-0.36,0.2,20,10,20,30,40,2.7,0.2,-7.6
37,10,48.6,58.5,817.89,-4182.11,-83.64,10145.26,95.01,-0.41,0.3,20,10,20,30,40,2.7,0.3,-16.0
30,3,63.3,72.1,4730.61,-269.39,-5.39,7082.89,76.68,-0.04,0.0,20,10,20,30,40,2.7,0.4,-0.5
28,1,60.7,75.5,4397.83,-602.17,-12.04,7082.89,76.68,-0.09,0.0,20,10,20,30,40,2.7,0.5,-1.2
26,1,57.7,82.7,3714.94,-1285.06,-25.7,7417.31,80.3,-0.17,0.0,20,10,20,30,40,2.7,0.6,-2.8
32,12,56.2,67.2,1441.58,-3558.42,-71.17,6383.21,86.31,-0.56,0.4,20,10,20,30,40,2.8,0.2,-11.3
30,8,60.0,72.7,3626.12,-1373.88,-27.48,6545.89,73.49,-0.21,0.1,20,10,20,30,40,2.8,0.3,-3.0
21,1,57.1,103.0,3988.53,-1011.47,-20.23,4791.0,64.78,-0.21,0.0,20,10,20,30,40,2.8,0.4,-2.1
20,0,55.0,105.7,3707.95,-1292.05,-25.84,5364.58,72.54,-0.24,0.1,20,10,20,30,40,2.8,0.5,-2.8
20,0,55.0,105.7,3707.95,-1292.05,-25.84,5364.58,72.54,-0.24,0.1,20,10,20,30,40,2.8,0.6,-2.8
32,16,46.9,64.2,4173.47,-826.53,-16.53,25303.12,93.15,-0.03,0.0,20,10,20,30,40,2.9,0.2,-1.7
22,7,45.5,105.2,6047.93,1047.93,20.96,8185.87,69.7,0.13,0.0,20,10,20,30,40,2.9,0.3,1.8
14,0,42.9,149.9,10848.03,5848.03,116.96,12850.69,69.05,0.46,0.5,20,10,20,30,40,2.9,0.4,7.7
14,0,42.9,149.9,10848.03,5848.03,116.96,12850.69,69.05,0.46,0.5,20,10,20,30,40,2.9,0.5,7.7
14,0,42.9,149.9,10848.03,5848.03,116.96,12850.69,69.05,0.46,0.5,20,10,20,30,40,2.9,0.6,7.7
