Trades,Stop Hits,Win %,Avg Hold Days,Final Balance $,Total Return $,Total Return %,Max Drawdown $,Max Drawdown %,RDR,Score,N_base,Gap,N1,N2,N3,K,Stop %,CAGR %
32,1,59.4,68.0,10306.59,5306.59,106.13,18132.28,69.85,0.29,0.3,30,12,30,42,54,2.5,0.6,7.2
39,16,56.4,55.1,14932.68,9932.68,198.65,65091.76,82.84,0.15,0.3,30,12,30,42,54,2.6,0.2,11.1
26,8,53.8,86.1,3013.96,-1986.04,-39.72,27117.58,93.43,-0.07,0.0,30,12,30,42,54,2.6,0.3,-4.7
29,6,58.6,73.2,1837.44,-3162.56,-63.25,27403.19,94.41,-0.12,0.1,30,12,30,42,54,2.6,0.4,-9.2
27,3,63.0,78.4,6671.66,1671.66,33.43,23134.44,79.7,0.07,0.0,30,12,30,42,54,2.6,0.5,2.8
26,2,61.5,85.3,4881.65,-118.35,-2.37,25319.09,87.23,-0.0,0.0,30,12,30,42,54,2.6,0.6,-0.2
28,13,50.0,78.1,7208.51,2208.51,44.17,9474.6,77.21,0.23,0.1,30,12,30,42,54,2.7,0.2,3.6
24,11,37.5,93.3,277.13,-4722.87,-94.46,11545.09,98.3,-0.41,0.4,30,12,30,42,54,2.7,0.3,-24.3
19,5,47.4,114.8,630.73,-4369.27,-87.39,11187.82,95.26,-0.39,0.3,30,12,30,42,54,2.7,0.4,-18.0
17,2,52.9,127.1,4858.34,-141.66,-2.83,9943.3,84.66,-0.01,0.0,30,12,30,42,54,2.7,0.5,-0.3
16,1,50.0,141.8,2103.02,-2896.98,-57.94,10229.5,87.1,-0.28,0.2,30,12,30,42,54,2.7,0.6,-8.0
26,12,50.0,81.5,3548.46,-1451.54,-29.03,9914.07,77.01,-0.15,0.0,30,12,30,42,54,2.8,0.2,-3.2
24,14,37.5,90.5,316.93,-4683.07,-93.66,11497.61,97.9,-0.41,0.4,30,12,30,42,54,2.8,0.3,-23.3
19,4,68.4,115.4,9445.48,4445.48,88.91,15752.04,75.3,0.28,0.2,30,12,30,42,54,2.8,0.4,6.3
17,4,64.7,128.5,5334.91,334.91,6.7,18939.66,90.54,0.02,0.0,30,12,30,42,54,2.8,0.5,0.6
18,1,66.7,123.8,6439.11,1439.11,28.78,17829.49,85.24,0.08,0.0,30,12,30,42,54,2.8,0.6,2.5
25,15,36.0,83.0,1513.95,-3486.05,-69.72,11938.01,92.73,-0.29,0.2,30,12,30,42,54,2.9,0.2,-10.8
19,11,42.1,110.9,583.87,-4416.13,-88.32,11194.89,95.32,-0.39,0.3,30,12,30,42,54,2.9,0.3,-18.6
15,3,66.7,145.3,11853.0,6853.0,137.06,14451.9,68.89,0.47,0.6,30,12,30,42,54,2.9,0.4,8.6
15,3,66.7,148.1,10847.77,5847.77,116.96,16956.84,80.83,0.34,0.4,30,12,30,42,54,2.9,0.5,7.7
14,2,50.0,154.4,1558.72,-3441.28,-68.83,17752.9,95.39,-0.19,0.1,30,12,30,42,54,2.9,0.6,-10.6
25,16,36.0,85.3,1601.34,-3398.66,-67.97,11944.92,92.78,-0.28,0.2,30,12,30,42,54,3.0,0.2,-10.4
15,7,53.3,141.7,1749.06,-3250.94,-65.02,10344.06,88.07,-0.31,0.2,30,12,30,42,54,3.0,0.3,-9.6
12,2,66.7,181.2,8541.14,3541.14,70.82,9522.26,66.94,0.37,0.3,30,12,30,42,54,3.0,0.4,5.3
11,3,63.6,200.3,2704.55,-2295.45,-45.91,11688.44,82.16,-0.2,0.1,30,12,30,42,54,3.0,0.5,-5.7
12,2,66.7,181.0,5584.6,584.6,11.69,12629.41,88.78,0.05,0.0,30,12,30,42,54,3.0,0.6,1.1
25,15,40.0,84.0,2412.88,-2587.12,-51.74,11473.86,89.12,-0.23,0.1,30,12,30,42,54,3.1,0.2,-6.8
18,12,33.3,111.4,315.21,-4684.79,-93.7,11447.91,97.47,-0.41,0.4,30,12,30,42,54,3.1,0.3,-23.3
12,4,41.7,175.6,1006.74,-3993.26,-79.87,13878.42,94.37,-0.29,0.2,30,12,30,42,54,3.1,0.4,-14.3
11,5,36.4,194.9,374.17,-4625.83,-92.52,14354.6,97.61,-0.32,0.3,30,12,30,42,54,3.1,0.5,-22.0
12,2,66.7,181.4,4335.13,-664.87,-13.3,12856.68,87.43,-0.05,0.0,30,12,30,42,54,3.1,0.6,-1.4
26,15,42.3,75.7,1416.04,-3583.96,-71.68,6374.77,88.58,-0.56,0.4,30,12,30,42,54,3.2,0.2,-11.4
17,10,35.3,116.9,517.79,-4482.21,-89.64,5207.95,93.09,-0.86,0.8,30,12,30,42,54,3.2,0.3,-19.6
14,4,42.9,135.2,1124.19,-3875.81,-77.52,6219.7,95.22,-0.62,0.5,30,12,30,42,54,3.2,0.4,-13.4
14,4,42.9,137.1,750.88,-4249.12,-84.98,6323.36,96.81,-0.67,0.6,30,12,30,42,54,3.2,0.5,-16.6
14,2,57.1,145.4,1490.22,-3509.78,-70.2,5896.27,90.27,-0.6,0.4,30,12,30,42,54,3.2,0.6,-11.0
78,16,67.9,31.1,49365.1,44365.1,887.3,54227.27,66.76,0.82,7.3,30,15,30,45,60,1.5,0.2,24.6
66,6,68.2,37.1,13338.44,8338.44,166.77,24431.01,77.01,0.34,0.6,30,15,30,45,60,1.5,0.3,9.9
61,6,65.6,40.4,2849.23,-2150.77,-43.02,14725.85,88.74,-0.15,0.1,30,15,30,45,60,1.5,0.4,-5.3
61,4,63.9,40.4,2015.21,-2984.79,-59.7,15266.2,92.03,-0.2,0.1,30,15,30,45,60,1.5,0.5,-8.4
60,2,61.7,40.8,3800.51,-1199.49,-23.99,19394.06,89.09,-0.06,0.0,30,15,30,45,60,1.5,0.6,-2.6
72,17,66.7,33.5,19109.91,14109.91,282.2,32804.37,71.31,0.43,1.2,30,15,30,45,60,1.6,0.2,13.7
60,6,65.0,40.5,10651.09,5651.09,113.02,30928.4,79.21,0.18,0.2,30,15,30,45,60,1.6,0.3,7.5
54,3,63.0,44.9,10269.85,5269.85,105.4,31007.6,79.85,0.17,0.2,30,15,30,45,60,1.6,0.4,7.2
54,2,61.1,45.5,3501.47,-1498.53,-29.97,18230.67,88.0,-0.08,0.0,30,15,30,45,60,1.6,0.5,-3.4
54,1,61.1,45.5,7204.12,2204.12,44.08,15600.68,75.3,0.14,0.1,30,15,30,45,60,1.6,0.6,3.6
69,19,62.3,34.4,8099.12,3099.12,61.98,21739.73,85.83,0.14,0.1,30,15,30,45,60,1.7,0.2,4.7
61,9,63.9,39.0,8705.75,3705.75,74.11,23166.45,78.58,0.16,0.1,30,15,30,45,60,1.7,0.3,5.5
51,5,58.8,46.0,3540.97,-1459.03,-29.18,18351.98,87.72,-0.08,0.0,30,15,30,45,60,1.7,0.4,-3.3
52,1,59.6,46.6,4788.61,-211.39,-4.23,10548.68,85.69,-0.02,0.0,30,15,30,45,60,1.7,0.5,-0.4
52,1,59.6,46.6,4788.61,-211.39,-4.23,10548.68,85.69,-0.02,0.0,30,15,30,45,60,1.7,0.6,-0.4
65,16,64.6,37.3,4517.78,-482.22,-9.64,39816.53,91.86,-0.01,0.0,30,15,30,45,60,1.8,0.2,-1.0
64,4,78.1,37.1,524992.36,519992.36,10399.85,135828.02,25.72,3.83,398.3,30,15,30,45,60,1.8,0.3,56.3
56,6,67.9,42.4,9048.38,4048.38,80.97,102642.62,93.56,0.04,0.0,30,15,30,45,60,1.8,0.4,5.9
61,1,77.0,39.0,350953.58,345953.58,6919.07,90800.04,25.72,3.81,263.6,30,15,30,45,60,1.8,0.5,50.4
60,0,76.7,39.6,407474.14,402474.14,8049.48,105423.26,25.72,3.82,307.5,30,15,30,45,60,1.8,0.6,52.6
56,14,62.5,42.4,7902.05,2902.05,58.04,27197.77,80.39,0.11,0.1,30,15,30,45,60,1.9,0.2,4.5
58,10,65.5,40.6,15897.61,10897.61,217.95,68363.09,83.66,0.16,0.3,30,15,30,45,60,1.9,0.3,11.7
49,4,67.3,48.3,22060.67,17060.67,341.21,26034.4,58.42,0.66,2.3,30,15,30,45,60,1.9,0.4,15.3
45,2,68.9,53.2,16080.2,11080.2,221.6,20686.52,60.37,0.54,1.2,30,15,30,45,60,1.9,0.5,11.9
47,1,68.1,50.4,20582.11,15582.11,311.64,20456.46,63.18,0.76,2.4,30,15,30,45,60,1.9,0.6,14.6
57,19,54.4,42.1,988.16,-4011.84,-80.24,10383.2,92.67,-0.39,0.3,30,15,30,45,60,2.0,0.2,-14.4
41,5,65.9,55.6,14082.18,9082.18,181.64,16937.54,57.12,0.54,1.0,30,15,30,45,60,2.0,0.3,10.5
41,3,65.9,57.4,14845.86,9845.86,196.92,17339.31,58.42,0.57,1.1,30,15,30,45,60,2.0,0.4,11.0
40,2,65.0,59.2,11319.28,6319.28,126.39,14213.73,60.37,0.44,0.6,30,15,30,45,60,2.0,0.5,8.2
36,0,66.7,63.3,13534.91,8534.91,170.7,15619.98,63.18,0.55,0.9,30,15,30,45,60,2.0,0.6,10.0
50,16,58.0,47.1,3099.9,-1900.1,-38.0,17494.23,88.01,-0.11,0.0,30,15,30,45,60,2.1,0.2,-4.5
45,11,62.2,53.0,1075.87,-3924.13,-78.48,12852.04,93.95,-0.31,0.2,30,15,30,45,60,2.1,0.3,-13.7
37,5,64.9,65.0,3086.16,-1913.84,-38.28,10290.34,81.26,-0.19,0.1,30,15,30,45,60,2.1,0.4,-4.5
36,4,61.1,66.9,1660.34,-3339.66,-66.79,11386.82,89.92,-0.29,0.2,30,15,30,45,60,2.1,0.5,-10.0
35,2,65.7,63.7,3499.54,-1500.46,-30.01,17341.31,88.05,-0.09,0.0,30,15,30,45,60,2.1,0.6,-3.4
41,14,56.1,55.5,3426.82,-1573.18,-31.46,19073.73,89.15,-0.08,0.0,30,15,30,45,60,2.2,0.2,-3.6
35,7,62.9,65.6,2856.65,-2143.35,-42.87,12523.26,89.6,-0.17,0.1,30,15,30,45,60,2.2,0.3,-5.2
33,5,63.6,69.2,2859.13,-2140.87,-42.82,12298.51,87.99,-0.17,0.1,30,15,30,45,60,2.2,0.4,-5.2
31,3,58.1,74.8,1899.83,-3100.17,-62.0,13062.58,93.45,-0.24,0.1,30,15,30,45,60,2.2,0.5,-8.9
31,3,61.3,74.6,1752.58,-3247.42,-64.95,13347.27,95.49,-0.24,0.2,30,15,30,45,60,2.2,0.6,-9.6
37,9,70.3,61.2,53066.65,48066.65,961.33,30544.9,56.86,1.57,15.1,30,15,30,45,60,2.3,0.2,25.5
36,7,66.7,64.6,24224.27,19224.27,384.49,45057.32,71.47,0.43,1.7,30,15,30,45,60,2.3,0.3,16.4
34,2,73.5,66.4,56139.43,51139.43,1022.79,15522.8,27.65,3.29,33.6,30,15,30,45,60,2.3,0.4,26.1
32,0,71.9,70.2,78952.09,73952.09,1479.04,21830.61,27.65,3.39,50.1,30,15,30,45,60,2.3,0.5,30.3
32,0,71.9,70.2,78952.09,73952.09,1479.04,21830.61,27.65,3.39,50.1,30,15,30,45,60,2.3,0.6,30.3
42,14,64.3,54.2,27319.22,22319.22,446.38,26944.25,65.36,0.83,3.7,30,15,30,45,60,2.4,0.2,17.7
34,5,79.4,66.0,55640.37,50640.37,1012.81,35666.87,56.36,1.42,14.4,30,15,30,45,60,2.4,0.3,26.0
31,2,80.6,72.7,67612.7,62612.7,1252.25,32178.09,45.94,1.95,24.4,30,15,30,45,60,2.4,0.4,28.4
29,0,79.3,77.9,97511.5,92511.5,1850.23,46407.47,45.94,1.99,36.8,30,15,30,45,60,2.4,0.5,33.0
29,0,79.3,77.9,97511.5,92511.5,1850.23,46407.47,45.94,1.99,36.8,30,15,30,45,60,2.4,0.6,33.0
37,12,56.8,57.9,18159.6,13159.6,263.19,11753.18,56.78,1.12,2.9,30,15,30,45,60,2.5,0.2,13.2
34,11,50.0,64.8,3582.85,-1417.15,-28.34,23563.41,90.02,-0.06,0.0,30,15,30,45,60,2.5,0.3,-3.1
30,6,53.3,71.8,3308.9,-1691.1,-33.82,28453.64,92.18,-0.06,0.0,30,15,30,45,60,2.5,0.4,-3.9
27,3,55.6,77.9,13075.21,8075.21,161.5,24346.94,78.88,0.33,0.5,30,15,30,45,60,2.5,0.5,9.7
26,1,57.7,81.6,19857.09,14857.09,297.14,24194.13,78.38,0.61,1.8,30,15,30,45,60,2.5,0.6,14.2
37,15,51.4,57.9,5303.12,303.12,6.06,29630.43,86.09,0.01,0.0,30,15,30,45,60,2.6,0.2,0.6
26,7,50.0,83.7,3322.16,-1677.84,-33.56,9471.77,81.83,-0.18,0.1,30,15,30,45,60,2.6,0.3,-3.8
21,4,38.1,100.3,1180.29,-3819.71,-76.39,19464.25,94.92,-0.2,0.2,30,15,30,45,60,2.6,0.4,-12.9
24,2,54.2,87.8,18270.97,13270.97,265.42,13731.61,66.96,0.97,2.6,30,15,30,45,60,2.6,0.5,13.2
19,1,47.4,117.5,4245.93,-754.07,-15.08,17282.56,84.28,-0.04,0.0,30,15,30,45,60,2.6,0.6,-1.6
35,12,57.1,59.9,8343.16,3343.16,66.86,8406.38,73.28,0.4,0.3,30,15,30,45,60,2.7,0.2,5.0
28,9,53.6,76.0,1160.97,-3839.03,-76.78,10058.99,92.24,-0.38,0.3,30,15,30,45,60,2.7,0.3,-13.1
22,8,45.5,91.2,245.14,-4754.86,-95.1,10689.19,98.02,-0.44,0.4,30,15,30,45,60,2.7,0.4,-25.1
22,3,59.1,92.6,5472.22,472.22,9.44,8876.55,81.39,0.05,0.0,30,15,30,45,60,2.7,0.5,0.9
20,3,60.0,106.7,1066.41,-3933.59,-78.67,10137.28,92.95,-0.39,0.3,30,15,30,45,60,2.7,0.6,-13.8
29,12,51.7,67.2,1733.44,-3266.56,-65.33,5361.23,85.09,-0.61,0.4,30,15,30,45,60,2.8,0.2,-9.7
23,10,52.2,85.6,419.01,-4580.99,-91.62,6043.01,95.91,-0.76,0.7,30,15,30,45,60,2.8,0.3,-21.2
22,5,63.6,95.8,3090.68,-1909.32,-38.19,7701.31,82.0,-0.25,0.1,30,15,30,45,60,2.8,0.4,-4.5
22,3,72.7,89.7,15156.11,10156.11,203.12,18988.36,77.16,0.53,1.1,30,15,30,45,60,2.8,0.5,11.2
17,3,58.8,122.2,352.85,-4647.15,-92.94,6107.41,96.94,-0.76,0.7,30,15,30,45,60,2.8,0.6,-22.5
30,17,36.7,65.0,1273.35,-3726.65,-74.53,12709.43,94.16,-0.29,0.2,30,15,30,45,60,2.9,0.2,-12.3
20,8,45.0,102.2,1021.28,-3978.72,-79.57,9058.7,91.8,-0.44,0.4,30,15,30,45,60,2.9,0.3,-14.1
16,2,62.5,132.4,12940.78,7940.78,158.82,14100.31,66.43,0.56,0.9,30,15,30,45,60,2.9,0.4,9.6
16,2,62.5,135.1,11843.29,6843.29,136.87,16835.13,79.31,0.41,0.6,30,15,30,45,60,2.9,0.5,8.6
17,2,64.7,126.5,8450.77,3450.77,69.02,18811.01,88.62,0.18,0.1,30,15,30,45,60,2.9,0.6,5.2
28,16,39.3,71.9,1514.08,-3485.92,-69.72,10327.03,91.69,-0.34,0.2,30,15,30,45,60,3.0,0.2,-10.8
18,6,50.0,116.9,3423.28,-1576.72,-31.53,7880.91,76.44,-0.2,0.1,30,15,30,45,60,3.0,0.3,-3.6
16,3,62.5,123.7,6834.6,1834.6,36.69,7235.6,65.78,0.25,0.1,30,15,30,45,60,3.0,0.4,3.0
14,3,64.3,134.1,1754.91,-3245.09,-64.9,8214.8,83.25,-0.4,0.3,30,15,30,45,60,3.0,0.5,-9.6
18,3,66.7,110.1,3691.48,-1308.52,-26.17,8812.37,89.31,-0.15,0.0,30,15,30,45,60,3.0,0.6,-2.9
24,14,37.5,84.2,1141.09,-3858.91,-77.18,5187.55,91.31,-0.74,0.6,30,15,30,45,60,3.1,0.2,-13.2
18,11,33.3,104.3,313.48,-4686.52,-93.73,5487.41,96.59,-0.85,0.8,30,15,30,45,60,3.1,0.3,-23.3
13,4,53.8,159.7,1322.13,-3677.87,-73.56,6851.04,91.38,-0.54,0.4,30,15,30,45,60,3.1,0.4,-12.0
11,5,45.5,182.6,270.3,-4729.7,-94.59,7244.09,96.62,-0.65,0.6,30,15,30,45,60,3.1,0.5,-24.4
13,2,61.5,161.5,2170.46,-2829.54,-56.59,6554.99,87.43,-0.43,0.2,30,15,30,45,60,3.1,0.6,-7.7
25,15,36.0,78.2,894.44,-4105.56,-82.11,5162.93,90.88,-0.8,0.7,30,15,30,45,60,3.2,0.2,-15.2
17,11,29.4,111.2,403.31,-4596.69,-91.93,5431.85,95.61,-0.85,0.8,30,15,30,45,60,3.2,0.3,-21.5
13,4,53.8,159.7,1322.13,-3677.87,-73.56,6851.04,91.38,-0.54,0.4,30,15,30,45,60,3.2,0.4,-12.0
10,5,40.0,202.1,347.76,-4652.24,-93.04,7171.43,95.65,-0.65,0.6,30,15,30,45,60,3.2,0.5,-22.6
13,2,61.5,161.5,2170.46,-2829.54,-56.59,6554.99,87.43,-0.43,0.2,30,15,30,45,60,3.2,0.6,-7.7
71,21,62.0,35.4,3624.61,-1375.39,-27.51,6589.19,86.16,-0.21,0.1,31,5,31,36,41,1.5,0.2,-3.0
64,8,71.9,38.8,38442.89,33442.89,668.86,21333.24,53.81,1.57,10.5,31,5,31,36,41,1.5,0.3,21.6
60,3,71.7,41.4,28847.23,23847.23,476.94,14135.36,47.51,1.69,8.1,31,5,31,36,41,1.5,0.4,18.3
59,3,66.1,42.4,4657.2,-342.8,-6.86,18725.34,91.06,-0.02,0.0,31,5,31,36,41,1.5,0.5,-0.7
57,2,68.4,43.7,6526.83,1526.83,30.54,19165.42,93.2,0.08,0.0,31,5,31,36,41,1.5,0.6,2.6
64,23,51.6,38.7,169.13,-4830.87,-96.62,7686.1,98.44,-0.63,0.6,31,5,31,36,41,1.6,0.2,-27.8
67,7,76.1,36.6,69259.91,64259.91,1285.2,85353.02,66.85,0.75,9.6,31,5,31,36,41,1.6,0.3,28.7
66,5,75.8,37.3,27896.63,22896.63,457.93,81856.51,80.07,0.28,1.3,31,5,31,36,41,1.6,0.4,17.9
59,3,72.9,42.1,7812.84,2812.84,56.26,62092.88,91.59,0.05,0.0,31,5,31,36,41,1.6,0.5,4.4
61,1,72.1,40.7,20525.24,15525.24,310.5,71699.76,85.11,0.22,0.7,31,5,31,36,41,1.6,0.6,14.5
72,20,62.5,34.0,5782.78,782.78,15.66,23132.6,87.78,0.03,0.0,31,5,31,36,41,1.7,0.2,1.4
63,9,68.3,38.8,14582.05,9582.05,191.64,22610.46,69.99,0.42,0.8,31,5,31,36,41,1.7,0.3,10.8
58,5,72.4,42.3,32265.42,27265.42,545.31,52092.43,68.86,0.52,2.8,31,5,31,36,41,1.7,0.4,19.6
54,3,63.0,45.9,1841.18,-3158.82,-63.18,22852.65,95.84,-0.14,0.1,31,5,31,36,41,1.7,0.5,-9.1
51,3,64.7,48.6,1855.15,-3144.85,-62.9,22490.54,94.32,-0.14,0.1,31,5,31,36,41,1.7,0.6,-9.1
67,17,64.2,37.3,16699.57,11699.57,233.99,65595.33,85.41,0.18,0.4,31,5,31,36,41,1.8,0.2,12.3
55,5,72.7,44.0,80247.54,75247.54,1504.95,122771.44,65.42,0.61,9.2,31,5,31,36,41,1.8,0.3,30.5
50,3,68.0,49.4,17898.34,12898.34,257.97,67280.34,82.61,0.19,0.5,31,5,31,36,41,1.8,0.4,13.0
47,2,59.6,52.5,3100.08,-1899.92,-38.0,19153.57,88.87,-0.1,0.0,31,5,31,36,41,1.8,0.5,-4.5
48,2,62.5,52.2,5041.41,41.41,0.83,18420.79,85.47,0.0,0.0,31,5,31,36,41,1.8,0.6,0.1
68,17,66.2,35.8,25668.35,20668.35,413.37,34839.78,67.51,0.59,2.4,31,5,31,36,41,1.9,0.2,17.0
56,8,66.1,43.6,23272.44,18272.44,365.45,30486.65,66.85,0.6,2.2,31,5,31,36,41,1.9,0.3,15.9
52,4,65.4,47.0,15317.02,10317.02,206.34,40407.85,80.15,0.26,0.5,31,5,31,36,41,1.9,0.4,11.3
47,3,61.7,52.9,2646.51,-2353.49,-47.07,18674.26,91.94,-0.13,0.1,31,5,31,36,41,1.9,0.5,-5.9
46,2,58.7,53.3,3343.09,-1656.91,-33.14,17907.33,88.17,-0.09,0.0,31,5,31,36,41,1.9,0.6,-3.8
61,13,63.9,39.3,33128.36,28128.36,562.57,43249.92,67.07,0.65,3.7,31,5,31,36,41,2.0,0.2,19.9
53,10,66.0,44.8,7084.57,2084.57,41.69,18852.63,78.57,0.11,0.0,31,5,31,36,41,2.0,0.3,3.4
50,3,66.0,48.0,19587.35,14587.35,291.75,23989.64,64.07,0.61,1.8,31,5,31,36,41,2.0,0.4,14.0
46,2,63.0,53.8,6022.14,1022.14,20.44,19806.39,91.63,0.05,0.0,31,5,31,36,41,2.0,0.5,1.8
46,2,63.0,53.3,4777.51,-222.49,-4.45,20180.17,93.36,-0.01,0.0,31,5,31,36,41,2.0,0.6,-0.4
47,13,51.1,51.8,4464.27,-535.73,-10.71,10709.21,86.08,-0.05,0.0,31,5,31,36,41,2.1,0.2,-1.1
46,11,56.5,50.7,1793.92,-3206.08,-64.12,11619.84,89.32,-0.28,0.2,31,5,31,36,41,2.1,0.3,-9.4
40,4,57.5,58.7,5374.44,374.44,7.49,11640.08,89.48,0.03,0.0,31,5,31,36,41,2.1,0.4,0.7
36,2,52.8,67.2,2221.48,-2778.52,-55.57,12127.53,93.22,-0.23,0.1,31,5,31,36,41,2.1,0.5,-7.5
36,2,52.8,66.6,1759.53,-3240.47,-64.81,12310.87,94.63,-0.26,0.2,31,5,31,36,41,2.1,0.6,-9.5
46,16,54.3,51.1,6793.87,1793.87,35.88,26886.99,88.18,0.07,0.0,31,5,31,36,41,2.2,0.2,3.0
48,12,64.6,47.4,5735.5,735.5,14.71,23834.09,88.68,0.03,0.0,31,5,31,36,41,2.2,0.3,1.3
36,4,55.6,64.5,4568.0,-432.0,-8.64,17957.32,85.16,-0.02,0.0,31,5,31,36,41,2.2,0.4,-0.9
33,3,54.5,72.8,1936.37,-3063.63,-61.27,20335.71,96.44,-0.15,0.1,31,5,31,36,41,2.2,0.5,-8.7
32,3,53.1,75.1,1059.5,-3940.5,-78.81,20731.43,98.32,-0.19,0.1,31,5,31,36,41,2.2,0.6,-13.8
45,16,57.8,50.2,4750.2,-249.8,-5.0,16321.36,86.62,-0.02,0.0,31,5,31,36,41,2.3,0.2,-0.5
48,13,64.6,46.1,2723.12,-2276.88,-45.54,14174.64,90.75,-0.16,0.1,31,5,31,36,41,2.3,0.3,-5.7
34,5,61.8,67.3,1371.56,-3628.44,-72.57,14891.79,95.34,-0.24,0.2,31,5,31,36,41,2.3,0.4,-11.7
34,4,61.8,67.3,1681.86,-3318.14,-66.36,14561.67,93.23,-0.23,0.2,31,5,31,36,41,2.3,0.5,-9.9
32,4,56.2,72.3,159.85,-4840.15,-96.8,15519.01,99.36,-0.31,0.3,31,5,31,36,41,2.3,0.6,-28.1
39,15,51.3,57.7,2316.78,-2683.22,-53.66,6914.72,84.91,-0.39,0.2,31,5,31,36,41,2.4,0.2,-7.1
34,7,58.8,66.0,3496.04,-1503.96,-30.08,6380.38,77.47,-0.24,0.1,31,5,31,36,41,2.4,0.3,-3.4
29,4,55.2,79.0,1445.33,-3554.67,-71.09,7377.12,90.58,-0.48,0.3,31,5,31,36,41,2.4,0.4,-11.2
29,2,55.2,79.7,1670.09,-3329.91,-66.6,7445.5,91.42,-0.45,0.3,31,5,31,36,41,2.4,0.5,-10.0
30,1,60.0,75.9,3482.65,-1517.35,-30.35,6687.38,82.11,-0.23,0.1,31,5,31,36,41,2.4,0.6,-3.4
40,17,52.5,58.3,3974.93,-1025.07,-20.5,19364.93,84.37,-0.05,0.0,31,5,31,36,41,2.5,0.2,-2.2
31,7,54.8,75.7,3401.35,-1598.65,-31.97,8751.72,78.35,-0.18,0.1,31,5,31,36,41,2.5,0.3,-3.6
26,4,50.0,91.7,1089.28,-3910.72,-78.21,10376.33,92.89,-0.38,0.3,31,5,31,36,41,2.5,0.4,-13.6
27,3,59.3,88.1,2993.43,-2006.57,-40.13,9684.9,86.7,-0.21,0.1,31,5,31,36,41,2.5,0.5,-4.8
25,1,56.0,94.9,2772.7,-2227.3,-44.55,10002.93,89.55,-0.22,0.1,31,5,31,36,41,2.5,0.6,-5.5
35,20,42.9,67.6,1215.4,-3784.6,-75.69,16232.52,93.67,-0.23,0.2,31,5,31,36,41,2.6,0.2,-12.7
27,7,51.9,88.1,1452.78,-3547.22,-70.94,7569.27,87.72,-0.47,0.3,31,5,31,36,41,2.6,0.3,-11.2
19,2,57.9,128.3,4940.27,-59.73,-1.19,5730.63,66.41,-0.01,0.0,31,5,31,36,41,2.6,0.4,-0.1
19,2,57.9,125.9,2755.08,-2244.92,-44.9,7702.95,89.27,-0.29,0.1,31,5,31,36,41,2.6,0.5,-5.6
18,0,55.6,134.9,2293.65,-2706.35,-54.13,6887.18,79.82,-0.39,0.2,31,5,31,36,41,2.6,0.6,-7.2
27,7,70.4,87.0,53314.24,48314.24,966.28,35433.78,48.63,1.36,13.1,31,5,31,36,41,2.7,0.2,25.5
19,5,68.4,122.3,4215.58,-784.42,-15.69,13038.46,77.79,-0.06,0.0,31,5,31,36,41,2.7,0.3,-1.6
19,2,78.9,120.4,14239.45,9239.45,184.79,11708.42,55.66,0.79,1.5,31,5,31,36,41,2.7,0.4,10.6
17,1,76.5,141.2,7347.2,2347.2,46.94,14052.79,83.84,0.17,0.1,31,5,31,36,41,2.7,0.5,3.8
17,1,76.5,141.2,7347.2,2347.2,46.94,14052.79,83.84,0.17,0.1,31,5,31,36,41,2.7,0.6,3.8
31,10,61.3,75.8,18312.94,13312.94,266.26,13112.21,53.07,1.02,2.7,31,5,31,36,41,2.8,0.2,13.3
20,7,55.0,113.2,1763.7,-3236.3,-64.73,6535.36,79.8,-0.5,0.3,31,5,31,36,41,2.8,0.3,-9.5
20,5,55.0,116.0,1501.55,-3498.45,-69.97,7130.45,87.06,-0.49,0.3,31,5,31,36,41,2.8,0.4,-10.9
19,1,68.4,122.3,30709.93,25709.93,514.2,8302.87,27.04,3.1,15.9,31,5,31,36,41,2.8,0.5,19.0
18,1,61.1,128.4,12251.72,7251.72,145.03,6534.31,53.33,1.11,1.6,31,5,31,36,41,2.8,0.6,9.0
30,9,63.3,75.2,40307.43,35307.43,706.15,19464.98,45.92,1.81,12.8,31,5,31,36,41,2.9,0.2,22.2
15,5,46.7,153.9,1600.09,-3399.91,-68.0,8328.16,84.73,-0.41,0.3,31,5,31,36,41,2.9,0.3,-10.4
16,2,56.2,141.3,6289.54,1289.54,25.79,7874.97,65.8,0.16,0.0,31,5,31,36,41,2.9,0.4,2.2
15,0,46.7,159.1,4677.69,-322.31,-6.45,8474.99,70.82,-0.04,0.0,31,5,31,36,41,2.9,0.5,-0.6
15,0,46.7,159.1,4677.69,-322.31,-6.45,8474.99,70.82,-0.04,0.0,31,5,31,36,41,2.9,0.6,-0.6
25,10,48.0,92.2,4827.94,-172.06,-3.44,6694.22,76.1,-0.03,0.0,31,5,31,36,41,3.0,0.2,-0.3
19,6,57.9,118.4,4173.1,-826.9,-16.54,6344.4,68.39,-0.13,0.0,31,5,31,36,41,3.0,0.3,-1.7
25,5,68.0,89.2,5840.47,840.47,16.81,9020.93,79.61,0.09,0.0,31,5,31,36,41,3.0,0.4,1.5
15,1,66.7,153.3,34716.19,29716.19,594.32,7874.54,22.68,3.77,22.4,31,5,31,36,41,3.0,0.5,20.4
17,3,64.7,137.9,2506.36,-2493.64,-49.87,8151.47,92.67,-0.31,0.2,31,5,31,36,41,3.0,0.6,-6.4
23,13,43.5,99.5,4934.13,-65.87,-1.32,9075.28,75.23,-0.01,0.0,31,5,31,36,41,3.1,0.2,-0.1
