Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2018-01,2023-01,2023-01,2024-01,32,15,3.1,20%,195.9,14.3,0,,
2,2018-07,2023-07,2023-07,2024-07,32,15,3.1,20%,195.9,14.3,0,,
3,2019-01,2024-01,2024-01,2025-01,32,15,3.1,20%,195.9,14.3,0,,
4,2019-07,2024-07,2024-07,2025-07,32,15,3.1,20%,195.9,14.3,0,,
5,2020-01,2025-01,2025-01,2026-01,32,15,3.1,20%,195.9,14.3,0,,
