Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,33,8,2.9,20%,393.4,17.8,1,27.0,27.1
2,2016-07,2021-07,2021-07,2022-07,33,8,2.9,20%,488.9,27.4,0,,
3,2017-01,2022-01,2022-01,2023-01,33,8,2.9,20%,526.7,31.9,0,,
4,2017-07,2022-07,2022-07,2023-07,40,5,2.8,30%,545.5,34.1,0,,
5,2018-01,2023-01,2023-01,2024-01,39,5,2.9,20%,698.7,56.0,0,,
6,2018-07,2023-07,2023-07,2024-07,39,5,2.9,20%,795.1,55.7,0,,
7,2019-01,2024-01,2024-01,2025-01,32,5,2.7,30%,638.5,40.9,0,,
8,2019-07,2024-07,2024-07,2025-07,32,5,2.7,30%,638.5,40.9,0,,
9,2020-01,2025-01,2025-01,2026-01,32,5,2.7,30%,638.5,40.9,0,,
