Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,31,10,2.7,30%,98.4,3.7,0,,
2,2016-07,2021-07,2021-07,2022-07,31,10,2.7,30%,98.4,3.7,0,,
3,2017-01,2022-01,2022-01,2023-01,31,10,2.7,30%,98.4,3.7,0,,
4,2017-07,2022-07,2022-07,2023-07,31,10,2.7,30%,98.4,3.7,0,,
5,2018-01,2023-01,2023-01,2024-01,31,10,2.7,30%,163.8,5.3,0,,
6,2018-07,2023-07,2023-07,2024-07,28,10,2.6,50%,228.0,6.2,0,,
7,2019-01,2024-01,2024-01,2025-01,28,10,2.6,50%,228.0,6.2,1,4.5,4.5
8,2019-07,2024-07,2024-07,2025-07,28,10,2.6,50%,228.0,6.2,1,24.0,24.1
9,2020-01,2025-01,2025-01,2026-01,28,10,2.6,50%,242.8,7.1,1,30.2,30.6
