Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,39,5,3.1,20%,57.4,1.2,0,,
2,2016-07,2021-07,2021-07,2022-07,39,5,3.1,20%,86.6,2.8,0,,
3,2017-01,2022-01,2022-01,2023-01,22,5,1.5,20%,92.0,2.8,3,14.3,14.4
4,2017-07,2022-07,2022-07,2023-07,22,5,1.5,20%,108.0,3.9,3,-7.7,-7.7
5,2018-01,2023-01,2023-01,2024-01,22,5,1.5,20%,119.5,4.8,4,-8.8,-8.8
6,2018-07,2023-07,2023-07,2024-07,39,5,3.1,20%,86.6,2.8,0,,
7,2019-01,2024-01,2024-01,2025-01,22,8,1.5,20%,104.1,2.9,3,16.1,16.1
8,2019-07,2024-07,2024-07,2025-07,16,8,1.5,20%,155.0,5.2,4,22.8,23.0
9,2020-01,2025-01,2025-01,2026-01,22,8,1.5,20%,136.9,5.0,3,23.1,23.4
