Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,16,15,1.7,20%,107.6,2.4,2,-13.1,-13.2
2,2016-07,2021-07,2021-07,2022-07,24,10,3.2,60%,139.2,1.7,0,,
3,2017-01,2022-01,2022-01,2023-01,24,10,3.2,60%,221.8,4.2,0,,
4,2017-07,2022-07,2022-07,2023-07,24,10,3.2,60%,221.8,4.2,0,,
5,2018-01,2023-01,2023-01,2024-01,16,15,1.7,20%,144.9,4.3,3,13.1,13.1
6,2018-07,2023-07,2023-07,2024-07,16,15,1.7,20%,185.3,7.1,2,-3.0,-3.0
7,2019-01,2024-01,2024-01,2025-01,16,15,1.7,20%,176.9,6.5,0,,
8,2019-07,2024-07,2024-07,2025-07,16,15,1.7,20%,176.9,6.5,2,15.0,15.1
9,2020-01,2025-01,2025-01,2026-01,16,12,1.5,30%,326.7,13.3,2,-0.1,-0.1
