Date,Equity
2017-06-15,14541.16
2017-06-16,14237.43
2017-06-19,14389.29
2017-06-20,14123.53
2017-06-21,14484.21
2017-06-22,14465.23
2017-06-23,15091.67
2017-06-26,15371.55
2017-06-27,15995.88
2017-06-28,16175.29
2017-06-29,16261.4
2017-06-30,16390.58
2017-07-03,16634.57
2017-07-05,15852.36
2017-07-06,15615.54
2017-07-07,15802.12
2017-07-10,16082.0
2017-07-11,16261.4
2017-07-12,16168.11
2017-07-13,16397.75
2017-07-14,17108.2
2017-07-17,17251.73
2017-07-18,17014.91
2017-07-19,17775.59
2017-07-20,17711.01
2017-07-21,17545.95
2017-07-24,17682.3
2017-07-25,17725.36
2017-07-26,17840.18
2017-07-27,18285.11
2017-07-28,18414.28
2017-07-31,18407.1
2017-08-01,18184.64
2017-08-02,18155.93
2017-08-03,18378.4
2017-08-04,18686.98
2017-08-07,18306.64
2017-08-08,17624.89
2017-08-09,17438.31
2017-08-10,16756.57
2017-08-11,16641.75
2017-08-14,16620.22
2017-08-15,16297.28
2017-08-16,15916.94
2017-08-17,15960.0
2017-08-18,16196.82
2017-08-21,16211.17
2017-08-22,16160.94
2017-08-23,16132.04
2017-08-24,16095.92
2017-08-25,16840.03
2017-08-28,16153.71
2017-08-29,16327.1
2017-08-30,16168.16
2017-08-31,16290.97
2017-09-01,16616.07
2017-09-05,17244.59
2017-09-06,17490.22
2017-09-07,17649.16
2017-09-08,17569.69
2017-09-11,18039.27
2017-09-12,18321.03
2017-09-13,18624.45
2017-09-14,18624.45
2017-09-15,19075.03
2017-09-18,19225.23
2017-09-19,19150.13
2017-09-20,19150.13
2017-09-21,19225.23
2017-09-22,19375.42
2017-09-25,20426.81
2017-09-26,20727.2
2017-09-27,21102.7
2017-09-28,21403.09
2017-09-29,20952.5
2017-10-02,21403.09
2017-10-03,21628.39
2017-10-04,21027.6
2017-10-05,21478.19
2017-10-06,21327.99
2017-10-09,21252.89
2017-10-10,21628.39
2017-10-11,21478.19
2017-10-12,21252.89
2017-10-13,21102.7
2017-10-16,21327.99
2017-10-17,21327.99
2017-10-18,21403.09
2017-10-19,21478.19
2017-10-20,21628.39
2017-10-23,21628.39
2017-10-24,21703.49
2017-10-25,21703.49
2017-10-26,21778.58
2017-10-27,21478.19
2017-10-30,21102.7
2017-10-31,21102.7
2017-11-01,21177.79
2017-11-02,21693.58
2017-11-03,21466.03
2017-11-06,21390.17
2017-11-07,20631.66
2017-11-08,20859.22
2017-11-09,21132.28
2017-11-10,21390.17
2017-11-13,21466.03
2017-11-14,21541.88
2017-11-15,21390.17
2017-11-16,21693.58
2017-11-17,21996.99
2017-11-20,21996.99
2017-11-21,23310.58
2017-11-22,23266.05
2017-11-24,22843.03
2017-11-27,22286.43
2017-11-28,22843.03
2017-11-29,22954.35
2017-11-30,22976.61
2017-12-01,23577.75
2017-12-04,24535.11
2017-12-05,23867.18
2017-12-06,22486.8
2017-12-07,22219.63
2017-12-08,22330.95
2017-12-11,23533.22
2017-12-12,23421.9
2017-12-13,22843.03
2017-12-14,22887.56
2017-12-15,22887.56
2017-12-18,24023.03
2017-12-19,23221.52
2017-12-20,23911.71
2017-12-21,24735.48
2017-12-22,24490.58
2017-12-26,24980.39
2017-12-27,24624.16
2017-12-28,24446.05
2017-12-29,24557.37
2018-01-02,25715.11
2018-01-03,25715.11
2018-01-04,25715.11
2018-01-05,25715.11
2018-01-08,25715.11
2018-01-09,25832.55
2018-01-10,27071.62
2018-01-11,27130.35
2018-01-12,28140.4
2018-01-16,27400.48
2018-01-17,27241.92
2018-01-18,27036.39
2018-01-19,28287.2
2018-01-22,28469.25
2018-01-23,29162.19
2018-01-24,29420.57
2018-01-25,28956.65
2018-01-26,28616.06
2018-01-29,28081.67
2018-01-30,27376.99
2018-01-31,27600.14
2018-02-01,28480.99
2018-02-02,28011.2
2018-02-05,26983.54
2018-02-06,26989.41
2018-02-07,26913.07
2018-02-08,26102.68
2018-02-09,26214.26
2018-02-12,26572.47
2018-02-13,26255.36
2018-02-14,26995.28
2018-02-15,27535.54
2018-02-16,26889.58
2018-02-20,26272.98
2018-02-21,26425.67
2018-02-22,26243.62
2018-02-23,26578.34
2018-02-26,26877.83
2018-02-27,26548.98
2018-02-28,26290.6
2018-03-01,26314.09
2018-03-02,26836.73
2018-03-05,26901.33
2018-03-06,26913.07
2018-03-07,27106.86
2018-03-08,25985.24
2018-03-09,26020.47
2018-03-12,26161.4
2018-03-13,26519.62
2018-03-14,25920.64
2018-03-15,25809.07
2018-03-16,25844.3
2018-03-19,25351.02
2018-03-20,25292.3
2018-03-21,25280.55
2018-03-22,24875.36
2018-03-23,24464.29
2018-03-26,24487.78
2018-03-27,24200.04
2018-03-28,24810.76
2018-03-29,24511.27
2018-04-02,23542.33
2018-04-03,23894.67
2018-04-04,23841.82
2018-04-05,24405.57
2018-04-06,24417.32
2018-04-09,24669.83
2018-04-10,25045.66
2018-04-11,24534.76
2018-04-12,24458.42
2018-04-13,24963.44
2018-04-16,25104.38
2018-04-17,25104.38
2018-04-18,24969.32
2018-04-19,25063.27
2018-04-20,24740.3
2018-04-23,24487.78
2018-04-24,24722.67
2018-04-25,24669.83
2018-04-26,24986.93
2018-04-27,25433.23
2018-04-30,24951.7
2018-05-01,24910.59
2018-05-02,24710.93
2018-05-03,24041.48
2018-05-04,24252.88
2018-05-07,24564.12
2018-05-08,24387.95
2018-05-09,24123.7
2018-05-10,24282.25
2018-05-11,24188.29
2018-05-14,23847.69
2018-05-15,23489.48
2018-05-16,23706.76
2018-05-17,23536.46
2018-05-18,22344.37
2018-05-21,23706.76
2018-05-22,24094.33
2018-05-23,23976.89
2018-05-24,24264.63
2018-05-25,23882.92
2018-05-29,24070.84
2018-05-30,24340.97
2018-05-31,24452.55
2018-06-01,24481.91
2018-06-04,25621.15
2018-06-05,25956.5
2018-06-06,26224.79
2018-06-07,26124.18
2018-06-08,26057.11
2018-06-11,26392.47
2018-06-12,26660.75
2018-06-13,26929.03
2018-06-14,27566.21
2018-06-15,26660.75
2018-06-18,26627.21
2018-06-19,26392.47
2018-06-20,26426.0
2018-06-21,26057.11
2018-06-22,26291.86
2018-06-25,25721.75
2018-06-26,25587.61
2018-06-27,25252.26
2018-06-28,25051.04
2018-06-29,25487.01
2018-07-02,25151.65
2018-07-03,26493.07
2018-07-05,27096.71
2018-07-06,27532.68
2018-07-09,27532.68
2018-07-10,28337.52
2018-07-11,28337.52
2018-07-12,28337.52
2018-07-13,28337.52
2018-07-16,28608.27
2018-07-17,29059.5
2018-07-18,29239.99
2018-07-19,29736.35
2018-07-20,30007.09
2018-07-23,29646.1
2018-07-24,29555.86
2018-07-25,29849.16
2018-07-26,30368.08
2018-07-27,30210.15
2018-07-30,29600.98
2018-07-31,27886.29
2018-08-01,28111.91
2018-08-02,28472.89
2018-08-03,28269.84
2018-08-06,28427.77
2018-08-07,28653.39
2018-08-08,28766.2
2018-08-09,28518.02
2018-08-10,28382.65
2018-08-13,27886.29
2018-08-14,27006.38
2018-08-15,26758.2
2018-08-16,26532.59
2018-08-17,26329.53
2018-08-20,26261.85
2018-08-21,26667.96
2018-08-22,26645.4
2018-08-23,26464.9
2018-08-24,26893.57
2018-08-27,27119.19
2018-08-28,27164.31
2018-08-29,27232.0
2018-08-30,27028.94
2018-08-31,27570.43
2018-09-04,27186.88
2018-09-05,27141.75
2018-09-06,26577.71
2018-09-07,26126.47
2018-09-10,25878.3
2018-09-11,25562.43
2018-09-12,25562.43
2018-09-13,25449.62
2018-09-14,25539.87
2018-09-17,25224.01
2018-09-18,25156.32
2018-09-19,25088.64
2018-09-20,25833.17
2018-09-21,25404.5
2018-09-24,25404.5
2018-09-25,25066.07
2018-09-26,24682.52
2018-09-27,24614.84
2018-09-28,24614.84
2018-10-01,24163.61
2018-10-02,23689.81
2018-10-03,23554.44
2018-10-04,22990.39
2018-10-05,22245.86
2018-10-08,21907.43
2018-10-09,21839.75
2018-10-10,21162.9
2018-10-11,20779.35
2018-10-12,20711.66
2018-10-15,20847.03
2018-10-16,21433.64
2018-10-17,21162.9
2018-10-18,20598.85
2018-10-19,20057.37
2018-10-22,20305.55
2018-10-23,20463.48
2018-10-24,19087.22
2018-10-25,18925.71
2018-10-26,19028.49
2018-10-29,18382.46
2018-10-30,18617.38
2018-10-31,18852.3
2018-11-01,21172.13
2018-11-02,21935.62
2018-11-05,23330.45
2018-11-06,23403.86
2018-11-07,23080.85
2018-11-08,22067.76
2018-11-09,20775.7
2018-11-12,20217.77
2018-11-13,19938.8
2018-11-14,20305.86
2018-11-15,21377.68
2018-11-16,21392.37
2018-11-19,21363.0
2018-11-20,20129.67
2018-11-21,20320.55
2018-11-23,19747.93
2018-11-26,19953.48
2018-11-27,19762.61
2018-11-28,20438.01
2018-11-29,20746.34
2018-11-30,19806.66
2018-12-03,21289.59
2018-12-04,21128.08
2018-12-06,20526.1
2018-12-07,19791.98
2018-12-10,18705.47
2018-12-11,17971.35
2018-12-12,18617.38
2018-12-13,17912.62
2018-12-14,17428.1
2018-12-17,17413.41
2018-12-18,17295.96
2018-12-19,15974.53
2018-12-20,15680.88
2018-12-21,15901.12
2018-12-24,15240.41
2018-12-26,16738.02
2018-12-27,16855.48
2018-12-28,16826.12
2018-12-31,17090.4
2019-01-02,17692.38
2019-01-03,17354.69
2019-01-04,17883.26
2019-01-07,18705.47
2019-01-08,19395.55
2019-01-09,19454.28
2019-01-10,19483.65
2019-01-11,19601.1
2019-01-14,19689.2
2019-01-15,19557.06
2019-01-16,19674.52
2019-01-17,19894.75
2019-01-18,20159.04
2019-01-22,19468.96
2019-01-23,18925.71
2019-01-24,19292.77
2019-01-25,19850.71
2019-01-28,19791.98
2019-01-29,19791.98
2019-01-30,20203.09
2019-01-31,19865.39
2019-02-01,20159.04
2019-02-04,20291.18
2019-02-05,20379.28
2019-02-06,20335.23
2019-02-07,19571.74
2019-02-08,19454.28
2019-02-11,19674.52
2019-02-12,20012.21
2019-02-13,20056.26
2019-02-14,21245.54
2019-02-15,22170.54
2019-02-19,22170.54
2019-02-20,22170.54
2019-02-21,22170.54
2019-02-22,22170.54
2019-02-25,22170.54
2019-02-26,22170.54
2019-02-27,22170.54
2019-02-28,23065.96
2019-03-01,23981.84
2019-03-04,24815.86
2019-03-05,24508.86
2019-03-06,23869.27
2019-03-07,23700.42
2019-03-08,24150.69
2019-03-11,24984.71
2019-03-12,25174.02
2019-03-13,25235.42
2019-03-14,25122.86
2019-03-15,25271.24
2019-03-18,25445.21
2019-03-19,25066.57
2019-03-20,24964.24
2019-03-21,25266.12
2019-03-22,24017.65
2019-03-25,23838.57
2019-03-26,23582.74
2019-03-27,23086.42
2019-03-28,23255.27
2019-03-29,23505.99
2019-04-01,24273.49
2019-04-02,24155.81
2019-04-03,24519.09
2019-04-04,25409.39
2019-04-05,25593.59
2019-04-08,25291.71
2019-04-09,24380.94
2019-04-10,24150.69
2019-04-11,24155.81
2019-04-12,25076.81
2019-04-15,24907.96
2019-04-16,24989.82
2019-04-17,24954.01
2019-04-18,24800.51
2019-04-22,24560.02
2019-04-23,25189.37
2019-04-24,26197.36
2019-04-25,26675.66
2019-04-26,27565.12
2019-04-29,27699.38
2019-04-30,27254.65
2019-05-01,26784.74
2019-05-02,23621.26
2019-05-03,20978.03
2019-05-06,22664.66
2019-05-07,23075.83
2019-05-08,22908.0
2019-05-09,22874.44
2019-05-10,22278.66
2019-05-13,20491.34
2019-05-14,21422.76
2019-05-15,20961.24
2019-05-16,20978.03
2019-05-17,20172.47
2019-05-20,20247.99
2019-05-21,20776.64
2019-05-22,20382.25
2019-05-23,20155.69
2019-05-24,20717.9
2019-05-28,20138.9
2019-05-29,19786.47
2019-05-30,20298.34
2019-05-31,19442.43
2019-06-03,19366.91
2019-06-04,20147.3
2019-06-05,20944.46
2019-06-06,21422.76
2019-06-07,22723.4
2019-06-10,22068.88
2019-06-11,22345.79
2019-06-12,22161.19
2019-06-13,22236.71
2019-06-14,22077.27
2019-06-17,22673.05
2019-06-18,23839.43
2019-06-19,23914.95
2019-06-20,24661.77
2019-06-21,24359.68
2019-06-24,24015.64
2019-06-25,24552.68
2019-06-26,24899.72
2019-06-27,24986.47
2019-06-28,26866.24
2019-07-01,26837.32
2019-07-02,24494.84
2019-07-03,25304.59
2019-07-05,25767.3
2019-07-08,26548.13
2019-07-09,26201.09
2019-07-10,26316.77
2019-07-11,26374.61
2019-07-12,25304.59
2019-07-15,24986.47
2019-07-16,25449.19
2019-07-17,25304.59
2019-07-18,26316.77
2019-07-19,26201.09
2019-07-22,26085.42
2019-07-23,26895.16
2019-07-24,26605.97
2019-07-25,26027.58
2019-07-26,26230.01
2019-07-29,25940.82
2019-07-30,26866.24
2019-07-31,26114.34
2019-08-01,26692.73
2019-08-02,26056.5
2019-08-05,25015.39
2019-08-06,25217.83
2019-08-07,25217.83
2019-08-08,26577.05
2019-08-09,25449.19
2019-08-12,26230.01
2019-08-13,26953.0
2019-08-14,25333.51
2019-08-15,26027.58
2019-08-16,26027.58
2019-08-19,26432.45
2019-08-20,26230.01
2019-08-21,26027.58
2019-08-22,26172.17
2019-08-23,25882.98
2019-08-26,26866.24
2019-08-27,26287.85
2019-08-28,27010.84
2019-08-29,27531.39
2019-08-30,31160.01
2019-09-03,31332.8
2019-09-04,31735.98
2019-09-05,30526.44
2019-09-06,30756.83
2019-09-09,31217.61
2019-09-10,31563.19
2019-09-11,31390.4
2019-09-12,31160.01
2019-09-13,33924.67
2019-09-16,33636.68
2019-09-17,32599.93
2019-09-18,32830.32
2019-09-19,32945.52
2019-09-20,31735.98
2019-09-23,31390.4
2019-09-24,32830.32
2019-09-25,32081.56
2019-09-26,31793.58
2019-09-27,31505.59
2019-09-30,31505.59
2019-10-01,32081.56
2019-10-02,31102.41
2019-10-03,32254.35
2019-10-04,35882.97
2019-10-07,35435.89
2019-10-08,35571.96
2019-10-09,34619.48
2019-10-10,34230.72
2019-10-11,35251.23
2019-10-14,35455.33
2019-10-15,40101.06
2019-10-16,42044.89
2019-10-17,43774.89
2019-10-18,40898.03
2019-10-21,42802.98
2019-10-22,42025.45
2019-10-23,44669.05
2019-10-24,45271.63
2019-10-25,45524.33
2019-10-28,44649.61
2019-10-29,46243.55
2019-10-30,44358.04
2019-10-31,46807.25
2019-11-01,48148.49
2019-11-04,49042.65
2019-11-05,50228.38
2019-11-06,50072.88
2019-11-07,45232.76
2019-11-08,49489.73
2019-11-11,48731.64
2019-11-12,47759.73
2019-11-13,49956.25
2019-11-14,51161.42
2019-11-15,53805.02
2019-11-18,51450.15
2019-11-19,49666.17
2019-11-20,47953.54
2019-11-21,48881.21
2019-11-22,52877.34
2019-11-25,53662.3
2019-11-26,52877.34
2019-11-27,53020.06
2019-11-29,52948.7
2019-12-02,53305.5
2019-12-03,51378.79
2019-12-04,50379.76
2019-12-05,49737.53
2019-12-06,50665.2
2019-12-09,50451.12
2019-12-10,50593.84
2019-12-11,51378.79
2019-12-12,54090.45
2019-12-13,52948.7
2019-12-16,53091.42
2019-12-17,52805.98
2019-12-18,56231.24
2019-12-19,55232.2
2019-12-20,54661.33
2019-12-23,54304.53
2019-12-24,55160.85
2019-12-26,55018.13
2019-12-27,54019.1
2019-12-30,54161.81
2019-12-31,54946.77
2020-01-02,55517.64
2020-01-03,54233.17
2020-01-06,53448.22
2020-01-07,53162.78
2020-01-08,53234.14
2020-01-09,52805.98
2020-01-10,51022.0
2020-01-13,52877.34
2020-01-14,52805.98
2020-01-15,52948.7
2020-01-16,54090.45
2020-01-17,54589.97
2020-01-21,53876.38
2020-01-22,53234.14
2020-01-23,53234.14
2020-01-24,53162.78
2020-01-27,51592.87
2020-01-28,52805.98
2020-01-29,51949.67
2020-01-30,51735.59
2020-01-31,50165.69
2020-02-03,52449.19
2020-02-04,55874.44
2020-02-05,56967.62
2020-02-06,56019.7
2020-02-07,55346.98
2020-02-10,56027.34
2020-02-11,55782.71
2020-02-12,55346.98
2020-02-13,55645.13
2020-02-14,55239.95
2020-02-18,57518.05
2020-02-19,55637.47
2020-02-20,55278.17
2020-02-21,55025.9
2020-02-24,54582.51
2020-02-25,52984.78
2020-02-26,57235.21
2020-02-27,55805.64
2020-02-28,57380.42
2020-03-02,57487.46
2020-03-03,57456.9
2020-03-04,57342.21
2020-03-05,55377.55
2020-03-06,55499.87
2020-03-09,53703.38
2020-03-10,54169.71
2020-03-11,50485.0
2020-03-12,42901.55
2020-03-13,43677.06
2020-03-16,39419.48
2020-03-17,43289.31
2020-03-18,38620.7
2020-03-19,38729.1
2020-03-20,40107.3
2020-03-23,36499.19
2020-03-24,40974.49
2020-03-25,42739.83
2020-03-26,46146.63
2020-03-27,43343.76
2020-03-30,43436.67
2020-03-31,42925.65
2020-04-01,37769.0
2020-04-02,35229.39
2020-04-03,31001.86
2020-04-06,35647.5
2020-04-07,37985.8
2020-04-08,41005.46
2020-04-09,43049.54
2020-04-13,42600.46
2020-04-14,43126.97
2020-04-15,39828.56
2020-04-16,37583.18
2020-04-17,41067.4
2020-04-20,40231.19
2020-04-21,38125.17
2020-04-22,37474.78
2020-04-23,37738.03
2020-04-24,38914.92
2020-04-27,41268.71
2020-04-28,42724.34
2020-04-29,45666.58
2020-04-30,42956.62
2020-05-01,41640.36
2020-05-04,41005.46
2020-05-05,40881.57
2020-05-06,38837.5
2020-05-07,40308.61
2020-05-08,53254.45
2020-05-11,53254.45
2020-05-12,53254.45
2020-05-13,53254.45
2020-05-14,52878.68
2020-05-15,52941.31
2020-05-18,57074.74
2020-05-19,53922.47
2020-05-20,58243.79
2020-05-21,56719.85
2020-05-22,56490.21
2020-05-26,61062.03
2020-05-27,63692.4
2020-05-28,63316.63
2020-05-29,63441.89
2020-06-01,64172.54
2020-06-02,66510.65
2020-06-03,66802.91
2020-06-04,70477.07
2020-06-05,75069.77
2020-06-08,75069.77
2020-06-09,75069.77
2020-06-10,75069.77
2020-06-11,75069.77
2020-06-12,75069.77
2020-06-15,75069.77
2020-06-16,75069.77
2020-06-17,75069.77
2020-06-18,75069.77
2020-06-19,75069.77
2020-06-22,75069.77
2020-06-23,75069.77
2020-06-24,75069.77
2020-06-25,75069.77
2020-06-26,75069.77
2020-06-29,79376.1
2020-06-30,81354.68
2020-07-01,79725.26
2020-07-02,79259.71
2020-07-06,81121.9
2020-07-07,77048.35
2020-07-08,77863.06
2020-07-09,75418.93
2020-07-10,77164.74
2020-07-13,75884.48
2020-07-14,76815.58
2020-07-15,79725.26
2020-07-16,77746.67
2020-07-17,79841.65
2020-07-20,79725.26
2020-07-21,79608.87
2020-07-22,79143.33
2020-07-23,79143.33
2020-07-24,76699.19
2020-07-27,79143.33
2020-07-28,76931.97
2020-07-29,77863.06
2020-07-30,76699.19
2020-07-31,76699.19
2020-08-03,78212.22
2020-08-04,79608.87
2020-08-05,82169.39
2020-08-06,72974.8
2020-08-07,72276.48
2020-08-10,72160.09
2020-08-11,71578.15
2020-08-12,70065.12
2020-08-13,70996.22
2020-08-14,69366.8
2020-08-17,67620.99
2020-08-18,64711.31
2020-08-19,63314.66
2020-08-20,62034.4
2020-08-21,63431.04
2020-08-24,62034.4
2020-08-25,61336.08
2020-08-26,63780.21
2020-08-27,61801.62
2020-08-28,62965.5
2020-08-31,63896.59
2020-09-01,62383.56
2020-09-02,65060.47
2020-09-03,62965.5
2020-09-04,62965.5
2020-09-08,60521.36
2020-09-09,62849.11
2020-09-10,62034.4
2020-09-11,60754.14
2020-09-14,62150.79
2020-09-15,61336.08
2020-09-16,62150.79
2020-09-17,60637.75
2020-09-18,61918.01
2020-09-21,58310.01
2020-09-22,57960.85
2020-09-23,55051.16
2020-09-24,54236.45
2020-09-25,54120.07
2020-09-28,55749.49
2020-09-29,57262.52
2020-09-30,57146.13
2020-10-01,56796.97
2020-10-02,56680.58
2020-10-05,58077.23
2020-10-06,62499.95
2020-10-07,74022.29
2020-10-08,74022.29
2020-10-09,74022.29
2020-10-12,74022.29
2020-10-13,74022.29
2020-10-14,74022.29
2020-10-15,74022.29
2020-10-16,73493.23
2020-10-19,71694.54
2020-10-20,72223.58
2020-10-21,71377.12
2020-10-22,73958.8
2020-10-23,75482.41
2020-10-26,75969.14
2020-10-27,77006.04
2020-10-28,74466.68
2020-10-29,74932.22
2020-10-30,73472.09
2020-11-02,74995.69
2020-11-03,77175.35
2020-11-04,75842.16
2020-11-05,78762.43
2020-11-06,77915.97
2020-11-09,84264.37
2020-11-10,93027.87
2020-11-11,94291.83
2020-11-12,93701.99
2020-11-13,97662.41
