Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,23,12,1.8,30%,501.4,26.9,1,-15.1,-15.2
2,2016-07,2021-07,2021-07,2022-07,23,12,1.8,30%,475.9,24.3,3,-29.0,-29.3
3,2017-01,2022-01,2022-01,2023-01,16,10,1.8,30%,371.4,12.8,4,-23.3,-23.3
4,2017-07,2022-07,2022-07,2023-07,16,10,2.1,30%,303.9,7.5,1,32.2,32.4
5,2018-01,2023-01,2023-01,2024-01,16,10,2.1,30%,303.9,7.5,1,43.1,43.2
6,2018-07,2023-07,2023-07,2024-07,16,10,2.1,30%,433.8,15.2,1,6.9,6.9
7,2019-01,2024-01,2024-01,2025-01,16,10,2.1,30%,477.9,18.4,2,12.6,12.6
8,2019-07,2024-07,2024-07,2025-07,16,10,2.1,30%,470.6,17.9,3,22.0,22.1
9,2020-01,2025-01,2025-01,2026-01,16,10,2.1,30%,575.0,26.7,2,15.5,15.7
