Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,18,10,2.4,40%,303.8,7.6,0,,
2,2016-07,2021-07,2021-07,2022-07,18,10,2.4,40%,303.8,7.6,0,,
3,2017-01,2022-01,2022-01,2023-01,18,10,2.4,40%,303.8,7.6,0,,
4,2017-07,2022-07,2022-07,2023-07,18,10,2.4,40%,251.0,5.2,1,-8.6,-8.7
5,2018-01,2023-01,2023-01,2024-01,18,10,2.4,40%,225.6,4.2,1,36.2,36.3
6,2018-07,2023-07,2023-07,2024-07,18,10,2.4,40%,208.7,3.0,1,75.9,76.2
7,2019-01,2024-01,2024-01,2025-01,18,10,2.4,40%,360.1,7.9,1,22.0,22.0
8,2019-07,2024-07,2024-07,2025-07,18,10,2.4,40%,442.9,11.9,1,17.2,17.3
9,2020-01,2025-01,2025-01,2026-01,18,10,2.4,40%,562.1,19.1,1,-0.9,-0.9
