Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,25,15,1.9,20%,268.8,6.7,0,,
2,2016-07,2021-07,2021-07,2022-07,40,15,3.0,20%,242.5,13.2,0,,
3,2017-01,2022-01,2022-01,2023-01,40,15,3.0,20%,242.5,13.2,0,,
4,2017-07,2022-07,2022-07,2023-07,24,12,2.0,30%,375.6,16.5,1,25.5,25.7
5,2018-01,2023-01,2023-01,2024-01,26,12,1.9,20%,597.8,32.4,1,-7.0,-7.1
6,2018-07,2023-07,2023-07,2024-07,26,12,1.9,20%,668.5,39.0,1,-34.2,-34.3
7,2019-01,2024-01,2024-01,2025-01,23,8,2.0,30%,626.5,43.2,1,-16.4,-16.4
8,2019-07,2024-07,2024-07,2025-07,40,15,3.0,20%,242.5,13.2,0,,
9,2020-01,2025-01,2025-01,2026-01,40,15,3.0,20%,242.5,13.2,1,45.9,46.5
