Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,39,10,3.0,40%,74.4,1.3,0,,
2,2016-07,2021-07,2021-07,2022-07,16,5,1.6,40%,101.9,1.9,4,3.1,3.1
3,2017-01,2022-01,2022-01,2023-01,16,5,1.6,40%,95.6,1.7,5,27.3,27.4
4,2017-07,2022-07,2022-07,2023-07,16,5,1.6,40%,108.2,2.2,5,10.7,10.8
5,2018-01,2023-01,2023-01,2024-01,16,5,1.6,40%,136.2,3.4,5,-37.2,-37.3
6,2018-07,2023-07,2023-07,2024-07,16,5,1.6,40%,135.3,3.4,5,-34.8,-34.9
7,2019-01,2024-01,2024-01,2025-01,16,5,2.4,30%,-68.3,0.7,1,7.5,7.5
8,2019-07,2024-07,2024-07,2025-07,16,5,2.4,30%,-75.9,0.8,0,,
9,2020-01,2025-01,2025-01,2026-01,16,5,2.4,30%,-75.9,0.8,1,-18.6,-18.8
