Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,40,12,2.4,30%,-67.0,0.6,1,0.8,0.8
2,2016-07,2021-07,2021-07,2022-07,40,12,2.4,30%,-66.0,0.6,1,-20.1,-20.3
3,2017-01,2022-01,2022-01,2023-01,40,15,2.5,30%,-60.5,0.6,1,11.5,11.5
4,2017-07,2022-07,2022-07,2023-07,40,12,2.4,30%,-76.0,0.7,0,,
5,2018-01,2023-01,2023-01,2024-01,20,5,1.5,30%,64.8,0.6,2,-17.2,-17.2
6,2018-07,2023-07,2023-07,2024-07,20,5,1.5,30%,66.4,0.6,3,2.5,2.5
7,2019-01,2024-01,2024-01,2025-01,40,12,2.4,30%,-71.7,0.6,0,,
8,2019-07,2024-07,2024-07,2025-07,20,5,1.5,30%,70.5,0.7,3,35.9,36.1
9,2020-01,2025-01,2025-01,2026-01,39,5,2.9,30%,122.8,1.8,0,,
