Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,39,12,3.0,20%,173.6,5.6,0,,
2,2016-07,2021-07,2021-07,2022-07,39,12,3.0,20%,193.9,7.0,0,,
3,2017-01,2022-01,2022-01,2023-01,40,10,3.2,20%,284.0,17.2,0,,
4,2017-07,2022-07,2022-07,2023-07,40,10,3.2,20%,284.0,17.2,0,,
5,2018-01,2023-01,2023-01,2024-01,40,10,3.2,20%,284.0,17.2,0,,
6,2018-07,2023-07,2023-07,2024-07,40,10,3.2,20%,284.0,17.2,0,,
7,2019-01,2024-01,2024-01,2025-01,38,15,2.5,20%,309.9,21.4,1,12.6,12.6
8,2019-07,2024-07,2024-07,2025-07,38,15,2.5,20%,341.4,23.7,1,7.5,7.5
9,2020-01,2025-01,2025-01,2026-01,38,15,2.5,20%,396.9,32.0,1,17.4,17.6
