Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,37,15,2.4,40%,-31.0,0.3,1,8.0,8.1
2,2016-07,2021-07,2021-07,2022-07,37,15,2.4,40%,-31.0,0.3,1,15.4,15.7
3,2017-01,2022-01,2022-01,2023-01,37,15,2.4,40%,-25.5,0.2,1,18.6,18.7
4,2017-07,2022-07,2022-07,2023-07,27,15,2.5,30%,-33.0,0.3,0,,
5,2018-01,2023-01,2023-01,2024-01,27,15,2.5,30%,-25.6,0.2,2,69.2,69.5
6,2018-07,2023-07,2023-07,2024-07,39,10,2.3,40%,-25.5,0.2,2,99.7,100.2
7,2019-01,2024-01,2024-01,2025-01,39,15,2.3,20%,55.6,1.1,1,32.1,32.1
8,2019-07,2024-07,2024-07,2025-07,39,15,2.3,20%,105.6,3.9,1,2.6,2.6
9,2020-01,2025-01,2025-01,2026-01,39,15,2.3,20%,105.5,3.9,1,6.0,6.0
