Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,18,10,2.2,20%,250.3,12.7,1,18.8,18.9
2,2016-07,2021-07,2021-07,2022-07,18,10,2.2,20%,316.1,20.2,2,-16.4,-16.6
3,2017-01,2022-01,2022-01,2023-01,18,10,2.2,20%,316.1,20.2,2,-16.4,-16.4
4,2017-07,2022-07,2022-07,2023-07,18,10,2.2,20%,248.0,6.5,0,,
5,2018-01,2023-01,2023-01,2024-01,38,5,2.6,40%,443.2,7.5,0,,
6,2018-07,2023-07,2023-07,2024-07,37,5,2.6,40%,418.0,7.8,1,34.3,34.5
7,2019-01,2024-01,2024-01,2025-01,37,5,2.6,40%,479.6,10.3,0,,
8,2019-07,2024-07,2024-07,2025-07,37,5,2.6,40%,595.9,15.9,0,,
9,2020-01,2025-01,2025-01,2026-01,37,5,2.6,40%,595.9,15.9,1,28.1,28.5
