Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,35,12,2.5,20%,57.0,0.6,0,,
2,2016-07,2021-07,2021-07,2022-07,33,15,2.5,20%,64.8,0.8,0,,
3,2017-01,2022-01,2022-01,2023-01,33,15,2.5,20%,64.8,0.8,0,,
4,2017-07,2022-07,2022-07,2023-07,33,15,2.5,20%,64.8,0.8,1,8.7,8.7
5,2018-01,2023-01,2023-01,2024-01,35,12,2.5,20%,57.5,0.6,1,15.4,15.5
6,2018-07,2023-07,2023-07,2024-07,35,12,2.5,20%,82.8,1.2,1,15.4,15.5
7,2019-01,2024-01,2024-01,2025-01,38,12,2.6,20%,113.1,2.5,0,,
8,2019-07,2024-07,2024-07,2025-07,35,5,2.5,30%,121.9,2.8,0,,
9,2020-01,2025-01,2025-01,2026-01,35,5,2.5,30%,121.9,2.8,0,,
