Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,20,5,2.1,30%,134.9,3.1,1,6.1,6.1
2,2016-07,2021-07,2021-07,2022-07,20,5,2.1,30%,134.9,3.1,3,-20.5,-20.8
3,2017-01,2022-01,2022-01,2023-01,24,10,1.5,40%,226.2,3.9,4,-12.8,-12.9
4,2017-07,2022-07,2022-07,2023-07,24,10,1.5,40%,175.2,2.3,3,-3.2,-3.2
5,2018-01,2023-01,2023-01,2024-01,39,12,2.6,20%,154.0,2.6,1,20.6,20.7
6,2018-07,2023-07,2023-07,2024-07,32,5,1.5,20%,193.9,2.9,1,3.5,3.5
7,2019-01,2024-01,2024-01,2025-01,39,12,2.6,20%,206.4,4.7,0,,
8,2019-07,2024-07,2024-07,2025-07,39,12,2.6,20%,206.4,4.7,1,-22.2,-22.3
9,2020-01,2025-01,2025-01,2026-01,24,10,1.5,40%,300.8,6.9,3,-17.7,-17.9
