Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,17,12,1.5,30%,280.4,5.7,3,1.4,1.4
2,2016-07,2021-07,2021-07,2022-07,22,8,1.5,30%,411.0,19.4,5,-12.2,-12.4
3,2017-01,2022-01,2022-01,2023-01,17,12,1.5,30%,285.7,6.0,5,56.4,56.6
4,2017-07,2022-07,2022-07,2023-07,17,12,1.5,30%,407.9,12.2,3,29.6,29.9
5,2018-01,2023-01,2023-01,2024-01,17,12,1.5,30%,525.6,20.2,5,54.3,54.6
6,2018-07,2023-07,2023-07,2024-07,21,15,1.5,30%,460.7,19.9,3,59.0,59.2
7,2019-01,2024-01,2024-01,2025-01,17,10,1.6,40%,729.3,55.1,3,70.5,70.6
8,2019-07,2024-07,2024-07,2025-07,16,10,1.7,40%,881.5,80.6,5,154.0,155.4
9,2020-01,2025-01,2025-01,2026-01,16,10,1.7,40%,1400.9,187.3,3,66.8,67.9
