Trades,Stop Hits,Win %,Avg Hold Days,Final Balance $,Total Return $,Total Return %,Max Drawdown $,Max Drawdown %,RDR,Score,N_base,Gap,N1,N2,N3,K,Stop %,CAGR %
61,0,59.0,38.6,5909.22,909.22,18.18,6899.35,75.62,0.13,0.0,21,15,21,36,51,1.8,0.6,1.6
69,8,65.2,33.7,67057.81,62057.81,1241.16,22137.34,26.14,2.8,34.8,21,15,21,36,51,1.9,0.2,28.3
63,6,63.5,37.0,21203.42,16203.42,324.07,17818.98,67.17,0.91,2.9,21,15,21,36,51,1.9,0.3,14.9
62,2,61.3,37.6,25866.62,20866.62,417.33,10917.16,33.73,1.91,8.0,21,15,21,36,51,1.9,0.4,17.1
57,0,57.9,41.0,12165.28,7165.28,143.31,13133.6,73.02,0.55,0.8,21,15,21,36,51,1.9,0.5,8.9
57,0,57.9,41.0,12165.28,7165.28,143.31,13133.6,73.02,0.55,0.8,21,15,21,36,51,1.9,0.6,8.9
62,11,64.5,37.0,24101.62,19101.62,382.03,28191.47,56.62,0.68,2.6,21,15,21,36,51,2.0,0.2,16.3
56,5,69.6,40.6,17450.86,12450.86,249.02,11662.16,47.29,1.07,2.7,21,15,21,36,51,2.0,0.3,12.7
55,2,65.5,41.9,16046.74,11046.74,220.93,17176.78,51.89,0.64,1.4,21,15,21,36,51,2.0,0.4,11.8
54,1,64.8,42.9,12153.75,7153.75,143.08,13009.64,51.89,0.55,0.8,21,15,21,36,51,2.0,0.5,8.9
53,0,64.2,43.7,12153.75,7153.75,143.08,13009.64,51.89,0.55,0.8,21,15,21,36,51,2.0,0.6,8.9
57,13,68.4,38.5,11416.45,6416.45,128.33,8193.43,41.95,0.78,1.0,21,15,21,36,51,2.1,0.2,8.2
52,6,63.5,43.2,4283.4,-716.6,-14.33,6131.55,67.43,-0.12,0.0,21,15,21,36,51,2.1,0.3,-1.5
48,2,66.7,46.2,5685.52,685.52,13.71,5537.1,51.28,0.12,0.0,21,15,21,36,51,2.1,0.4,1.2
47,1,63.8,47.1,5329.48,329.48,6.59,5866.6,54.33,0.06,0.0,21,15,21,36,51,2.1,0.5,0.6
46,0,63.0,48.1,5329.48,329.48,6.59,5866.6,54.33,0.06,0.0,21,15,21,36,51,2.1,0.6,0.6
54,9,72.2,40.7,39140.34,34140.34,682.81,21216.29,39.87,1.61,11.0,21,15,21,36,51,2.2,0.2,21.8
48,4,72.9,46.0,48259.59,43259.59,865.19,23410.94,38.41,1.85,16.0,21,15,21,36,51,2.2,0.3,24.3
46,2,69.6,47.9,15796.57,10796.57,215.93,16015.79,58.57,0.67,1.4,21,15,21,36,51,2.2,0.4,11.7
44,0,68.2,50.2,14293.86,9293.86,185.88,13920.39,57.59,0.67,1.2,21,15,21,36,51,2.2,0.5,10.6
44,0,68.2,50.2,14293.86,9293.86,185.88,13920.39,57.59,0.67,1.2,21,15,21,36,51,2.2,0.6,10.6
51,15,60.8,43.4,4097.94,-902.06,-18.04,8560.21,69.98,-0.11,0.0,21,15,21,36,51,2.3,0.2,-1.9
42,4,64.3,52.4,12808.21,7808.21,156.16,23736.79,68.04,0.33,0.5,21,15,21,36,51,2.3,0.3,9.4
39,1,66.7,57.8,20368.5,15368.5,307.37,13810.01,67.18,1.11,3.4,21,15,21,36,51,2.3,0.4,14.4
38,0,65.8,59.1,18004.9,13004.9,260.1,12207.47,67.18,1.07,2.8,21,15,21,36,51,2.3,0.5,13.1
38,0,65.8,59.1,18004.9,13004.9,260.1,12207.47,67.18,1.07,2.8,21,15,21,36,51,2.3,0.6,13.1
45,13,57.8,46.7,5087.1,87.1,1.74,13025.91,74.07,0.01,0.0,21,15,21,36,51,2.4,0.2,0.2
37,3,67.6,55.9,18109.19,13109.19,262.18,18316.36,50.28,0.72,1.9,21,15,21,36,51,2.4,0.3,13.1
33,2,66.7,64.1,10662.72,5662.72,113.25,8886.25,72.83,0.64,0.7,21,15,21,36,51,2.4,0.4,7.5
33,0,69.7,65.5,15999.85,10999.85,220.0,7347.04,45.92,1.5,3.3,21,15,21,36,51,2.4,0.5,11.8
33,0,69.7,65.5,15999.85,10999.85,220.0,7347.04,45.92,1.5,3.3,21,15,21,36,51,2.4,0.6,11.8
40,10,67.5,51.4,18203.7,13203.7,264.07,26727.99,62.1,0.49,1.3,21,15,21,36,51,2.5,0.2,13.2
34,3,79.4,58.9,36393.56,31393.56,627.87,59902.75,64.55,0.52,3.3,21,15,21,36,51,2.5,0.3,21.0
34,2,79.4,59.0,26043.45,21043.45,420.87,21404.16,61.38,0.98,4.1,21,15,21,36,51,2.5,0.4,17.2
32,0,81.2,65.9,47196.79,42196.79,843.94,19850.03,42.06,2.13,18.0,21,15,21,36,51,2.5,0.5,24.0
32,0,81.2,65.9,47196.79,42196.79,843.94,19850.03,42.06,2.13,18.0,21,15,21,36,51,2.5,0.6,24.0
41,10,63.4,52.0,24400.07,19400.07,388.0,37386.41,63.09,0.52,2.0,21,15,21,36,51,2.6,0.2,16.4
32,7,71.9,63.4,12302.83,7302.83,146.06,70709.31,86.41,0.1,0.1,21,15,21,36,51,2.6,0.3,9.0
36,2,75.0,56.1,61081.13,56081.13,1121.62,48904.23,72.23,1.15,12.9,21,15,21,36,51,2.6,0.4,27.2
34,0,73.5,61.7,94419.42,89419.42,1788.39,38641.3,40.93,2.31,41.3,21,15,21,36,51,2.6,0.5,32.6
34,0,73.5,61.7,94419.42,89419.42,1788.39,38641.3,40.93,2.31,41.3,21,15,21,36,51,2.6,0.6,32.6
41,13,56.1,50.0,8059.45,3059.45,61.19,17579.86,73.7,0.17,0.1,21,15,21,36,51,2.7,0.2,4.7
33,7,66.7,61.1,10794.16,5794.16,115.88,33008.83,78.6,0.18,0.2,21,15,21,36,51,2.7,0.3,7.7
31,2,71.0,66.0,44768.47,39768.47,795.37,29515.43,47.08,1.35,10.7,21,15,21,36,51,2.7,0.4,23.4
29,0,72.4,73.9,82257.73,77257.73,1545.15,35820.31,31.09,2.16,33.4,21,15,21,36,51,2.7,0.5,30.8
29,0,72.4,73.9,82257.73,77257.73,1545.15,35820.31,31.09,2.16,33.4,21,15,21,36,51,2.7,0.6,30.8
37,10,67.6,54.4,53856.45,48856.45,977.13,46313.17,55.0,1.05,10.3,21,15,21,36,51,2.8,0.2,25.6
32,7,68.8,61.5,24997.67,19997.67,399.95,48641.52,66.29,0.41,1.6,21,15,21,36,51,2.8,0.3,16.7
29,3,69.0,69.4,17707.05,12707.05,254.14,47364.76,73.59,0.27,0.7,21,15,21,36,51,2.8,0.4,12.9
27,0,77.8,78.9,73584.56,68584.56,1371.69,36882.82,49.22,1.86,25.5,21,15,21,36,51,2.8,0.5,29.4
27,0,77.8,78.9,73584.56,68584.56,1371.69,36882.82,49.22,1.86,25.5,21,15,21,36,51,2.8,0.6,29.4
33,12,54.5,61.5,11612.19,6612.19,132.24,16374.83,69.23,0.4,0.5,21,15,21,36,51,2.9,0.2,8.4
27,6,63.0,75.6,39898.73,34898.73,697.97,41688.52,57.58,0.84,5.9,21,15,21,36,51,2.9,0.3,22.1
21,3,57.1,108.3,3821.6,-1178.4,-23.57,6868.21,74.4,-0.17,0.0,21,15,21,36,51,2.9,0.4,-2.5
19,1,73.7,123.8,6672.03,1672.03,33.44,6671.74,76.89,0.25,0.1,21,15,21,36,51,2.9,0.5,2.8
18,0,72.2,130.7,6672.03,1672.03,33.44,6671.74,76.89,0.25,0.1,21,15,21,36,51,2.9,0.6,2.8
24,11,50.0,85.4,9565.04,4565.04,91.3,7562.64,48.41,0.6,0.5,21,15,21,36,51,3.0,0.2,6.4
22,6,63.6,88.5,14657.47,9657.47,193.15,23149.41,70.32,0.42,0.8,21,15,21,36,51,3.0,0.3,10.9
17,3,52.9,121.2,1188.35,-3811.65,-76.23,9088.34,91.48,-0.42,0.3,21,15,21,36,51,3.0,0.4,-12.9
17,2,52.9,123.4,1264.58,-3735.42,-74.71,9034.04,90.93,-0.41,0.3,21,15,21,36,51,3.0,0.5,-12.4
17,1,47.1,122.3,1030.16,-3969.84,-79.4,9422.38,94.84,-0.42,0.3,21,15,21,36,51,3.0,0.6,-14.1
24,12,50.0,84.0,4373.63,-626.37,-12.53,8886.42,71.38,-0.07,0.0,21,15,21,36,51,3.1,0.2,-1.3
21,5,66.7,97.8,18663.28,13663.28,273.27,27199.46,70.32,0.5,1.4,21,15,21,36,51,3.1,0.3,13.5
19,3,63.2,97.1,5166.27,166.27,3.33,23474.05,86.7,0.01,0.0,21,15,21,36,51,3.1,0.4,0.3
18,1,61.1,111.4,7088.32,2088.32,41.77,23233.24,82.47,0.09,0.0,21,15,21,36,51,3.1,0.5,3.4
19,1,57.9,103.5,5358.47,358.47,7.17,25508.22,90.54,0.01,0.0,21,15,21,36,51,3.1,0.6,0.7
22,8,54.5,86.1,10656.04,5656.04,113.12,37696.51,81.46,0.15,0.2,21,15,21,36,51,3.2,0.2,7.5
17,2,76.5,115.8,15643.37,10643.37,212.87,23412.96,66.65,0.45,1.0,21,15,21,36,51,3.2,0.3,11.6
17,2,70.6,109.1,8251.75,3251.75,65.03,28949.17,82.41,0.11,0.1,21,15,21,36,51,3.2,0.4,4.9
17,1,70.6,111.3,8781.04,3781.04,75.62,28552.74,81.28,0.13,0.1,21,15,21,36,51,3.2,0.5,5.6
17,1,70.6,111.4,5923.49,923.49,18.47,30693.0,87.37,0.03,0.0,21,15,21,36,51,3.2,0.6,1.6
99,19,60.6,25.1,6149.75,1149.75,22.99,25919.71,80.82,0.04,0.0,22,5,22,27,32,1.5,0.2,2.0
87,6,70.1,28.2,59368.76,54368.76,1087.38,25223.42,32.29,2.16,23.5,22,5,22,27,32,1.5,0.3,26.8
87,3,72.4,28.3,115980.31,110980.31,2219.61,55370.58,35.65,2.0,44.4,22,5,22,27,32,1.5,0.4,35.2
82,0,72.0,30.1,50359.5,45359.5,907.19,26794.98,39.74,1.69,15.3,22,5,22,27,32,1.5,0.5,24.8
82,0,72.0,30.1,50359.5,45359.5,907.19,26794.98,39.74,1.69,15.3,22,5,22,27,32,1.5,0.6,24.8
90,22,62.2,27.5,3239.33,-1760.67,-35.21,42478.44,93.94,-0.04,0.0,22,5,22,27,32,1.6,0.2,-4.1
83,5,67.5,29.9,74577.82,69577.82,1391.56,95604.86,58.88,0.73,10.2,22,5,22,27,32,1.6,0.3,29.6
80,2,72.5,30.9,448142.47,443142.47,8862.85,409533.66,50.51,1.08,95.7,22,5,22,27,32,1.6,0.4,54.0
78,0,71.8,31.8,106523.68,101523.68,2030.47,97346.35,50.51,1.04,21.1,22,5,22,27,32,1.6,0.5,34.1
78,0,71.8,31.8,106523.68,101523.68,2030.47,97346.35,50.51,1.04,21.1,22,5,22,27,32,1.6,0.6,34.1
86,21,59.3,28.4,2725.42,-2274.58,-45.49,8007.42,83.46,-0.28,0.1,22,5,22,27,32,1.7,0.2,-5.7
79,7,59.5,31.1,14102.28,9102.28,182.05,17120.86,57.56,0.53,1.0,22,5,22,27,32,1.7,0.3,10.5
76,3,64.5,31.9,85430.44,80430.44,1608.61,39766.13,36.97,2.02,32.5,22,5,22,27,32,1.7,0.4,31.3
75,2,64.0,32.4,16945.63,11945.63,238.91,10228.71,47.94,1.17,2.8,22,5,22,27,32,1.7,0.5,12.4
74,1,64.9,32.8,30042.1,25042.1,500.84,13983.99,36.97,1.79,9.0,22,5,22,27,32,1.7,0.6,18.8
80,19,61.3,30.4,8335.82,3335.82,66.72,5131.19,49.7,0.65,0.4,22,5,22,27,32,1.8,0.2,5.0
73,8,64.4,33.4,16019.07,11019.07,220.38,8292.66,43.51,1.33,2.9,22,5,22,27,32,1.8,0.3,11.8
65,2,61.5,37.4,10910.44,5910.44,118.21,4782.87,35.57,1.24,1.5,22,5,22,27,32,1.8,0.4,7.8
65,2,63.1,37.3,11648.62,6648.62,132.97,5106.47,35.57,1.3,1.7,22,5,22,27,32,1.8,0.5,8.5
64,0,60.9,37.9,16718.14,11718.14,234.36,7328.82,35.57,1.6,3.7,22,5,22,27,32,1.8,0.6,12.3
75,22,57.3,32.1,420.27,-4579.73,-91.59,5397.28,95.06,-0.85,0.8,22,5,22,27,32,1.9,0.2,-21.2
65,8,60.0,37.4,6788.43,1788.43,35.77,5568.07,49.76,0.32,0.1,22,5,22,27,32,1.9,0.3,3.0
62,3,61.3,38.8,8732.42,3732.42,74.65,4878.04,47.27,0.77,0.6,22,5,22,27,32,1.9,0.4,5.5
60,2,66.7,40.2,7501.7,2501.7,50.03,5117.8,57.73,0.49,0.2,22,5,22,27,32,1.9,0.5,4.0
59,0,64.4,41.0,10687.27,5687.27,113.75,4954.17,39.22,1.15,1.3,22,5,22,27,32,1.9,0.6,7.6
73,17,61.6,32.5,4249.43,-750.57,-15.01,11022.62,85.04,-0.07,0.0,22,5,22,27,32,2.0,0.2,-1.5
65,8,67.7,37.1,13084.8,8084.8,161.7,6834.92,43.51,1.18,1.9,22,5,22,27,32,2.0,0.3,9.7
58,3,63.8,41.0,8855.73,3855.73,77.11,4309.52,41.18,0.89,0.7,22,5,22,27,32,2.0,0.4,5.6
59,2,67.8,40.6,13080.68,8080.68,161.61,5147.9,33.3,1.57,2.5,22,5,22,27,32,2.0,0.5,9.7
58,0,67.2,41.0,18964.47,13964.47,279.29,7463.47,33.3,1.87,5.2,22,5,22,27,32,2.0,0.6,13.7
64,9,67.2,37.5,66421.77,61421.77,1228.44,52988.69,44.38,1.16,14.2,22,5,22,27,32,2.1,0.2,28.2
60,7,68.3,39.9,25300.93,20300.93,406.02,21867.78,51.51,0.93,3.8,22,5,22,27,32,2.1,0.3,16.8
56,2,69.6,42.3,33395.03,28395.03,567.9,15909.94,40.13,1.78,10.1,22,5,22,27,32,2.1,0.4,20.0
53,1,67.9,44.9,22431.03,17431.03,348.62,10686.51,40.13,1.63,5.7,22,5,22,27,32,2.1,0.5,15.5
53,0,67.9,44.8,24826.23,19826.23,396.52,11827.62,40.13,1.68,6.7,22,5,22,27,32,2.1,0.6,16.6
61,11,70.5,38.4,38573.57,33573.57,671.47,13119.96,28.12,2.56,17.2,22,5,22,27,32,2.2,0.2,21.7
53,7,62.3,44.2,6342.44,1342.44,26.85,5500.84,68.88,0.24,0.1,22,5,22,27,32,2.2,0.3,2.3
57,3,68.4,41.2,33153.74,28153.74,563.07,14368.72,33.09,1.96,11.0,22,5,22,27,32,2.2,0.4,19.9
48,1,60.4,48.6,16041.11,11041.11,220.82,8687.54,41.35,1.27,2.8,22,5,22,27,32,2.2,0.5,11.8
50,0,66.0,47.0,23216.23,18216.23,364.32,12573.44,41.35,1.45,5.3,22,5,22,27,32,2.2,0.6,15.9
59,16,59.3,39.6,6602.51,1602.51,32.05,8167.53,58.5,0.2,0.1,22,5,22,27,32,2.3,0.2,2.7
47,6,61.7,48.7,6426.32,1426.32,28.53,7639.82,73.33,0.19,0.1,22,5,22,27,32,2.3,0.3,2.4
44,3,63.6,53.5,16708.14,11708.14,234.16,6387.33,32.35,1.83,4.3,22,5,22,27,32,2.3,0.4,12.3
39,1,64.1,59.8,22251.0,17251.0,345.02,8506.3,32.35,2.03,7.0,22,5,22,27,32,2.3,0.5,15.4
41,0,63.4,56.7,18107.8,13107.8,262.16,6922.4,32.35,1.89,5.0,22,5,22,27,32,2.3,0.6,13.1
53,14,58.5,43.9,5342.43,342.43,6.85,11442.73,70.58,0.03,0.0,22,5,22,27,32,2.4,0.2,0.6
40,7,57.5,56.6,2688.93,-2311.07,-46.22,5451.64,77.19,-0.42,0.2,22,5,22,27,32,2.4,0.3,-5.8
37,3,59.5,62.1,2501.88,-2498.12,-49.96,5032.6,71.26,-0.5,0.2,22,5,22,27,32,2.4,0.4,-6.4
33,1,54.5,70.1,3575.86,-1424.14,-28.48,4743.67,60.72,-0.3,0.1,22,5,22,27,32,2.4,0.5,-3.2
34,0,55.9,67.7,2779.15,-2220.85,-44.42,5008.53,70.92,-0.44,0.2,22,5,22,27,32,2.4,0.6,-5.5
47,12,63.8,48.9,19649.66,14649.66,292.99,35681.72,65.75,0.41,1.2,22,5,22,27,32,2.5,0.2,14.0
39,7,64.1,60.0,10106.18,5106.18,102.12,15222.32,69.73,0.34,0.3,22,5,22,27,32,2.5,0.3,7.0
35,0,65.7,66.1,24998.26,19998.26,399.97,19745.9,47.93,1.01,4.0,22,5,22,27,32,2.5,0.4,16.7
35,0,65.7,66.1,24998.26,19998.26,399.97,19745.9,47.93,1.01,4.0,22,5,22,27,32,2.5,0.5,16.7
35,0,65.7,66.1,24998.26,19998.26,399.97,19745.9,47.93,1.01,4.0,22,5,22,27,32,2.5,0.6,16.7
47,17,53.2,46.0,1777.7,-3222.3,-64.45,13760.04,88.56,-0.23,0.1,22,5,22,27,32,2.6,0.2,-9.4
41,7,68.3,54.4,23076.78,18076.78,361.54,10787.28,36.65,1.68,6.1,22,5,22,27,32,2.6,0.3,15.8
32,1,56.2,70.1,6931.4,1931.4,38.63,9770.43,63.29,0.2,0.1,22,5,22,27,32,2.6,0.4,3.2
32,0,59.4,71.4,11964.81,6964.81,139.3,8666.23,46.68,0.8,1.1,22,5,22,27,32,2.6,0.5,8.7
32,0,59.4,71.4,11964.81,6964.81,139.3,8666.23,46.68,0.8,1.1,22,5,22,27,32,2.6,0.6,8.7
42,18,45.2,51.5,529.5,-4470.5,-89.41,11067.16,95.43,-0.4,0.4,22,5,22,27,32,2.7,0.2,-19.4
34,8,58.8,65.0,4292.43,-707.57,-14.15,14085.84,76.78,-0.05,0.0,22,5,22,27,32,2.7,0.3,-1.5
29,2,62.1,79.4,12261.89,7261.89,145.24,10911.54,56.92,0.67,1.0,22,5,22,27,32,2.7,0.4,9.0
29,1,62.1,78.7,11243.5,6243.5,124.87,11597.44,60.5,0.54,0.7,22,5,22,27,32,2.7,0.5,8.1
28,0,60.7,80.9,10060.17,5060.17,101.2,12394.44,64.65,0.41,0.4,22,5,22,27,32,2.7,0.6,6.9
35,15,54.3,58.1,3434.97,-1565.03,-31.3,6565.1,76.42,-0.24,0.1,22,5,22,27,32,2.8,0.2,-3.5
29,5,62.1,77.2,10061.49,5061.49,101.23,9240.56,52.78,0.55,0.6,22,5,22,27,32,2.8,0.3,6.9
27,2,70.4,84.0,23381.29,18381.29,367.63,21962.9,48.62,0.84,3.1,22,5,22,27,32,2.8,0.4,16.0
25,2,60.0,89.0,7850.56,2850.56,57.01,10466.3,57.32,0.27,0.2,22,5,22,27,32,2.8,0.5,4.4
23,0,60.9,97.7,9564.73,4564.73,91.29,9203.04,54.06,0.5,0.5,22,5,22,27,32,2.8,0.6,6.4
34,10,55.9,64.3,11974.9,6974.9,139.5,15277.56,69.83,0.46,0.6,22,5,22,27,32,2.9,0.2,8.7
27,5,66.7,81.8,20359.47,15359.47,307.19,61887.83,75.25,0.25,0.8,22,5,22,27,32,2.9,0.3,14.4
24,2,75.0,94.2,44019.4,39019.4,780.39,41349.02,48.62,0.94,7.3,22,5,22,27,32,2.9,0.4,23.2
24,2,75.0,92.2,41404.49,36404.49,728.09,55200.15,57.32,0.66,4.8,22,5,22,27,32,2.9,0.5,22.5
21,1,76.2,109.3,18836.55,13836.55,276.73,18124.25,54.06,0.76,2.1,22,5,22,27,32,2.9,0.6,13.6
26,7,61.5,85.7,21013.64,16013.64,320.27,20645.0,49.56,0.78,2.5,22,5,22,27,32,3.0,0.2,14.8
22,4,72.7,101.1,67844.13,62844.13,1256.88,36722.62,45.8,1.71,21.5,22,5,22,27,32,3.0,0.3,28.4
20,2,75.0,112.8,45148.1,40148.1,802.96,22523.05,39.12,1.78,14.3,22,5,22,27,32,3.0,0.4,23.5
19,1,78.9,119.4,73351.2,68351.2,1367.02,31879.78,34.08,2.14,29.3,22,5,22,27,32,3.0,0.5,29.4
17,1,76.5,134.0,24082.34,19082.34,381.65,20942.41,68.2,0.91,3.5,22,5,22,27,32,3.0,0.6,16.3
17,5,52.9,125.9,13228.91,8228.91,164.58,16019.07,68.66,0.51,0.8,22,5,22,27,32,3.1,0.2,9.8
14,2,64.3,151.5,9169.63,4169.63,83.39,16819.76,75.27,0.25,0.2,22,5,22,27,32,3.1,0.3,6.0
12,0,75.0,189.8,37366.54,32366.54,647.33,16907.93,35.49,1.91,12.4,22,5,22,27,32,3.1,0.4,21.3
12,0,75.0,189.8,37366.54,32366.54,647.33,16907.93,35.49,1.91,12.4,22,5,22,27,32,3.1,0.5,21.3
12,0,75.0,189.8,37366.54,32366.54,647.33,16907.93,35.49,1.91,12.4,22,5,22,27,32,3.1,0.6,21.3
20,9,40.0,105.6,5282.55,282.55,5.65,17103.09,76.54,0.02,0.0,22,5,22,27,32,3.2,0.2,0.5
11,3,54.5,196.6,3790.52,-1209.48,-24.19,19975.75,89.39,-0.06,0.0,22,5,22,27,32,3.2,0.3,-2.6
11,1,45.5,205.5,8324.67,3324.67,66.49,18707.72,83.72,0.18,0.1,22,5,22,27,32,3.2,0.4,5.0
12,1,58.3,188.7,8935.9,3935.9,78.72,18440.57,82.52,0.21,0.2,22,5,22,27,32,3.2,0.5,5.7
12,1,58.3,187.3,8984.81,3984.81,79.7,18419.19,82.43,0.22,0.2,22,5,22,27,32,3.2,0.6,5.8
101,18,65.3,24.5,19708.45,14708.45,294.17,35944.45,64.59,0.41,1.2,22,8,22,30,38,1.5,0.2,14.1
87,8,67.8,28.3,16643.6,11643.6,232.87,42380.29,72.22,0.27,0.6,22,8,22,30,38,1.5,0.3,12.2
79,3,67.1,31.0,15576.4,10576.4,211.53,12757.55,61.17,0.83,1.8,22,8,22,30,38,1.5,0.4,11.5
79,0,69.6,31.0,43254.54,38254.54,765.09,20650.31,35.65,1.85,14.2,22,8,22,30,38,1.5,0.5,23.0
79,0,69.6,31.0,43254.54,38254.54,765.09,20650.31,35.65,1.85,14.2,22,8,22,30,38,1.5,0.6,23.0
92,20,63.0,26.3,9053.5,4053.5,81.07,14468.92,63.14,0.28,0.2,22,8,22,30,38,1.6,0.2,5.9
76,7,63.2,32.2,17399.76,12399.76,248.0,21124.17,57.56,0.59,1.5,22,8,22,30,38,1.6,0.3,12.7
68,3,64.7,35.7,12464.97,7464.97,149.3,13524.56,54.79,0.55,0.8,22,8,22,30,38,1.6,0.4,9.2
63,0,63.5,38.4,8137.29,3137.29,62.75,12300.71,65.7,0.26,0.2,22,8,22,30,38,1.6,0.5,4.8
63,0,63.5,38.4,8137.29,3137.29,62.75,12300.71,65.7,0.26,0.2,22,8,22,30,38,1.6,0.6,4.8
88,19,64.8,27.4,5233.02,233.02,4.66,6132.23,55.42,0.04,0.0,22,8,22,30,38,1.7,0.2,0.4
75,9,61.3,32.4,5724.43,724.43,14.49,10257.34,67.61,0.07,0.0,22,8,22,30,38,1.7,0.3,1.3
66,3,63.6,36.4,9029.16,4029.16,80.58,6202.86,53.29,0.65,0.5,22,8,22,30,38,1.7,0.4,5.8
64,1,62.5,37.4,8338.17,3338.17,66.76,5728.16,53.29,0.58,0.4,22,8,22,30,38,1.7,0.5,5.0
63,0,61.9,38.0,10925.57,5925.57,118.51,7505.66,53.29,0.79,0.9,22,8,22,30,38,1.7,0.6,7.8
87,17,64.4,27.7,10810.86,5810.86,116.22,13786.7,56.23,0.42,0.5,22,8,22,30,38,1.8,0.2,7.7
72,7,59.7,34.0,9594.63,4594.63,91.89,9203.99,54.15,0.5,0.5,22,8,22,30,38,1.8,0.3,6.5
68,2,61.8,35.5,19336.84,14336.84,286.74,8621.0,35.63,1.66,4.8,22,8,22,30,38,1.8,0.4,13.9
68,1,61.8,35.2,21472.53,16472.53,329.45,9573.16,35.63,1.72,5.7,22,8,22,30,38,1.8,0.5,15.0
67,0,61.2,35.7,28135.63,23135.63,462.71,12543.79,35.63,1.84,8.5,22,8,22,30,38,1.8,0.6,18.0
75,16,62.7,31.9,6271.39,1271.39,25.43,6060.51,49.14,0.21,0.1,22,8,22,30,38,1.9,0.2,2.2
64,7,54.7,37.2,4969.73,-30.27,-0.61,12682.52,74.65,-0.0,0.0,22,8,22,30,38,1.9,0.3,-0.1
60,3,56.7,39.6,5475.66,475.66,9.51,9661.63,76.97,0.05,0.0,22,8,22,30,38,1.9,0.4,0.9
62,2,59.7,38.2,13273.86,8273.86,165.48,8984.75,52.13,0.92,1.5,22,8,22,30,38,1.9,0.5,9.8
61,0,59.0,38.7,21113.03,16113.03,322.26,12409.32,45.27,1.3,4.2,22,8,22,30,38,1.9,0.6,14.8
73,15,61.6,32.8,10633.79,5633.79,112.68,10276.22,49.14,0.55,0.6,22,8,22,30,38,2.0,0.2,7.5
59,7,59.3,40.5,5155.52,155.52,3.11,6477.88,64.26,0.02,0.0,22,8,22,30,38,2.0,0.3,0.3
55,2,61.8,43.4,9780.92,4780.92,95.62,5748.8,45.27,0.83,0.8,22,8,22,30,38,2.0,0.4,6.7
54,1,61.1,44.4,7069.98,2069.98,41.4,5188.3,56.52,0.4,0.2,22,8,22,30,38,2.0,0.5,3.4
53,0,60.4,44.9,8791.53,3791.53,75.83,6451.67,56.52,0.59,0.4,22,8,22,30,38,2.0,0.6,5.6
63,10,61.9,37.9,27581.04,22581.04,451.62,20008.78,42.04,1.13,5.1,22,8,22,30,38,2.1,0.2,17.8
58,6,65.5,40.9,49200.55,44200.55,884.01,29157.39,39.83,1.52,13.4,22,8,22,30,38,2.1,0.3,24.5
55,1,69.1,43.4,35824.25,30824.25,616.48,20293.66,44.35,1.52,9.4,22,8,22,30,38,2.1,0.4,20.8
51,0,66.7,46.7,23400.62,18400.62,368.01,13255.94,44.35,1.39,5.1,22,8,22,30,38,2.1,0.5,16.0
51,0,66.7,46.7,23400.62,18400.62,368.01,13255.94,44.35,1.39,5.1,22,8,22,30,38,2.1,0.6,16.0
60,10,65.0,39.0,53436.97,48436.97,968.74,37186.99,41.03,1.3,12.6,22,8,22,30,38,2.2,0.2,25.5
54,6,64.8,42.9,42054.26,37054.26,741.09,14040.6,28.25,2.64,19.6,22,8,22,30,38,2.2,0.3,22.7
52,2,67.3,44.5,17889.07,12889.07,257.78,7319.44,34.62,1.76,4.5,22,8,22,30,38,2.2,0.4,13.0
47,0,61.7,49.2,12314.33,7314.33,146.29,6354.25,43.66,1.15,1.7,22,8,22,30,38,2.2,0.5,9.0
47,0,61.7,49.2,12314.33,7314.33,146.29,6354.25,43.66,1.15,1.7,22,8,22,30,38,2.2,0.6,9.0
49,14,55.1,47.3,3039.39,-1960.61,-39.21,5531.39,76.72,-0.35,0.1,22,8,22,30,38,2.3,0.2,-4.7
40,3,62.5,57.1,10373.87,5373.87,107.48,8034.77,47.77,0.67,0.7,22,8,22,30,38,2.3,0.3,7.3
39,1,64.1,59.2,19026.8,14026.8,280.54,7273.72,32.35,1.93,5.4,22,8,22,30,38,2.3,0.4,13.7
38,0,63.2,60.4,19336.36,14336.36,286.73,7392.07,32.35,1.94,5.6,22,8,22,30,38,2.3,0.5,13.9
38,0,63.2,60.4,19336.36,14336.36,286.73,7392.07,32.35,1.94,5.6,22,8,22,30,38,2.3,0.6,13.9
56,18,50.0,41.0,2444.06,-2555.94,-51.12,8763.31,80.9,-0.29,0.1,22,8,22,30,38,2.4,0.2,-6.6
41,5,61.0,55.1,10504.95,5504.95,110.1,8605.33,49.17,0.64,0.7,22,8,22,30,38,2.4,0.3,7.4
37,0,59.5,61.1,10397.19,5397.19,107.94,7221.21,49.43,0.75,0.8,22,8,22,30,38,2.4,0.4,7.3
37,0,59.5,61.1,10397.19,5397.19,107.94,7221.21,49.43,0.75,0.8,22,8,22,30,38,2.4,0.5,7.3
37,0,59.5,61.1,10397.19,5397.19,107.94,7221.21,49.43,0.75,0.8,22,8,22,30,38,2.4,0.6,7.3
50,17,52.0,43.6,2998.17,-2001.83,-40.04,10296.06,80.85,-0.19,0.1,22,8,22,30,38,2.5,0.2,-4.8
