Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,27,12,2.9,50%,98.4,1.3,0,,
2,2016-07,2021-07,2021-07,2022-07,39,5,3.1,40%,104.0,1.6,0,,
3,2017-01,2022-01,2022-01,2023-01,40,15,2.8,50%,113.2,1.3,1,22.2,22.3
4,2017-07,2022-07,2022-07,2023-07,40,15,2.8,50%,116.0,1.4,0,,
5,2018-01,2023-01,2023-01,2024-01,40,15,2.8,50%,160.5,2.6,0,,
6,2018-07,2023-07,2023-07,2024-07,40,15,2.8,50%,160.5,2.6,0,,
7,2019-01,2024-01,2024-01,2025-01,40,15,2.8,50%,160.5,2.6,1,10.0,10.0
8,2019-07,2024-07,2024-07,2025-07,40,15,2.8,50%,143.1,2.1,1,6.3,6.3
9,2020-01,2025-01,2025-01,2026-01,40,10,2.9,40%,194.3,5.8,1,10.1,10.2
