Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,16,12,1.5,50%,112.9,1.4,5,17.9,17.9
2,2016-07,2021-07,2021-07,2022-07,16,12,1.5,50%,158.4,2.7,5,22.8,23.2
3,2017-01,2022-01,2022-01,2023-01,16,12,1.5,50%,150.9,2.5,3,43.5,43.7
4,2017-07,2022-07,2022-07,2023-07,16,12,1.5,50%,179.4,3.5,4,48.9,49.2
5,2018-01,2023-01,2023-01,2024-01,16,12,1.5,50%,260.1,7.4,4,5.5,5.6
6,2018-07,2023-07,2023-07,2024-07,16,12,1.5,50%,315.9,10.9,2,-34.2,-34.2
7,2019-01,2024-01,2024-01,2025-01,16,12,1.5,50%,280.0,8.6,2,-21.0,-21.0
8,2019-07,2024-07,2024-07,2025-07,19,12,1.5,50%,161.2,2.0,4,38.8,39.0
9,2020-01,2025-01,2025-01,2026-01,29,5,2.1,40%,158.3,3.0,2,42.9,43.5
