Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,21,10,2.7,40%,104.8,2.6,0,,
2,2016-07,2021-07,2021-07,2022-07,21,10,2.7,40%,138.9,4.6,0,,
3,2017-01,2022-01,2022-01,2023-01,21,10,2.7,40%,135.7,4.4,1,2.6,2.6
4,2017-07,2022-07,2022-07,2023-07,21,10,2.7,40%,128.6,4.0,0,,
5,2018-01,2023-01,2023-01,2024-01,21,10,2.7,40%,141.9,4.8,1,0.5,0.5
6,2018-07,2023-07,2023-07,2024-07,18,5,1.5,40%,224.5,4.8,2,-28.4,-28.4
7,2019-01,2024-01,2024-01,2025-01,40,5,2.4,20%,132.0,2.8,1,28.4,28.4
8,2019-07,2024-07,2024-07,2025-07,19,8,2.4,40%,165.4,3.6,1,0.5,0.5
9,2020-01,2025-01,2025-01,2026-01,19,8,2.4,40%,221.0,6.5,1,0.5,0.5
