Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,18,5,2.1,20%,208.9,5.3,1,-21.0,-21.1
2,2016-07,2021-07,2021-07,2022-07,17,5,2.2,40%,213.8,5.6,1,-2.5,-2.5
3,2017-01,2022-01,2022-01,2023-01,18,5,2.1,20%,143.9,2.5,2,50.0,50.2
4,2017-07,2022-07,2022-07,2023-07,17,5,2.2,40%,161.2,2.4,3,61.1,61.6
5,2018-01,2023-01,2023-01,2024-01,17,5,2.2,40%,307.4,8.8,1,-1.8,-1.8
6,2018-07,2023-07,2023-07,2024-07,17,5,2.2,40%,364.0,12.3,0,,
7,2019-01,2024-01,2024-01,2025-01,17,5,2.2,40%,364.0,12.3,2,10.4,10.4
8,2019-07,2024-07,2024-07,2025-07,17,5,2.2,40%,345.0,11.1,2,11.3,11.3
9,2020-01,2025-01,2025-01,2026-01,23,5,2.0,20%,359.4,17.6,1,7.8,7.9
