Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,26,15,2.1,20%,70.2,1.8,1,14.9,15.0
2,2016-07,2021-07,2021-07,2022-07,26,15,2.1,20%,70.2,1.8,2,19.2,19.5
3,2017-01,2022-01,2022-01,2023-01,26,15,2.1,20%,95.6,3.3,2,5.1,5.1
4,2017-07,2022-07,2022-07,2023-07,26,15,2.1,20%,102.8,3.0,2,9.2,9.2
5,2018-01,2023-01,2023-01,2024-01,26,15,2.1,20%,105.5,3.2,2,16.7,16.7
6,2018-07,2023-07,2023-07,2024-07,26,15,2.1,20%,121.4,3.4,1,8.3,8.3
7,2019-01,2024-01,2024-01,2025-01,26,15,2.1,20%,139.8,4.5,1,25.2,25.3
8,2019-07,2024-07,2024-07,2025-07,26,15,2.1,20%,139.8,4.5,2,68.0,68.6
9,2020-01,2025-01,2025-01,2026-01,26,15,2.1,20%,200.3,9.3,2,18.0,18.2
