Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,21,5,2.3,60%,384.9,20.6,1,76.2,76.6
2,2016-07,2021-07,2021-07,2022-07,21,5,2.3,60%,788.3,30.8,2,-16.1,-16.3
3,2017-01,2022-01,2022-01,2023-01,21,5,2.3,60%,754.6,28.2,1,-24.4,-24.5
4,2017-07,2022-07,2022-07,2023-07,18,8,1.8,40%,507.2,14.9,3,-4.1,-4.1
5,2018-01,2023-01,2023-01,2024-01,22,12,2.4,40%,244.2,9.5,0,,
6,2018-07,2023-07,2023-07,2024-07,30,10,2.2,20%,426.7,20.3,2,-27.8,-27.9
7,2019-01,2024-01,2024-01,2025-01,19,10,1.8,40%,616.7,14.9,3,8.8,8.8
8,2019-07,2024-07,2024-07,2025-07,19,10,1.8,40%,817.4,26.1,3,-32.1,-32.2
9,2020-01,2025-01,2025-01,2026-01,19,10,1.8,40%,673.0,17.6,2,-5.8,-5.8
