Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,23,5,2.8,40%,126.6,2.9,0,,
2,2016-07,2021-07,2021-07,2022-07,23,5,2.8,40%,126.6,2.9,0,,
3,2017-01,2022-01,2022-01,2023-01,23,5,2.8,40%,126.6,2.9,1,14.3,14.4
4,2017-07,2022-07,2022-07,2023-07,23,5,2.8,40%,137.8,3.4,0,,
5,2018-01,2023-01,2023-01,2024-01,23,5,2.8,40%,159.2,4.6,0,,
6,2018-07,2023-07,2023-07,2024-07,23,5,2.9,40%,222.3,9.0,0,,
7,2019-01,2024-01,2024-01,2025-01,23,5,3.1,40%,247.0,8.9,0,,
8,2019-07,2024-07,2024-07,2025-07,18,8,2.0,30%,260.9,9.9,1,-2.8,-2.8
9,2020-01,2025-01,2025-01,2026-01,23,5,3.1,40%,275.6,11.1,0,,
