Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2017-11,2022-11,2022-11,2023-11,35,5,2.2,40%,105.2,2.4,1,-5.4,-5.5
2,2018-05,2023-05,2023-05,2024-05,35,5,2.2,40%,100.6,2.2,1,9.4,9.5
3,2018-11,2023-11,2023-11,2024-11,37,10,2.2,40%,102.7,2.5,2,12.2,12.2
4,2019-05,2024-05,2024-05,2025-05,37,10,2.2,40%,138.3,4.6,2,28.0,28.1
5,2019-11,2024-11,2024-11,2025-11,37,10,2.2,40%,150.9,5.1,1,-6.6,-6.7
6,2020-05,2025-05,2025-05,2026-05,37,10,2.2,40%,155.3,5.3,0,,
