Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,22,5,1.6,20%,346.9,11.2,3,56.3,56.5
2,2016-07,2021-07,2021-07,2022-07,22,5,1.6,20%,430.2,17.3,5,47.0,47.9
3,2017-01,2022-01,2022-01,2023-01,22,5,1.6,20%,598.3,33.4,5,26.4,26.5
4,2017-07,2022-07,2022-07,2023-07,22,5,1.6,20%,679.6,24.0,3,26.9,27.1
5,2018-01,2023-01,2023-01,2024-01,22,5,1.6,20%,822.5,35.1,3,33.9,34.1
6,2018-07,2023-07,2023-07,2024-07,22,5,1.6,20%,943.9,46.2,3,43.8,44.0
7,2019-01,2024-01,2024-01,2025-01,30,5,1.7,20%,890.1,68.6,2,48.4,48.4
8,2019-07,2024-07,2024-07,2025-07,30,5,1.7,20%,1151.0,114.8,3,14.4,14.4
9,2020-01,2025-01,2025-01,2026-01,22,5,1.6,20%,1877.6,183.1,2,-9.2,-9.3
