Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,20,5,2.2,40%,219.4,6.2,1,35.5,35.6
2,2016-07,2021-07,2021-07,2022-07,20,5,2.2,40%,332.7,14.2,1,-57.3,-57.8
3,2017-01,2022-01,2022-01,2023-01,20,5,2.2,40%,332.7,14.2,3,-52.0,-52.1
4,2017-07,2022-07,2022-07,2023-07,19,12,2.8,40%,77.3,2.9,0,,
5,2018-01,2023-01,2023-01,2024-01,16,8,2.3,50%,276.2,5.9,1,-3.5,-3.5
6,2018-07,2023-07,2023-07,2024-07,16,8,2.3,50%,200.1,3.0,0,,
7,2019-01,2024-01,2024-01,2025-01,16,8,2.3,50%,263.0,5.2,0,,
8,2019-07,2024-07,2024-07,2025-07,16,8,2.3,50%,263.0,5.2,1,1.0,1.0
9,2020-01,2025-01,2025-01,2026-01,16,8,2.3,50%,263.0,5.2,2,14.7,14.9
