Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,19,5,2.0,20%,89.3,1.2,2,23.3,23.4
2,2016-07,2021-07,2021-07,2022-07,19,5,2.0,20%,102.6,1.6,2,-10.4,-10.5
3,2017-01,2022-01,2022-01,2023-01,19,5,2.0,20%,133.5,2.6,3,-10.0,-10.0
4,2017-07,2022-07,2022-07,2023-07,19,5,2.0,20%,86.7,1.1,4,3.8,3.8
5,2018-01,2023-01,2023-01,2024-01,19,5,2.0,20%,110.2,1.8,3,-14.4,-14.4
6,2018-07,2023-07,2023-07,2024-07,39,15,2.3,30%,69.6,1.3,0,,
7,2019-01,2024-01,2024-01,2025-01,38,15,2.3,30%,88.7,2.1,0,,
8,2019-07,2024-07,2024-07,2025-07,38,15,2.3,30%,88.7,2.1,1,14.3,14.4
9,2020-01,2025-01,2025-01,2026-01,38,15,2.3,30%,88.7,2.1,1,14.3,14.5
