Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,17,5,1.9,20%,123.5,2.3,2,0.4,0.4
2,2016-07,2021-07,2021-07,2022-07,17,5,1.9,20%,123.5,2.3,3,-9.0,-9.1
3,2017-01,2022-01,2022-01,2023-01,17,8,1.9,20%,122.2,2.3,2,-0.2,-0.1
4,2017-07,2022-07,2022-07,2023-07,17,8,1.9,20%,101.4,1.6,2,11.4,11.5
5,2018-01,2023-01,2023-01,2024-01,17,8,1.9,20%,121.9,2.3,2,3.2,3.2
6,2018-07,2023-07,2023-07,2024-07,17,8,1.9,20%,124.3,2.4,2,2.8,2.8
7,2019-01,2024-01,2024-01,2025-01,17,8,1.9,20%,128.9,2.6,3,17.8,17.8
8,2019-07,2024-07,2024-07,2025-07,17,8,1.9,20%,130.5,2.6,5,9.7,9.8
9,2020-01,2025-01,2025-01,2026-01,17,8,1.9,20%,169.6,4.5,4,-20.2,-20.4
