Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,24,8,2.0,20%,147.2,3.1,2,5.5,5.5
2,2016-07,2021-07,2021-07,2022-07,30,5,1.7,20%,130.4,3.0,2,16.3,16.6
3,2017-01,2022-01,2022-01,2023-01,34,5,1.8,20%,165.8,4.7,2,16.2,16.2
4,2017-07,2022-07,2022-07,2023-07,24,5,1.6,20%,207.9,7.2,2,7.8,7.9
5,2018-01,2023-01,2023-01,2024-01,27,8,2.2,20%,235.5,11.2,1,14.4,14.5
6,2018-07,2023-07,2023-07,2024-07,34,5,2.2,20%,210.4,11.4,1,11.5,11.5
7,2019-01,2024-01,2024-01,2025-01,27,8,2.2,20%,283.9,16.2,1,14.8,14.8
8,2019-07,2024-07,2024-07,2025-07,24,5,1.6,20%,323.5,17.3,4,19.4,19.6
9,2020-01,2025-01,2025-01,2026-01,34,5,2.2,20%,320.7,26.6,2,14.6,14.8
