Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,29,10,3.1,40%,70.0,2.5,0,,
2,2016-07,2021-07,2021-07,2022-07,29,10,3.1,40%,70.0,2.5,0,,
3,2017-01,2022-01,2022-01,2023-01,29,10,3.1,40%,121.1,5.3,0,,
4,2017-07,2022-07,2022-07,2023-07,33,10,2.6,40%,222.4,5.9,0,,
5,2018-01,2023-01,2023-01,2024-01,33,10,2.6,40%,222.4,5.9,0,,
6,2018-07,2023-07,2023-07,2024-07,33,10,2.6,40%,222.4,5.9,0,,
7,2019-01,2024-01,2024-01,2025-01,33,10,2.6,40%,222.4,5.9,0,,
8,2019-07,2024-07,2024-07,2025-07,33,10,2.6,40%,222.4,5.9,1,0.3,0.3
9,2020-01,2025-01,2025-01,2026-01,33,10,2.6,40%,284.1,9.7,1,33.6,34.1
