Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,30,5,2.5,30%,211.3,7.2,1,1.7,1.7
2,2016-07,2021-07,2021-07,2022-07,30,5,2.5,30%,262.5,11.1,0,,
3,2017-01,2022-01,2022-01,2023-01,23,8,2.3,20%,122.3,3.5,1,-20.2,-20.3
4,2017-07,2022-07,2022-07,2023-07,30,5,2.5,30%,165.0,2.0,0,,
5,2018-01,2023-01,2023-01,2024-01,30,5,2.5,30%,253.6,4.7,1,-12.3,-12.4
6,2018-07,2023-07,2023-07,2024-07,29,5,2.4,30%,409.8,12.6,1,-12.3,-12.4
7,2019-01,2024-01,2024-01,2025-01,29,5,2.4,30%,347.0,9.1,0,,
8,2019-07,2024-07,2024-07,2025-07,29,5,2.4,30%,347.0,9.1,1,20.7,20.9
9,2020-01,2025-01,2025-01,2026-01,29,5,2.4,30%,347.0,9.1,2,-10.2,-10.3
