Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,17,5,2.1,40%,148.1,2.7,1,-3.9,-3.9
2,2016-07,2021-07,2021-07,2022-07,17,5,2.1,40%,138.9,2.4,3,1.7,1.7
3,2017-01,2022-01,2022-01,2023-01,17,5,2.1,40%,138.4,2.4,3,8.3,8.4
4,2017-07,2022-07,2022-07,2023-07,17,5,2.1,40%,136.5,2.3,2,13.8,13.8
5,2018-01,2023-01,2023-01,2024-01,28,8,2.3,20%,146.4,3.3,2,-9.4,-9.5
6,2018-07,2023-07,2023-07,2024-07,28,8,2.3,20%,179.6,4.9,2,-13.3,-13.3
7,2019-01,2024-01,2024-01,2025-01,16,5,2.1,40%,180.6,4.1,1,7.7,7.7
8,2019-07,2024-07,2024-07,2025-07,16,5,2.1,40%,202.3,5.1,1,-4.3,-4.4
9,2020-01,2025-01,2025-01,2026-01,16,5,2.1,40%,202.3,5.1,1,-1.2,-1.2
