Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,20,5,1.5,20%,412.1,15.6,5,16.8,16.9
2,2016-07,2021-07,2021-07,2022-07,20,5,1.5,20%,408.7,10.1,7,62.1,63.2
3,2017-01,2022-01,2022-01,2023-01,20,8,1.5,20%,486.0,15.8,6,-16.2,-16.3
4,2017-07,2022-07,2022-07,2023-07,20,8,1.5,20%,700.6,32.9,5,-21.5,-21.7
5,2018-01,2023-01,2023-01,2024-01,18,12,1.8,30%,329.3,5.2,2,87.2,87.6
6,2018-07,2023-07,2023-07,2024-07,18,5,1.8,30%,454.6,8.4,4,38.0,38.2
7,2019-01,2024-01,2024-01,2025-01,18,12,1.8,30%,826.3,32.6,3,70.1,70.2
8,2019-07,2024-07,2024-07,2025-07,18,12,1.8,30%,1003.8,46.6,3,119.7,120.7
9,2020-01,2025-01,2025-01,2026-01,18,12,1.8,30%,1475.6,63.4,1,53.9,54.7
