Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,28,10,3.0,30%,108.4,1.9,0,,
2,2016-07,2021-07,2021-07,2022-07,28,10,3.0,30%,108.4,1.9,0,,
3,2017-01,2022-01,2022-01,2023-01,28,10,3.0,30%,108.4,1.9,0,,
4,2017-07,2022-07,2022-07,2023-07,28,10,3.0,30%,108.4,1.9,0,,
5,2018-01,2023-01,2023-01,2024-01,28,10,3.0,30%,108.4,1.9,0,,
6,2018-07,2023-07,2023-07,2024-07,28,10,3.0,30%,108.4,1.9,0,,
7,2019-01,2024-01,2024-01,2025-01,28,10,3.0,30%,108.4,1.9,0,,
8,2019-07,2024-07,2024-07,2025-07,28,10,3.0,30%,108.4,1.9,1,21.2,21.4
9,2020-01,2025-01,2025-01,2026-01,28,10,3.0,30%,108.4,1.9,1,21.2,21.5
