Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,25,5,1.6,20%,268.5,9.7,2,5.4,5.5
2,2016-07,2021-07,2021-07,2022-07,25,5,1.6,20%,278.8,10.5,5,22.3,22.7
3,2017-01,2022-01,2022-01,2023-01,25,5,1.6,20%,288.5,11.2,4,22.0,22.1
4,2017-07,2022-07,2022-07,2023-07,25,5,1.6,20%,343.5,15.9,4,25.9,26.1
5,2018-01,2023-01,2023-01,2024-01,25,5,1.6,20%,379.5,16.7,4,-13.4,-13.5
6,2018-07,2023-07,2023-07,2024-07,25,5,1.6,20%,484.9,27.3,4,-0.9,-0.9
7,2019-01,2024-01,2024-01,2025-01,25,5,1.6,20%,335.4,6.7,3,44.7,44.7
8,2019-07,2024-07,2024-07,2025-07,25,5,1.6,40%,431.4,13.3,3,15.0,15.1
9,2020-01,2025-01,2025-01,2026-01,25,5,1.6,40%,477.3,16.3,4,28.4,28.8
