Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,26,12,2.4,30%,52.8,0.5,0,,
2,2016-07,2021-07,2021-07,2022-07,26,12,2.4,30%,52.8,0.5,1,-1.6,-1.6
3,2017-01,2022-01,2022-01,2023-01,19,12,2.4,30%,76.1,1.1,2,-2.1,-2.2
4,2017-07,2022-07,2022-07,2023-07,33,15,2.8,30%,66.6,0.9,1,12.8,12.8
5,2018-01,2023-01,2023-01,2024-01,26,15,2.4,30%,92.9,1.6,1,25.1,25.2
6,2018-07,2023-07,2023-07,2024-07,26,15,2.4,30%,131.3,3.2,1,13.0,13.0
7,2019-01,2024-01,2024-01,2025-01,26,15,2.4,30%,141.3,3.7,1,13.0,13.0
8,2019-07,2024-07,2024-07,2025-07,26,15,2.4,30%,172.7,5.5,1,11.1,11.2
9,2020-01,2025-01,2025-01,2026-01,26,15,2.4,30%,172.7,5.5,2,15.4,15.6
