Run Date,Data Through,Universe,Years,N1,N2,N3,K,Stop %,CAGR %,Total Return %,RDR,Win %,Max DD %,Trades,Avg Hold Days,WF Profitable,Signal,Signal Ticker
2026-06-05,2026-06-04,50,10.4,38,50,62,1.7,0.3,65.2,18544.35,3.3,76.3,25.25,59,40.5,5/9,HOLDING,AEO
