Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,22,10,1.5,30%,171.1,4.7,3,7.2,7.2
2,2016-07,2021-07,2021-07,2022-07,22,10,1.5,30%,155.3,3.9,4,19.4,19.7
3,2017-01,2022-01,2022-01,2023-01,22,10,1.5,30%,190.5,5.9,3,21.9,22.0
4,2017-07,2022-07,2022-07,2023-07,22,10,1.6,40%,198.3,6.7,3,-10.9,-11.0
5,2018-01,2023-01,2023-01,2024-01,22,10,1.6,40%,268.9,12.3,1,-25.3,-25.4
6,2018-07,2023-07,2023-07,2024-07,34,8,1.5,30%,165.5,2.3,1,1.1,1.1
7,2019-01,2024-01,2024-01,2025-01,37,5,1.5,40%,165.0,2.4,2,12.1,12.1
8,2019-07,2024-07,2024-07,2025-07,37,5,1.5,40%,173.1,2.6,3,18.8,19.0
9,2020-01,2025-01,2025-01,2026-01,37,5,1.5,40%,197.0,3.4,3,14.2,14.4
