Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-04,2021-04,2021-04,2022-04,27,5,2.3,40%,77.0,0.8,2,10.2,10.4
2,2016-10,2021-10,2021-10,2022-10,27,5,2.3,40%,86.4,1.0,1,4.7,4.7
3,2017-04,2022-04,2022-04,2023-04,27,5,2.3,40%,95.1,1.2,0,,
4,2017-10,2022-10,2022-10,2023-10,19,8,1.8,40%,108.9,1.5,1,2.5,2.5
5,2018-04,2023-04,2023-04,2024-04,40,5,1.5,30%,122.6,2.0,1,-1.8,-1.8
6,2018-10,2023-10,2023-10,2024-10,27,5,2.3,40%,132.9,2.3,1,8.7,8.7
7,2019-04,2024-04,2024-04,2025-04,27,5,2.3,40%,153.2,3.1,1,7.3,7.4
8,2019-10,2024-10,2024-10,2025-10,19,8,1.8,40%,160.3,3.2,2,2.8,2.8
9,2020-04,2025-04,2025-04,2026-04,19,8,1.8,40%,179.4,4.0,1,-6.0,-6.1
