Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,18,8,2.4,20%,131.0,2.4,1,5.2,5.3
2,2016-07,2021-07,2021-07,2022-07,18,8,2.4,20%,132.0,2.4,1,11.5,11.7
3,2017-01,2022-01,2022-01,2023-01,27,15,2.5,20%,136.0,3.5,0,,
4,2017-07,2022-07,2022-07,2023-07,27,15,2.5,20%,136.0,3.5,1,-21.6,-21.7
5,2018-01,2023-01,2023-01,2024-01,27,15,2.5,20%,136.0,3.5,2,-0.4,-0.4
6,2018-07,2023-07,2023-07,2024-07,18,5,2.2,20%,142.7,2.4,3,33.4,33.5
7,2019-01,2024-01,2024-01,2025-01,18,5,2.2,20%,183.7,3.9,2,3.8,3.8
8,2019-07,2024-07,2024-07,2025-07,18,5,2.2,20%,223.6,5.8,2,9.3,9.4
9,2020-01,2025-01,2025-01,2026-01,27,15,2.5,20%,170.3,5.3,0,,
