Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,30,8,3.2,50%,105.2,1.5,0,,
2,2016-07,2021-07,2021-07,2022-07,18,5,1.6,30%,119.7,1.8,4,-45.6,-46.1
3,2017-01,2022-01,2022-01,2023-01,18,5,1.5,30%,145.2,2.4,5,-25.3,-25.4
4,2017-07,2022-07,2022-07,2023-07,35,12,2.3,20%,-81.8,0.8,0,,
5,2018-01,2023-01,2023-01,2024-01,35,12,2.3,20%,-81.8,0.8,1,5.2,5.2
6,2018-07,2023-07,2023-07,2024-07,30,8,3.2,50%,102.0,1.0,0,,
7,2019-01,2024-01,2024-01,2025-01,30,8,3.2,50%,238.5,5.5,0,,
8,2019-07,2024-07,2024-07,2025-07,30,8,3.2,50%,279.8,7.6,0,,
9,2020-01,2025-01,2025-01,2026-01,30,8,3.2,50%,279.8,7.6,0,,
