Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,40,5,2.9,20%,1219.8,72.2,0,,
2,2016-07,2021-07,2021-07,2022-07,40,5,2.9,20%,1219.8,72.2,0,,
3,2017-01,2022-01,2022-01,2023-01,40,5,2.9,20%,1219.8,72.2,0,,
4,2017-07,2022-07,2022-07,2023-07,40,5,2.9,20%,1219.8,72.2,0,,
5,2018-01,2023-01,2023-01,2024-01,40,5,2.9,20%,1219.8,72.2,0,,
6,2018-07,2023-07,2023-07,2024-07,40,5,2.9,20%,1219.8,72.2,1,-22.3,-22.3
7,2019-01,2024-01,2024-01,2025-01,36,15,2.5,20%,1519.5,112.9,1,-22.3,-22.3
8,2019-07,2024-07,2024-07,2025-07,36,15,2.5,20%,1373.0,34.6,1,45.4,45.8
9,2020-01,2025-01,2025-01,2026-01,36,15,2.5,20%,1373.0,34.6,1,45.4,46.1
