Window,Train Start,Train End,Test Start,Test End,Best N_base,Best Gap,Best K,Best Stop,Train Return %,Train Score,Test Trades,Test Return %,Test CAGR %
1,2016-01,2021-01,2021-01,2022-01,24,5,3.2,30%,222.8,7.1,0,,
2,2016-07,2021-07,2021-07,2022-07,26,10,3.1,20%,256.5,9.4,1,-20.0,-20.3
3,2017-01,2022-01,2022-01,2023-01,24,5,3.2,30%,222.8,7.1,0,,
4,2017-07,2022-07,2022-07,2023-07,24,5,3.2,30%,222.8,7.1,0,,
5,2018-01,2023-01,2023-01,2024-01,24,5,3.2,30%,222.8,7.1,0,,
6,2018-07,2023-07,2023-07,2024-07,24,5,3.2,30%,222.8,7.1,1,-5.4,-5.4
7,2019-01,2024-01,2024-01,2025-01,24,5,3.2,30%,222.8,7.1,1,-5.4,-5.4
8,2019-07,2024-07,2024-07,2025-07,24,5,3.2,30%,205.4,3.9,0,,
9,2020-01,2025-01,2025-01,2026-01,24,5,3.2,30%,205.4,3.9,0,,
